Athlete,Rating,Number Of Races
Mo FARAH,1571.7316907381235,9
Paul Kipngetich TANUI,1525.4235428278434,8
Dominic Chemut KIPTARUS,1522.05,1
Joshua CHEPTEGEI,1521.939191111062,4
Tamirat TOLA,1511.0415284786845,2
Bedan KAROKI,1510.5611041872462,7
Galen RUPP,1508.2419852837352,7
Geoffrey KAMWOROR,1507.0862184627676,5
Yigrem DEMELASH,1505.9704489160924,3
William Malel SITONIK,1505.7597707698492,1
Stewart MCSWEYN,1505.5310443533835,1
Jemal Yimer MEKONNEN,1504.2474226631484,1
Ibrahim JEILAN,1504.103156747422,3
Kenenisa BEKELE,1503.253798696539,3
Stephen SAMBU,1502.0925991111708,2
Zersenay TADESE,1501.8247861815473,5
Abrar OSMAN,1500.977629704074,1
Abera KUMA,1500.590208109341,4
Tariku BEKELE,1500.4391907967936,2
Vincent Kiprop CHEPKOK,1500.4166140550328,2
Ali KAYA,1500.3822056343888,1
Kenneth Kiprop KIPKEMOI,1500.2325150515571,3
Lucas Kimeli ROTICH,1500.1600625202777,2
Geoffrey KIRUI,1500.1197408336188,3
Martin Irungu MATHATHI,1500.0624800812288,1
Gebregziabher GEBREMARIAM,1500.0226427152843,1
Nicholas Mboroto KOSIMBEI,1500.0168157377495,1
Peter Cheruiyot KIRUI,1499.9871615669008,1
Mathew Kipkoech KISORIO,1499.980337418305,1
Julien WANDERS,1499.9613565166264,1
Mark Kosgei KIPTOO,1499.958517616023,1
Eliud KIPCHOGE,1499.9522064745483,1
Leonard Patrick KOMON,1499.9400722803462,2
Sileshi SIHINE,1499.8959374004012,2
John Kemboi CHERUIYOT,1499.8847364410908,1
Abadi HADIS,1499.8731657669045,2
Paul LONYANGATA,1499.8491647727574,1
Isiah Kiplangat KOECH,1499.8487094383659,1
Ayele ABSHERO,1499.821284072692,1
Chesari Kirui JACOB,1499.807004861695,1
Rui SILVA,1499.7850549099917,1
Imane MERGA,1499.7819444724544,6
Robert KAJUGA,1499.7642775686213,1
Moses Ndiema MASAI,1499.75739824651,2
Dathan RITZENHEIN,1499.6871477192458,2
Guye Idemo ADOLA,1499.6833828126546,1
Moukhled AL OUTAIBI,1499.6798002483115,1
Scott BAUHS,1499.6742125809435,1
Kaan Kigen ÖZBILEN,1499.6589229001002,3
Moses Ndiema KIPSIRO,1499.6222380873705,2
Tsuyoshi UGACHI,1499.579151582505,1
Thomas AYEKO,1499.5696785762966,2
Dejen GEBREMESKEL,1499.528531659937,1
Juan Carlos ROMERO BERNAL,1499.502772892536,1
Juan Luis BARRIOS,1499.4982233288922,1
Muktar EDRIS,1499.486344441714,1
Ayad LAMDASSEM,1499.4778929702557,1
Matt TEGENKAMP,1499.4701874248867,2
Daniel Lemashon SALEL,1499.4441463661747,2
Dennis MASAI,1499.3505733628417,3
Chris THOMPSON,1499.3472830844735,1
Mosinet GEREMEW,1499.2899501417373,1
Bouabdellah TAHRI,1499.2713264238291,1
Titus Kipjumba MBISHEI,1499.2676521412473,2
Polat Kemboi ARIKAN,1499.2476215410807,2
Abdi NAGEEYE,1499.2384060731933,1
Yuki SATO,1499.193107907539,2
Mykola LABOVSKIY,1499.1903734764865,1
Samuel CHELANGA,1499.1658065432057,1
Cameron LEVINS,1499.1524212685472,4
Diego ESTRADA,1499.11485363052,2
Collis BIRMINGHAM,1499.0089308757783,1
Birhan NEBEBEW,1498.8792783309075,3
Leonard BARSOTON,1498.8685226155112,1
Yevgeniy RYBAKOV,1498.7613951375356,1
Wilson Kiprono TOO,1498.7213057754593,1
James WANGARI,1498.6857972080497,1
Josphat Kipkoech BETT,1498.5762640708394,4
Emmanuel Kipkemei BETT,1498.5726215396212,6
David MCNEILL,1498.5406045890809,1
Andamlak BELIHU,1498.2714722993132,1
Daniele MEUCCI,1498.2407322378062,4
Tetsuya YOROIZAKA,1498.18426258577,1
Eric JENKINS,1498.1626380333037,1
Nguse AMLOSOM,1497.8517976004637,5
Aron KIFLE,1497.7513801400137,1
Jose Luis OSTOS,1497.7224282390835,1
Vincent Kipsegechi YATOR,1497.607523804154,2
Aweke AYALEW,1497.5642782528478,1
Abraham CHEROBEN,1497.4927185863905,2
Arne GABIUS,1497.3075434292407,2
Kenta MURAYAMA,1497.2157340074264,1
Bashir ABDI,1497.1282159556836,2
Andy VERNON,1497.0578920442258,1
Zouhair TALBI,1496.8718670619537,1
Olivier IRABARUTA,1496.6727901066633,1
Suguru OSAKO,1496.6189446105607,3
Teklemariam MEDHIN,1496.3506797054315,6
Shadrack KIPCHIRCHIR,1496.241873959009,3
Chris DERRICK,1496.1278283206775,2
Goitom KIFLE,1496.0852286491372,4
Ben ST. LAWRENCE,1496.0776861942513,2
Kota MURAYAMA,1495.7805291028626,1
Leonard KORIR,1495.25209511207,3
Ross MILLINGTON,1495.2485184848979,1
Hiskel TEWELDE,1494.9803382440286,1
Mohammed AHMED,1494.6128156023833,5
Sondre Nordstad MOEN,1494.5679869843366,1
El Hassan EL ABBASSI,1494.5443116860909,5
Hassan MEAD,1494.1612146098043,3
Zane ROBERTSON,1494.0752075175324,3
Onesphore NZIKWINKUNDA,1493.873274716919,1
Yuta SHITARA,1493.0919675142613,2
Timothy TOROITICH,1492.8731327444357,7
Moses Martin KURONG,1492.4053637034147,2
Marius VEDVIK,1492.2762711894366,1
Byron PIEDRA,1492.1405364909788,1
Patrick TIERNAN,1490.15120883088,1
Weldu Negash GEBRETSADIK,1488.741473894263,1
Stephen MOKOKA,1487.4847848264926,7
