Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Ruth JEBET,1626.4054399200663,19,2017,BRN,17-Nov-96
Hyvin KIYENG,1605.9731227469067,27,2017,KEN,13-Jan-92
Emma COBURN,1599.515930421117,28,2017,USA,19-Oct-90
Beatrice CHEPKOECH,1597.2562757033518,12,2017,KEN,6-Jul-91
Celliphine Chepteek CHESPOL,1551.2096928328601,9,2017,KEN,23-Mar-99
Courtney FRERICHS,1548.4773959967301,6,2017,USA,18-Jan-93
Gesa Felicitas KRAUSE,1542.2898123768048,27,2017,GER,3-Aug-92
Norah JERUTO,1539.4049436036305,5,2017,KEN,2-Oct-95
Habiba GHRIBI,1534.5369360888067,24,2017,TUN,9-Apr-84
Hiwot AYALEW,1526.836798898117,29,2016,ETH,6-Mar-90
Sofia ASSEFA,1525.1223801363478,54,2017,ETH,14-Nov-87
Etenesh DIRO,1520.1479334666017,30,2017,ETH,10-May-91
Milcah CHEMOS,1518.5353961027204,30,2014,KEN,24-Feb-86
Virginia NYAMBURA,1517.4902530950628,13,2016,KEN,20-Jul-93
Winfred Mutile YAVI,1508.0526210979765,3,2017,BRN,31-Dec-99
Lalita BABAR,1508.0190050624828,5,2016,IND,2-Jun-89
Madeleine HILLS,1507.8825239001942,5,2016,AUS,15-May-87
Lydia Chebet ROTICH,1507.463472756248,24,2016,KEN,8-Aug-88
Fadwa SIDI MADANE,1505.6543990071168,6,2017,MAR,20-Nov-94
Aisha PRAUGHT-LEER,1503.5215261905096,9,2017,USA,14-Dec-89
Gladys Jerotich KIPKEMOI,1502.5752507456782,10,2016,KEN,15-Oct-86
Madeleine HEINER,1502.5082150867597,4,2015,AUS,15-May-87
Mercy Wanjiku NJOROGE,1502.1419352635799,15,2012,KEN,10-Jun-86
Colleen QUIGLEY,1501.3973403227214,8,2017,USA,20-Nov-92
Yuliya ZARIPOVA,1501.132406041605,2,2010,RUS,26-Apr-86
Antje MÖLDNER-SCHMIDT,1501.0986935946862,6,2013,GER,13-Jun-84
Valentyna ZHUDINA,1500.742733246741,3,2013,UKR,12-Mar-83
Gulnara GALKINA,1500.707619187081,2,2012,RUS,9-Jul-78
Yelena ORLOVA,1500.4172975711758,1,2012,RUS,30-May-80
Zemzem AHMED,1500.160108399849,2,2012,ETH,27-Dec-84
Fionnuala MCCORMACK,1500.0163096219994,4,2011,IRL,24-Sep-84
Valentyna HORPYNYCH-ZHUDINA,1499.900558946587,1,2012,UKR,12-Mar-83
Gülcan MINGIR,1499.847867846291,2,2012,TUR,21-May-89
Giulia MARTINELLI,1499.840493171113,1,2011,ITA,16-Jun-91
Tina BROWN,1499.828355469804,1,2010,GBR,22-Aug-76
Shayla HOULIHAN,1499.7863350389594,1,2010,USA,26-Feb-85
Ulrika FLODIN,1499.7805765019416,1,2010,SWE,9-Feb-75
Lyudmila REMESLOVA,1499.7689807629795,1,2012,RUS,13-Aug-87
Hatti ARCHER,1499.7633673266087,2,2011,GBR,2-Feb-82
Ruth Bosibori NYANGAU,1499.7205975878846,1,2013,KEN,2-Jan-88
Genevieve LACAZE,1499.7134131572393,16,2017,AUS,4-Aug-89
Zenaide VIEIRA,1499.7120050171243,1,2010,BRA,25-Jun-85
Barbara PARKER,1499.7116471975075,10,2012,GBR,8-Nov-82
Kara JUNE,1499.7016544758244,1,2010,USA,10-Aug-82
Delilah DICRESCENZO,1499.6925074391418,2,2011,USA,9-Feb-83
Christine Kambua MUYANGA,1499.68494017622,1,2011,KEN,21-Mar-91
Mardrea HYMAN,1499.6764180772589,1,2011,JAM,22-Dec-72
Zhenzhu LI,1499.6034486291337,2,2012,CHN,13-Dec-85
Minori HAYAKARI,1499.5960689028666,1,2011,JPN,29-Nov-72
Elizabeth MUENI,1499.5917422931743,2,2010,KEN,28-Dec-91
Helen CLITHEROE,1499.5885667440293,2,2010,GBR,2-Jan-74
Eva ARIAS,1499.5558595000643,1,2011,ESP,8-Oct-80
Elodie OLIVARES,1499.5501404347674,1,2012,FRA,22-May-76
Sophie DUARTE,1499.5294182828793,3,2011,FRA,31-Jul-81
Lindsay ALLEN,1499.528660682096,1,2011,USA,30-Jun-86
Jana SUSSMANN,1499.5222588273018,1,2011,GER,12-Oct-90
Natalya GORCHAKOVA,1499.5113676749397,2,2013,RUS,17-Apr-83
Almaz AYANA,1499.5021579625145,6,2013,ETH,21-Nov-91
Emily STEWART,1499.3571235344634,1,2012,GBR,24-Dec-91
Purity KIRUI,1499.3032490659175,30,2017,KEN,13-Aug-91
Phanencer CHEMION,1499.2979971231211,2,2012,KEN,8-Apr-89
Clarisse CRUZ,1499.2818968936754,3,2013,POR,9-Jul-78
Magdalyne MASAI,1499.2763384686823,2,2015,KEN,21-Nov-93
Yuan JIN,1499.2484705989232,1,2012,CHN,11-Feb-88
Svitlana SHMIDT,1499.2134272192707,1,2011,UKR,20-Mar-90
Marcela LUSTIGOVÁ,1499.213240421382,1,2011,CZE,11-Nov-82
Kaltoum BOUAASAYRIYA,1499.201990991812,1,2012,MAR,23-Aug-82
Wioletta FRANKIEWICZ,1499.1988922076516,3,2012,POL,9-Jun-77
Dorcus INZIKURU,1499.1125295009342,3,2012,UGA,2-Feb-82
Mary BALLINGER,1499.0943745958705,1,2013,USA,5-May-88
Karoline Bjerkeli GRØVDAL,1499.0231548982497,4,2011,NOR,14-Jun-90
Stephanie REILLY,1499.0179047303975,3,2012,IRL,23-Feb-78
Shalaya KIPP,1498.9290017231515,4,2016,USA,19-Aug-90
Annuo YIN,1498.917688732121,1,2012,CHN,23-Mar-92
Lisa AGUILERA,1498.850150798191,7,2011,USA,30-Nov-79
Eunice JEPKORIR,1498.6242550464565,2,2015,KEN,17-Feb-82
Cristina CASANDRA,1498.5465276071106,4,2012,ROU,1-Feb-77
Irene SÁNCHEZ-ESCRIBANO,1498.5208691443127,1,2017,ESP,25-Aug-92
Helen HOFSTEDE,1498.4409621111283,2,2013,NED,31-Dec-80
Maruša MIŠMAŠ,1498.4202819807622,1,2015,SLO,24-Oct-94
Polina JELIZAROVA,1498.3505271977388,6,2013,LAT,1-May-89
Matylda KOWAL,1498.3268444182395,2,2016,POL,11-Jan-89
Korene HINDS,1498.2938677830673,6,2012,JAM,18-Jan-76
Leah O'CONNOR,1497.981928393208,2,2016,USA,30-Aug-92
Mei WANG,1497.9580498635798,1,2014,CHN,22-Dec-93
Angela María FIGUEROA,1497.8971309963254,2,2012,COL,28-Jun-84
Sara HALL,1497.872732559617,4,2013,USA,15-Apr-83
Natalya KOLOSKOVA,1497.743512920927,2,2015,RUS,19-Jul-88
Maria Cristina MANCEBO,1497.6973219619576,1,2014,DOM,29-Aug-91
Rebeka STOWE,1497.6100058077636,1,2015,USA,9-Mar-90
Klara BODINSSON,1497.4060618312312,1,2015,SWE,11-Jun-90
Jessica KAMILOS,1497.403266895916,1,2016,USA,3-Aug-93
Mekdes BEKELE,1497.1846944537112,7,2014,ETH,20-Jan-87
Weynshet ANSA,1496.9990006795692,1,2016,ETH,9-Apr-96
Muriel CONEO PAREDES,1496.616068387325,1,2015,COL,15-Mar-87
Beverly RAMOS,1496.512640826179,9,2014,PUR,24-Aug-87
Ashley HIGGINSON,1496.419347657276,8,2016,USA,17-Mar-89
Belén CASETTA,1495.9405467018073,3,2017,ARG,26-Sep-94
Sanaa KOUBAA-SCHRETZMAIR,1495.7477939160888,2,2016,GER,6-Jan-85
Salima EL OUALI ALAMI,1495.6862162557857,15,2016,MAR,29-Dec-83
Daisy JEPKEMEI,1495.6145328967723,2,2017,KEN,13-Feb-96
Ancuţa BOBOCEL,1495.358536882442,13,2016,ROU,3-Oct-87
Sudha SINGH,1495.3219838075524,5,2016,IND,25-Jun-86
Bridget FRANEK,1495.1616308882938,15,2015,USA,8-Nov-87
Jamie CHEEVER,1495.051415201432,3,2016,USA,28-Feb-87
Caroline TUIGONG,1494.7966930995035,4,2017,KEN,12-Mar-90
Natalya ARISTARKHOVA,1494.7936054959723,2,2015,RUS,31-Oct-89
Lyudmila LEBEDEVA,1494.7503641615845,2,2015,RUS,23-May-90
Marіya SHATALOVA,1494.6393871707915,3,2017,UKR,1-Mar-89
Sarah PEASE,1494.5929156233065,1,2017,USA,9-Nov-87
Rosa FLANAGAN,1494.4512117310828,1,2015,NZL,28-Feb-96
Claire PERRAUX,1494.3371013109263,3,2016,FRA,6-Oct-87
Alycia BUTTERWORTH,1494.2220420203596,1,2017,CAN,1-Oct-92
Birtukan ADAMU,1494.1706633029303,18,2017,ETH,29-Apr-92
Silvia DANEKOVA,1494.1439113875572,4,2015,BUL,7-Feb-83
Eilish MCCOLGAN,1494.1140937708865,12,2014,GBR,25-Nov-90
Ingeborg LØVNES,1494.0973591969707,1,2016,NOR,5-Sep-92
Katarzyna KOWALSKA,1494.0931837494074,13,2015,POL,7-Apr-85
Meryem AKDAĞ,1494.0385411635084,1,2016,TUR,5-Aug-92
Roseline CHEPNGETICH,1493.5448224366714,4,2017,KEN,17-Jun-97
Michelle FINN,1493.4612341469847,2,2016,IRL,16-Dec-89
Sviatlana KUDZELICH,1493.4567540181238,6,2016,BLR,7-May-87
Fancy CHEROTICH,1493.2984043028032,8,2016,KEN,10-Aug-90
Eliane SAHOLINIRINA,1493.1713173479925,1,2016,MAD,20-Mar-82
Maya REHBERG,1492.983174039442,1,2016,GER,28-Apr-94
Özlem KAYA,1492.7902220466394,5,2017,TUR,20-Apr-90
Juliana Paula GOMEZ DOS SANTOS,1492.7460586098314,1,2016,BRA,12-Jul-83
Lidya CHEPKURUI,1492.5036668216653,29,2016,KEN,23-Aug-84
Nicole BUSH,1492.4555571120104,6,2016,USA,4-Apr-86
Maria LARSSON,1492.4355850764282,1,2017,SWE,25-Mar-94
