Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Shaunae MILLER-UIBO,1655.2620504272693,12,2016,BAH,15-Apr-94
Allyson FELIX,1598.249623076893,19,2016,USA,18-Nov-85
Natasha HASTINGS,1570.1264702419862,43,2016,USA,23-Jul-86
Stephenie Ann MCPHERSON,1564.6016704215926,33,2016,JAM,25-Nov-88
Francena MCCORORY,1561.5844246749177,41,2016,USA,20-Oct-88
Shericka JACKSON,1545.4569640206266,9,2016,JAM,16-Jul-94
Novlene WILLIAMS-MILLS,1536.1693151117329,51,2016,JAM,26-Apr-82
Phyllis FRANCIS,1527.777739460012,9,2016,USA,4-May-92
Christine DAY,1526.799215252122,23,2016,JAM,23-Aug-86
Caster SEMENYA,1526.4071947898776,1,2016,RSA,7-Jan-91
Sanya RICHARDS-ROSS,1523.461241614104,23,2016,USA,26-Feb-85
Amantle MONTSHO,1522.1980992114586,44,2014,BOT,4-Jul-83
Christine OHURUOGU,1520.7003375341565,34,2016,GBR,17-May-84
Salwa Eid NASER,1520.5181241388975,2,2016,BRN,23-May-98
Julienne MBOCK-HANG,1513.5,1,2016,CMR,2-Jun-99
Kemi ADEKOYA,1512.4922925503297,3,2016,BRN,16-Jan-93
Courtney OKOLO,1510.2316078058313,1,2016,USA,15-Mar-94
Tamara SALAŠKI,1509.3507212565808,1,2016,SRB,16-Oct-88
Justyna ŚWIĘTY-ERSETIC,1509.0201749814464,2,2016,POL,3-Dec-92
Floria GUEI,1506.7944645342961,18,2016,FRA,2-May-90
Nataliya PYHYDA,1505.3074629374769,8,2015,UKR,30-Jan-81
Maeva CONTION,1503.042018064607,1,2015,FRA,31-May-92
Libania GRENOT,1502.479236506384,23,2016,ITA,12-Jul-83
Joan MEDJID,1501.6794609572025,2,2015,FRA,29-Sep-95
Anastasia LE-ROY,1501.1508591477686,1,2014,JAM,11-Sep-87
Kseniya RYZHOVA,1500.877030040572,4,2013,RUS,19-Apr-87
Antonina KRIVOSHAPKA,1500.8477029082908,7,2011,RUS,21-Jul-87
Rose-Marie WHYTE-ROBINSON,1500.7601669383416,18,2013,JAM,8-Sep-86
Joanne CUDDIHY,1500.7545375611728,3,2012,IRL,11-May-84
Ruth Sophia SPELMEYER,1500.6237305484447,2,2016,GER,19-Sep-90
Joanna ATKINS,1500.5985484504145,3,2014,USA,31-Jan-89
Cátia AZEVEDO,1500.5889062439633,1,2016,POR,9-Mar-94
DeeDee TROTTER,1500.5772694499715,12,2014,USA,8-Dec-82
Tiguida DIAROUMA,1500.5761285681488,1,2013,FRA,7-Jun-94
Alina LOHVYNENKO,1500.564108233866,2,2012,UKR,18-Jul-90
Ndeye SOUMAH FATOU,1500.5605194981422,2,2011,SEN,6-Apr-86
Carol RODRÍGUEZ,1500.2565009588234,2,2012,PUR,16-Dec-85
Shereefa LLOYD,1500.048800355623,1,2010,JAM,2-Sep-82
Debbie DUNN,1500.0249245077339,16,2012,USA,26-Mar-78
Anais DESROSES,1499.9085264808236,1,2015,FRA,3-Jun-89
Antonina YEFREMOVA,1499.8657906699057,1,2011,UKR,19-Jul-81
Marta MILANI,1499.8279636311659,3,2011,ITA,9-Mar-87
Lashinda DEMUS,1499.8000096431474,1,2010,USA,10-Mar-83
Kseniya ZADORINA,1499.788816966384,1,2011,RUS,2-Mar-87
Natalya ANTYUKH,1499.780978346053,2,2012,RUS,26-Jun-81
Mariya MIKHAILYUK,1499.7626877915573,1,2015,RUS,29-Jan-91
Svetlana USOVICH,1499.667312637435,1,2012,BLR,14-Oct-80
Keshia KIRTZ,1499.6577896813997,2,2013,USA,30-Jan-88
Aymeé MARTÍNEZ,1499.5494460707196,1,2011,CUB,17-Nov-88
Victoria BARR,1499.520838324765,1,2010,GBR,14-Apr-82
Natalya NAZAROVA,1499.5029577367047,1,2010,RUS,26-May-79
Nadezhda KOTLYAROVA,1499.4920901773366,2,2015,RUS,12-Jun-89
Vanya STAMBOLOVA,1499.4856175701862,1,2010,BUL,28-Nov-83
Melocia CLARKE,1499.4825815558165,1,2010,JAM,3-Apr-79
Perri SHAKES-DRAYTON,1499.4682022858365,2,2011,GBR,21-Dec-88
Jenna MARTIN,1499.4672071581927,2,2012,CAN,31-Mar-88
Daysurami BONNE,1499.448559127186,1,2011,CUB,9-Mar-88
Lee MCCONNELL,1499.4476299907515,5,2012,GBR,9-Oct-78
Kseniya KARANDYUK,1499.4465975484804,1,2011,UKR,21-Jun-86
