Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Elaine THOMPSON,1630.8379557351097,11,2016,JAM,28-Jun-92
Dafne SCHIPPERS,1626.6219402097663,17,2016,NED,15-Jun-92
Tori BOWIE,1581.2232116723922,8,2016,USA,27-Aug-90
Allyson FELIX,1562.710033338058,30,2016,USA,18-Nov-85
Dina ASHER-SMITH,1551.4769494524894,10,2016,GBR,4-Dec-95
Murielle AHOURÉ,1546.2230016927529,19,2016,CIV,23-Aug-87
Marie-Josée TA LOU,1544.7058270964264,6,2016,CIV,18-Nov-88
Blessing OKAGBARE-IGHOTEGUONOR,1541.4746966629327,14,2016,NGR,9-Oct-88
Michelle-Lee AHYE,1528.7675067860691,4,2016,TTO,10-Apr-92
Veronica CAMPBELL-BROWN,1527.5629498200808,16,2016,JAM,15-May-82
Simone FACEY,1525.384451044545,9,2016,JAM,7-May-85
Ivet LALOVA-COLLIO,1522.625684088637,19,2016,BUL,18-May-84
Deajah STEVENS,1520.5542614532092,3,2016,USA,19-May-95
Sabrina GROS,1520.55,1,2016,FRA,3-Sep-91
Shelly-Ann FRASER-PRYCE,1518.9638051132827,14,2014,JAM,27-Dec-86
Jeneba TARMOH,1517.1753053486464,22,2016,USA,27-Sep-89
Semoy HACKETT,1515.5648375303813,4,2016,TTO,27-Nov-88
Tiffany TOWNSEND,1514.961996746652,11,2016,USA,14-Jun-89
Edidiong Ofinome ODIONG,1512.7925332258376,2,2016,BRN,13-Mar-97
Jenna PRANDINI,1512.427668289226,6,2016,USA,20-Nov-92
Desiree HENRY,1512.0224945047382,2,2016,GBR,26-Aug-95
Ella NELSON,1511.5729520993245,4,2016,AUS,10-May-94
Gina LÜCKENKEMPER,1510.331233706771,2,2016,GER,21-Nov-96
Anthonique STRACHAN,1508.8519006380018,14,2016,BAH,22-Aug-93
Myriam SOUMARE,1508.1467330482812,17,2014,FRA,29-Oct-86
Tianna BARTOLETTA,1507.4441929445989,1,2014,USA,30-Aug-85
Mariya RYEMYEN,1507.318762485007,14,2013,UKR,2-Aug-87
Sherone SIMPSON,1505.2673256568373,21,2015,JAM,12-Aug-84
Carmelita JETER,1505.0303752208433,15,2013,USA,24-Nov-79
Nercely SOTO,1504.26979241297,4,2016,VEN,23-Aug-90
Lucie KUDELA,1504.2582521472477,1,2016,FRA,28-Jun-97
Kauiza MOREIRA VENANCIO,1504.2154545909948,1,2016,BRA,11-Jun-87
Kerron STEWART,1504.1921330713926,11,2015,JAM,16-Apr-84
Lea SPRUNGER,1503.326976245691,3,2013,SUI,5-Mar-90
Nadine GONSKA,1502.2450893712655,1,2016,GER,23-Jan-90
Jamile SAMUEL,1502.2191726233789,2,2016,NED,24-Apr-92
Bianca KNIGHT,1501.9479132123654,20,2014,USA,2-Jan-89
Candyce MCGRONE,1501.85300738968,10,2016,USA,24-Mar-89
Joanna ATKINS,1501.823274245508,4,2016,USA,31-Jan-89
Elisabeth SLETTUM,1501.340560804633,1,2013,NOR,31-Aug-86
Kai SELVON,1501.1963801786603,6,2013,TTO,13-Apr-92
Lenora GUION FIRMIN,1500.9555437579586,2,2013,FRA,7-Aug-91
Marshevet HOOKER,1500.662635777781,1,2011,USA,25-Sep-84
Abiodun OYEPITAN,1500.6014164833155,5,2012,GBR,30-Dec-79
Franciela KRASUCKI,1500.4526610581465,1,2013,BRA,26-Apr-88
Natasha HASTINGS,1500.3223886683859,3,2014,USA,23-Jul-86
Natalia POHREBNIAK,1500.303941934761,4,2016,UKR,19-Feb-88
Rose-Marie WHYTE-ROBINSON,1500.2620638647368,1,2010,JAM,8-Sep-86
Agné ŠERKŠNIENĖ,1500.1745031058508,1,2013,LTU,18-Feb-88
Anneisha MCLAUGHLIN-WHILBY,1500.157560849961,15,2016,JAM,6-Jan-86
Olesya POVH,1500.0872080196984,1,2011,UKR,18-Oct-87
LaShauntea MOORE,1500.0078425163813,6,2013,USA,31-Jul-83
Lorène Dorcas BAZOLO,1499.9800142419285,1,2016,POR,4-May-83
Janelle REDHEAD,1499.9507495480057,4,2012,GRN,27-Dec-89
Mikele BARBER,1499.9481189828703,1,2012,USA,4-Oct-80
Alexandria ANDERSON,1499.9193794188964,1,2011,USA,28-Jan-87
Johanna DANOIS,1499.915743459902,3,2013,FRA,4-Apr-87
Christine AMERTIL,1499.8760269797026,1,2010,BAH,18-Aug-79
Ashlee KIDD,1499.740120873243,1,2010,USA,26-Jul-85
Natalie KNIGHT,1499.7253542536937,1,2010,USA,24-Oct-86
Christy UDOH,1499.7126016729849,1,2012,NGR,30-Sep-91
Endurance ABINUWA,1499.6558651333116,1,2011,NGR,31-Jul-87
Ebonie FLOYD,1499.6349779379223,1,2010,USA,21-Oct-83
Kelly-Ann BAPTISTE,1499.6036276167663,3,2010,TTO,14-Oct-86
Ezinne OKPARAEBO,1499.5789442907287,1,2012,NOR,3-Mar-88
Evelyn Carolina de Oliveira DOS SANTOS,1499.578399602897,2,2012,BRA,11-Apr-85
Joëlle GOLAY,1499.5395741611146,1,2013,SUI,15-Oct-87
Cydonie MOTHERSILL,1499.5367907445907,5,2011,CAY,19-Mar-78
Lina JACQUES-SEBASTIEN,1499.491717098757,1,2010,FRA,10-May-85
Monica HARGROVE,1499.4910501555196,1,2010,USA,30-Dec-82
Samantha HENRY-ROBINSON,1499.475215570515,3,2013,JAM,25-Sep-88
Vanda FERREIRA GOMES,1499.4224649477496,1,2011,BRA,7-Nov-88
Porscha LUCAS,1499.4038037203873,2,2010,USA,18-Jun-88
Sanya RICHARDS-ROSS,1499.3999784241205,7,2015,USA,26-Feb-85
Emily FREEMAN,1499.3783165120944,2,2010,GBR,24-Nov-80
Libania GRENOT,1499.3484397473649,1,2012,ITA,12-Jul-83
Marika POPOWICZ-DRAPAŁA,1499.3284594420802,1,2013,POL,28-Apr-88
Norma GONZÁLEZ,1499.279270065807,1,2012,COL,11-Aug-82
Sheri-Ann BROOKS,1499.2233484491471,3,2012,JAM,11-Feb-83
Nivea SMITH,1499.2205051054862,3,2013,BAH,18-Feb-90
Stephanie DURST,1499.1677939610981,1,2011,USA,6-Jan-82
Phumlile Sibonakele NDZINISA,1499.1457267974683,1,2011,SWZ,21-Aug-92
Natalya RUSAKOVA,1499.1445869776699,1,2012,RUS,12-Dec-79
Fanette HUMAIR,1499.0956677553,1,2013,SUI,8-Oct-91
Maryam TOOSI,1499.0912523221082,1,2011,IRI,5-Dec-88
Mary WINEBERG,1499.075203643264,1,2012,USA,3-Jan-80
Yuliya GUSHCHINA,1499.0575575799285,2,2011,RUS,4-Mar-83
Rosângela SANTOS,1499.034086258018,4,2016,BRA,20-Dec-90
Lisa MAYER,1498.9501833107693,2,2016,GER,2-May-96
Aleksandra FEDORIVA-SPAYER,1498.8824595259227,9,2012,RUS,13-Sep-88
Gloria ASUMNU,1498.8692418995079,1,2012,NGR,22-May-85
Erika Belinda CHÁVEZ,1498.800822695508,1,2012,ECU,4-Jun-90
Sarah ATCHO,1498.7118424406885,1,2013,SUI,1-Jun-95
Tessa VAN SCHAGEN,1498.6647884781805,1,2016,NED,2-Feb-94
Mary Jane VINCENT,1498.6625709144346,1,2011,MRI,25-Jan-88
Marie DUVIGNEAU,1498.6623184109499,1,2016,FRA,10-Apr-99
Hanne CLAES,1498.6523977382958,1,2012,BEL,4-Aug-91
Shan JIANG,1498.6377623271264,1,2012,CHN,4-Feb-91
Fanny SHONOBI,1498.63726927696,1,2011,GAM,4-Aug-87
Folake AKINYEMI,1498.5929572093373,1,2012,NOR,31-Mar-90
Aliann Tabitha POMPEY,1498.5527565634045,1,2012,GUY,9-Mar-78
Patricia HALL,1498.5498682181176,4,2013,JAM,16-Oct-82
Vida ANIM,1498.4743182960228,1,2012,GHA,7-Dec-83
Kamaria BROWN,1498.4667003411428,1,2015,USA,21-Dec-92
Kirsten NIEUWENDAM,1498.4236849978975,1,2012,SUR,26-Aug-91
Khamica BINGHAM,1498.3066734794509,2,2015,CAN,15-Jun-94
Klára SEIDLOVÁ,1498.2890467345574,1,2013,CZE,10-Mar-94
Andreea OGRĂZEANU,1498.271291023439,2,2013,ROU,24-Mar-90
