Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Omar MCLEOD,1639.1692379397255,18,2017,JAM,25-Apr-94
Sergey SHUBENKOV,1595.035111762958,42,2017,RUS,4-Oct-90
Aries MERRITT,1582.894461010359,53,2017,USA,24-Jul-85
Orlando ORTEGA,1578.6119984597024,37,2017,CUB,29-Jul-91
Ronald LEVY,1538.2873784654212,4,2017,JAM,30-Oct-92
Pascal MARTINOT-LAGARDE,1533.054693426066,30,2016,FRA,22-Sep-91
Hansle PARCHMENT,1528.7768438600297,22,2017,JAM,17-Jun-90
Devon ALLEN,1528.2516940327707,11,2017,USA,12-Dec-94
Balázs BAJI,1528.2188974735,22,2017,HUN,9-Jun-89
Dimitri BASCOU,1524.6282724295202,26,2017,FRA,20-Jul-87
Ronnie ASH,1520.2886491547351,11,2016,USA,2-Jul-88
Shane BRATHWAITE,1519.6337680146594,13,2017,BAR,8-Feb-90
Garfield DARIEN,1514.5398152608323,24,2017,FRA,22-Dec-87
Andrew POZZI,1509.0464143891695,12,2017,GBR,15-May-92
David OLIVER,1507.5770571707262,59,2017,USA,24-Apr-82
Xiang LIU,1507.087590043575,9,2012,CHN,13-Jul-83
Milan TRAJKOVIC,1505.923904640997,12,2017,CYP,17-Mar-92
Thomas DELMESTRE,1504.5715519448768,2,2015,FRA,31-Mar-91
Gregor TRABER,1504.2885784800974,7,2017,GER,2-Dec-92
Wenjun XIE,1504.2721335906253,20,2017,CHN,11-Jul-90
Dayron ROBLES,1503.3611443329246,14,2014,CUB,19-Nov-86
Ryan BRATHWAITE,1503.0742745655343,18,2014,BAR,6-Jun-88
Jason RICHARDSON,1502.5149271793457,50,2016,USA,4-Apr-86
Artur NOGA,1502.1403547426144,13,2015,POL,2-May-88
William SHARMAN,1501.434509302928,22,2014,GBR,12-Sep-84
Andrew TURNER,1500.7542608769168,21,2012,GBR,19-Sep-80
Djaly KINA SIELELE,1500.73704863907,1,2015,FRA,29-Jun-93
Adrien DEGHELT,1500.5432404415449,2,2012,BEL,10-May-85
Guillaume WOLFF,1500.0616771242908,1,2013,FRA,4-Mar-89
Dexter FAULK,1500.0564990070563,2,2012,USA,14-Apr-84
Allen JOHNSON,1499.8854957559656,1,2010,USA,1-Mar-71
Christopher BAILLIE,1499.8535715627174,1,2010,GBR,21-Apr-81
Richard PHILLIPS,1499.810302173053,3,2012,JAM,26-Jan-83
Damien BROOTHAERTS,1499.780950558647,1,2010,BEL,13-Mar-83
Yin JING,1499.7800586000512,1,2010,CHN,23-May-88
Mike VAN KRUCHTEN,1499.6895217704814,1,2010,NED,7-Apr-87
Dayron CAPETILLO,1499.6857945003294,1,2010,CUB,11-Sep-87
Wei JI,1499.6833225852347,1,2010,CHN,5-Feb-84
Helge SCHWARZER,1499.6672228834382,1,2010,GER,26-Nov-85
Richard DIAWARA,1499.635406228947,1,2015,FRA,21-Apr-95
Maksim LYNSHA,1499.63088637695,2,2012,BLR,6-Apr-85
John YARBROUGH,1499.6027067507225,2,2010,USA,16-Aug-85
Willi MATHISZIK,1499.5330818135635,2,2011,GER,17-Jun-84
Tasuku TANONAKA,1499.5139234299381,1,2011,JPN,23-Sep-78
Terrence TRAMMELL,1499.5130519260829,1,2011,USA,23-Nov-78
Paulo César VILLAR,1499.50163034756,4,2012,COL,28-Jul-78
Barrett NUGENT,1499.463001125999,2,2013,USA,29-Jan-90
Selim NURUDEEN,1499.4581820589674,3,2013,NGR,1-Feb-83
Dominik BOCHENEK,1499.4289212632657,1,2011,POL,14-May-87
Alex AL AMEEN,1499.3819501234998,1,2012,GBR,2-Mar-89
Joao ALMEIDA,1499.3664257074574,1,2012,POR,5-Apr-88
David PAYNE,1499.2804355713783,6,2013,USA,24-Jul-82
Dániel KISS,1499.25560364368,2,2012,HUN,12-Feb-82
