Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Elijah Motonei MANANGOI,1640.6461374225908,18,2017,KEN,5-Jan-93
Timothy CHERUIYOT,1607.4563818675078,12,2017,KEN,20-Nov-95
Asbel KIPROP,1547.7814706913632,46,2017,KEN,30-Jun-89
Taoufik MAKHLOUFI,1547.0275871919807,22,2016,ALG,29-Apr-88
Silas KIPLAGAT,1545.2676009288975,42,2017,KEN,20-Aug-89
Aman WOTE,1532.7790510276945,20,2017,ETH,18-Apr-84
Nick WILLIS,1528.1644815485336,27,2017,NZL,25-Apr-83
Filip INGEBRIGTSEN,1526.4501289956515,10,2017,NOR,20-Apr-93
Brahim AKACHAB,1524.993494612391,1,2017,MAR,9-Mar-93
Ronald KWEMOI,1523.796501068234,11,2017,KEN,19-Sep-95
Abdelaati IGUIDER,1523.496333682,38,2017,MAR,25-Mar-87
Matthew CENTROWITZ,1521.2292747782053,29,2017,USA,18-Oct-89
Jake WIGHTMAN,1516.0932228525576,6,2017,GBR,11-Jul-94
Sadik MIKHOU,1515.6555072376118,6,2017,BRN,25-Jul-90
Vincent KIBET,1514.978403404601,10,2017,KEN,6-May-91
Chris O'HARE,1514.388065369109,15,2017,GBR,23-Nov-90
Adel MECHAAL,1513.3481274072008,6,2017,ESP,5-Dec-90
Charles Cheboi SIMOTWO,1513.3106913233423,3,2017,KEN,6-May-95
Mahiedine MEKHISSI,1512.764393877126,4,2017,FRA,15-Mar-85
Marcin LEWANDOWSKI,1512.524416627754,7,2017,POL,13-Jun-87
Jakub HOLUŠA,1510.1341024985782,16,2017,CZE,20-Feb-88
Mohammed MOUSSAOUI,1509.7826757523835,1,2015,FRA,23-Dec-90
James Kiplagat MAGUT,1508.1352524819008,10,2016,KEN,20-Jul-90
Jordan WILLIAMSZ,1507.5247738774162,5,2017,AUS,21-Aug-92
Ayanleh SOULEIMAN,1506.2475799879126,20,2017,DJI,3-Dec-92
Mo FARAH,1504.7255427419077,3,2016,GBR,23-Mar-83
Nathan BRANNEN,1504.180924221957,10,2016,CAN,8-Sep-82
Mekonnen GEBREMEDHIN,1503.7001790301097,33,2016,ETH,11-Oct-88
Hicham BENGHERDA,1503.522384935065,1,2013,ALG,1-Apr-83
Thomas FONTENELLE,1503.46931718524,1,2015,FRA,12-Jan-87
John GREGOREK,1503.3949163440288,3,2017,USA,7-Dec-91
Robert BIWOTT,1503.3299095448563,9,2017,KEN,28-Jan-96
Johan CRONJE,1501.8877568973403,11,2015,RSA,13-Apr-82
Amine LAALOU,1501.68268010147,5,2011,MAR,13-May-82
Caleb Mwangangi NDIKU,1501.4602670343984,7,2015,KEN,9-Oct-92
Fouad EL KAAM,1501.3888677630036,12,2017,MAR,27-May-88
Cyril VINCENT-VIRY,1501.381010571616,1,2015,FRA,28-Oct-89
Manuel OLMEDO,1501.3776703923818,5,2011,ESP,17-May-83
Nicholas Kiptanui KEMBOI,1501.303536799588,6,2012,KEN,18-Dec-89
Tarik THABET,1501.2493232417542,1,2013,FRA,20-Feb-80
Hillary Kipkorir MAIYO,1500.6002089306994,1,2011,KEN,2-Oct-93
Nixon Kiplimo CHEPSEBA,1500.5024083682347,24,2015,KEN,12-Dec-90
Taoufick MANAR,1500.4971182823854,1,2013,FRA,10-Sep-88
Sylvain QUIRION,1500.4019373877936,2,2015,FRA,8-Jun-88
