Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Stephanie GARCIA,1491.103412379888,6,2014,USA,3-May-88
Mei WANG,1490.5465271462033,1,2014,CHN,22-Dec-93
Gesa Felicitas KRAUSE,1490.525881792475,14,2014,GER,3-Aug-92
Natalya ARISTARKHOVA,1490.3036990682513,1,2013,RUS,31-Oct-89
Angela María FIGUEROA,1490.2644953533586,2,2012,COL,28-Jun-84
Gladys Jerotich KIPKEMOI,1490.2441163251005,9,2014,KEN,15-Oct-86
Sara HALL,1490.151539627856,4,2013,USA,15-Apr-83
Jamie CHEEVER,1490.042596470518,2,2014,USA,28-Feb-87
Fancy CHEROTICH,1489.7356709125695,7,2014,KEN,10-Aug-90
Maria Cristina MANCEBO,1489.339453527581,1,2014,DOM,29-Aug-91
Katarzyna KOWALSKA,1488.543767742874,12,2013,POL,7-Apr-85
Sandra ERIKSSON,1488.1666133645822,5,2014,FIN,4-Jun-89
Genevieve LACAZE,1487.9710117590193,2,2014,AUS,4-Aug-89
Sudha SINGH,1487.7640110003986,3,2013,IND,25-Jun-86
Rolanda BELL,1486.9666148817078,2,2014,PAN,27-Oct-87
Mekdes BEKELE,1486.9661780264414,7,2014,ETH,20-Jan-87
Nicole BUSH,1485.5936194000499,4,2013,USA,4-Apr-86
Charlotta FOUGBERG,1483.894826880774,3,2014,SWE,19-Jun-85
Beverly RAMOS,1483.8548186397181,9,2014,PUR,24-Aug-87
Birtukan ADAMU,1480.6913605847626,15,2014,ETH,29-Apr-92
Ashley HIGGINSON,1479.9683572856038,6,2014,USA,17-Mar-89
Eilish MCCOLGAN,1472.7504341244762,12,2014,GBR,25-Nov-90
