Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Zuzana HEJNOVÁ,1676.7421203308909,30,2013,CZE,19-Dec-86
Kaliese SPENCER,1567.201128211237,32,2013,JAM,6-May-87
Perri SHAKES-DRAYTON,1563.9626939656473,22,2013,GBR,21-Dec-88
Lashinda DEMUS,1554.9835367938526,21,2013,USA,10-Mar-83
Melaine WALKER,1527.0328308703542,17,2012,JAM,1-Mar-83
Dalilah MUHAMMAD,1526.6685556884706,8,2013,USA,7-Feb-90
Denisa ROSOLOVÁ,1525.0547635471341,10,2013,CZE,21-Aug-86
Eilidh DOYLE,1517.8285780048593,14,2013,GBR,20-Feb-87
Natalya ANTYUKH,1513.6225285075357,22,2013,RUS,26-Jun-81
T'erea BROWN,1511.0986045199325,10,2013,USA,24-Oct-89
Anna RYZHYKOVA,1510.3792520189,14,2013,UKR,24-Nov-89
Anastasiya RABCHENYUK,1504.6598123742565,5,2011,UKR,14-Sep-83
Kori CARTER,1503.0823839372374,1,2013,USA,3-Jun-92
Georganne MOLINE,1502.2620247436316,8,2013,USA,6-Mar-90
Yelena CHURAKOVA,1500.402281595601,6,2012,RUS,16-Dec-86
Elodie OUÉDRAOGO,1499.6070670313602,6,2012,BEL,27-Feb-81
Hanna TITIMETS,1499.09663099021,2,2011,UKR,5-Mar-89
Nagihan KARADERE,1499.035521603367,1,2011,TUR,1-Jan-84
Anastasiya OTT,1498.9434065013984,1,2013,RUS,7-Sep-88
Yadisleidis PEDROSO,1498.6962562813778,3,2013,ITA,28-Jan-87
Vanya STAMBOLOVA,1498.507162095605,6,2013,BUL,28-Nov-83
Xiaoxiao HUANG,1498.4279053929545,1,2012,CHN,3-Mar-83
Fawn DORR,1498.347456114503,1,2010,USA,19-Apr-87
Angela MOROŞANU,1498.1377665738346,8,2013,ROU,26-Jul-86
Qi YANG,1497.9107715180676,1,2011,CHN,13-Apr-91
Eglė STAISIUNAITĖ,1497.8791354508492,1,2012,LTU,30-Sep-88
Jennifer ROCKWELL-GROSSARTH,1497.790746301584,1,2013,ITA,18-May-83
Meghan BEESLEY,1497.7819713621907,5,2013,GBR,15-Nov-89
