Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dawn HARPER-NELSON,1608.8397413996568,36,2015,USA,13-May-84
Danielle WILLIAMS,1580.1840809089895,6,2015,JAM,14-Sep-92
Sharika NELVIS,1563.477915583947,9,2015,USA,10-May-90
Jasmin STOWERS,1563.095562309807,7,2015,USA,23-Sep-91
Brianna MCNEAL,1555.827050674066,13,2015,USA,18-Aug-91
Sally PEARSON,1535.5809225980554,36,2015,AUS,19-Sep-86
Queen HARRISON,1528.636267280638,25,2015,USA,10-Sep-88
Tiffany PORTER,1528.1645333711158,50,2015,USA,13-Nov-87
Cindy ROLEDER,1527.5208107844792,11,2015,GER,21-Aug-89
Noemi ZBÄREN,1527.3980580208442,9,2015,SUI,12-Mar-94
Sandra GOMIS,1520.6264226124604,5,2015,FRA,21-Nov-83
Kellie WELLS,1519.7857369948647,29,2013,USA,16-Jul-82
Lolo JONES,1512.4529436921512,24,2015,USA,5-Aug-82
Shermaine WILLIAMS,1512.1317240305048,10,2015,JAM,4-Feb-90
Kendra HARRISON,1508.0832909105889,2,2015,USA,18-Sep-92
Mathilde RAIBAUT,1507.3133263377795,1,2015,FRA,18-Apr-92
Alina TALAY,1507.0440439292774,18,2015,BLR,14-May-89
Eefje BOONS,1507.0175702087297,1,2015,NED,18-Jul-94
Danielle CARRUTHERS,1506.6958066132772,28,2012,USA,22-Dec-79
Virginia CRAWFORD,1506.3652079135345,21,2013,USA,7-Sep-83
Anne ZAGRE,1505.4512885173876,10,2015,BEL,13-Mar-90
Angela WHYTE,1504.323858323292,4,2014,CAN,22-May-80
Nadine VISSER,1503.8090514304854,2,2015,NED,9-Feb-95
Franziska HOFMANN,1503.6162273471132,1,2014,GER,27-Mar-94
Tatyana DEMENTYEVA,1503.6019232188964,8,2013,RUS,8-May-81
Priscilla SCHLIEP,1502.761698077292,18,2012,CAN,26-Aug-82
Nina MOROZOVA,1502.4767848984457,2,2015,RUS,3-Apr-89
Sara AERTS,1502.4420623551887,1,2013,BEL,25-Jan-84
Abigail LEWIS,1501.772854666212,1,2015,JAM,7-May-93
Gnima FAYE,1501.7007798987356,2,2013,SEN,17-Nov-84
Linda ZÜBLIN,1501.6588357315009,2,2015,SUI,21-Mar-86
Brigitte Ann FOSTER-HYLTON,1501.4239754686273,8,2012,JAM,7-Nov-74
Yuliya KONDAKOVA,1501.3937476430442,6,2013,RUS,4-Dec-81
Christina VUKICEVIC,1501.3583537697955,12,2012,NOR,18-Jun-87
Christina MANNING,1500.9490239041202,2,2012,USA,29-May-90
Lisa URECH,1500.475076677058,7,2012,SUI,27-Jul-89
Michelle PERRY,1500.1312884066583,1,2012,USA,1-May-79
Indira SPENCE,1500.0169618842629,2,2011,JAM,8-Sep-86
Derval O'ROURKE,1499.9310586965908,7,2012,IRL,28-May-81
Nichole DENBY,1499.6770112821534,5,2011,USA,10-Oct-82
Nataliya IVONINSKAYA,1499.6235456379136,2,2011,KAZ,22-Feb-85
Aleksandra ANTONOVA,1499.6126385335865,2,2011,RUS,24-Mar-80
Candice PRICE,1499.5811582630195,1,2011,USA,26-Oct-85
Susanna KALLUR,1499.5550355205496,1,2010,SWE,16-Feb-81
Kierre BECKLES,1499.5266256645755,4,2015,BAR,21-May-90
Jana SOTÁKOVÁ,1499.4911666495589,1,2013,CZE,25-Apr-93
Vonette DIXON,1499.4181858233012,9,2011,JAM,26-Nov-75
Marie HAGLE,1499.406734601851,2,2011,NOR,17-Feb-87
Perdita FELICIEN,1499.39349884054,16,2012,CAN,29-Aug-80
Louise WOOD,1499.2680057688758,1,2011,GBR,13-May-83
Elisabeth DAVIN,1499.2057775398348,1,2010,BEL,3-Jun-81
Yawei SUN,1499.1629828203745,3,2012,CHN,17-Oct-87
Anay TEJEDA,1499.111916598225,1,2010,CUB,3-Apr-83
Celriece LAW,1498.9951145219738,1,2011,USA,2-Sep-86
Alice DECAUX,1498.9723592244386,1,2012,FRA,10-Apr-85
Ashley HELSBY,1498.9591121053509,1,2011,GBR,1-Jul-90
Carolin DIETRICH,1498.9228995807648,5,2012,GER,26-Feb-85
Latoya GREAVES,1498.899282772131,1,2012,JAM,31-May-86
Eline BERINGS,1498.8521523236054,4,2012,BEL,28-May-86
Audrey CIREDEM,1498.8343619027937,1,2015,FRA,30-Apr-95
Eveline REBSAMEN,1498.804041933678,1,2013,SUI,8-Apr-94
Loreal SMITH,1498.775504018824,3,2012,USA,12-Oct-85
Nevin YANIT,1498.6878436378965,3,2011,TUR,16-Feb-86
Yevheniya SNIHUR,1498.627694879488,5,2011,UKR,7-Mar-84
Tale ØRVING,1498.550796805741,2,2011,NOR,17-Mar-89
Aisseta DIAWARA,1498.5252463863217,1,2012,FRA,29-Jun-89
Rosvitha Bodjiho OKOU,1498.504192025322,2,2013,CIV,5-Sep-86
Stephanie GAYNOR,1498.489049411443,1,2011,GBR,27-Sep-90
Lauren SMITH,1498.4741570256801,1,2011,USA,27-Aug-81
Lene MYRMEL,1498.4460611164545,1,2011,NOR,18-May-85
Sonata TAMOSAITYTÉ,1498.44487303095,2,2012,LTU,21-Apr-87
Dedeh ERAWATI,1498.3930371356437,1,2011,INA,25-May-79
Gemma BENNETT,1498.3870630286833,4,2011,GBR,4-Jan-84
Andrea MILLER,1498.3609190852653,1,2012,NZL,13-Mar-82
Suzanne WILLIAMS,1498.2508017904056,1,2013,NED,7-Oct-93
Kine AALTVEDT,1498.215652466435,2,2011,NOR,30-Aug-91
Ricarda LOBE,1498.1594675676824,1,2015,GER,13-Apr-94
Clélia RARD-REUSE,1498.1098032286768,2,2015,SUI,1-Aug-88
Tine Teigene DALEN,1498.0145523674846,3,2011,NOR,2-Nov-90
Yekaterina GALITSKAYA,1498.0069618206858,3,2015,RUS,24-Feb-87
Lina Marcela FLORES,1497.9832802419155,5,2013,COL,1-Nov-84
Phylicia GEORGE,1497.9512605478353,18,2015,CAN,16-Nov-87
Karolina KOŁECZEK,1497.8970546381588,2,2015,POL,15-Jan-93
Kristi CASTLIN,1497.8968922181373,18,2015,USA,7-Jul-88
Béatrice KAMBOULÉ,1497.892439133133,1,2011,BUR,25-Feb-80
Ivanique KEMP,1497.851297741413,2,2012,BAH,11-Jun-91
Jessica ZELINKA,1497.8166886306276,6,2013,CAN,3-Sep-81
Pak Yan POON,1497.8141693282882,1,2011,HKG,2-Jan-90
Heloise KANE,1497.72085562371,1,2013,FRA,25-Dec-95
Caroline LUNDAHL,1497.6859105607455,1,2012,SWE,16-Oct-91
Latisha HOLDEN,1497.587244340189,1,2013,USA,29-Aug-89
Rosina HODDE,1497.535157150503,1,2014,NED,10-Feb-83
Assa-deborah DIAKITE,1497.4822776426915,1,2013,FRA,13-Jan-95
Micol CATTANEO,1497.4297687050357,1,2013,ITA,14-May-82
Marina TOMIČ,1497.3930338104542,3,2013,SLO,30-Apr-83
Isabelle PEDERSEN,1497.3832831803006,8,2015,NOR,27-Jan-92
Sarah MISSINNE,1497.3627720230306,1,2014,BEL,16-May-95
Seun ADIGUN,1497.3442320140043,3,2012,NGR,3-Jan-87
Caridad JEREZ,1497.3066386556789,1,2015,ESP,23-Jan-91
Anastasiya VINOGRADOVA,1497.267776575194,1,2012,KAZ,13-Sep-86
Odile AHOUANWANOU,1497.213259901041,1,2012,BEN,5-Jan-91
Andrea BLISS,1497.08688639691,3,2013,JAM,5-Oct-80
Vashti THOMAS,1497.0819653672452,1,2013,USA,21-Apr-90
Sharona BAKKER,1496.9671918641839,1,2014,NED,12-Apr-90
Louise HAZEL,1496.9137165430116,4,2011,GBR,6-Oct-85
Adja Arete NDIAYE,1496.8689794913412,1,2015,SEN,26-Feb-84
Janay DELOACH,1496.8682191385515,1,2015,USA,12-Oct-85
Angelita BROADBELT-BLAKE,1496.7230785119539,3,2011,GBR,12-Sep-85
Nikkita HOLDER,1496.4732643597497,13,2015,CAN,7-May-87
Serita SOLOMON,1496.346726143449,1,2015,GBR,1-Mar-90
Marthe KOALA,1496.1753490981823,1,2012,BUR,8-Mar-94
Anastasiya SOPRUNOVA,1496.1058235786563,3,2013,KAZ,14-Jan-86
Silvia PANGUANE,1496.0849401575115,1,2012,MOZ,16-Feb-93
Martina BIBIANA OLAMA,1496.0290272330676,1,2012,GEQ,2-Dec-82
Lucie KOUDELOVÁ,1495.9361496890142,2,2014,CZE,6-Jul-94
Fatoumata DIABATE,1495.8432875738235,1,2013,FRA,31-Jan-93
Ayako KIMURA,1495.7901402404923,1,2012,JPN,11-Jun-88
Lecabela QUARESMA,1495.713883684824,1,2012,STP,26-Dec-89
Hyelim JUNG,1495.4178002014294,2,2012,KOR,1-Jun-87
Lucie ŠKROBÁKOVÁ,1495.4160888174686,6,2013,CZE,4-Jan-82
Dipna Lim PRASAD,1495.358998439112,2,2012,SGP,7-Jun-91
Elodie PICAUT RECHAL,1495.3006302724193,1,2015,FRA,11-Oct-87
Ellen SPRUNGER,1495.204861713178,1,2014,SUI,5-Aug-86
Delloreen ENNIS,1494.9535139801192,9,2011,JAM,5-Mar-75
Christelle VERTUEUX,1494.9048714580267,2,2013,FRA,17-Aug-94
Marzia CARAVELLI,1494.6353629913267,6,2013,ITA,23-Oct-81
