Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Morgan UCENY,1581.472500555943,13,2011,USA,10-Mar-85
Jenny SIMPSON,1554.9476514368976,6,2011,USA,23-Aug-86
Maryam Yusuf JAMAL,1543.516874253784,13,2011,BRN,16-Sep-84
Nancy Jebet LANGAT,1535.0115227479673,10,2011,KEN,22-Aug-81
Gelete BURKA,1529.7967038940672,10,2011,ETH,23-Jan-86
Kenia SINCLAIR,1528.8956654165186,1,2011,JAM,14-Jul-80
Hannah ENGLAND,1528.4433761549712,8,2011,GBR,6-Mar-87
Anna MISHCHENKO,1526.290166687534,7,2011,UKR,25-Aug-83
Ibtissam LAKHOUAD,1522.2959739821076,9,2011,MAR,7-Dec-80
Kalkidan GEZAHEGNE,1519.6351500787314,8,2011,ETH,8-May-91
Natalia RODRÍGUEZ,1516.2912973400094,4,2011,ESP,2-Jun-79
Mariem ALAOUI SELSOULI,1516.2404316268266,1,2011,MAR,8-Apr-84
Lisa DOBRISKEY,1513.3844992610152,10,2011,GBR,23-Dec-83
Tuǧba KOYUNCU,1510.2598983543999,3,2011,TUR,16-Feb-91
Nuria FERNÁNDEZ,1509.0899914319987,3,2011,ESP,16-Aug-76
Meseret DEFAR,1507.6194771569299,1,2010,ETH,19-Nov-83
Hellen OBIRI,1503.7615994313765,4,2011,KEN,13-Dec-89
Irene JELAGAT,1503.2674976171622,5,2011,KEN,10-Dec-88
Hind DEHIBA CHAHYD,1502.2996501836087,4,2011,FRA,17-Mar-79
Helen CLITHEROE,1501.5209600971814,2,2011,GBR,2-Jan-74
Ann Karindi MWANGI,1498.5225275296707,1,2010,KEN,8-Dec-88
Laura WEIGHTMAN,1498.3396799849202,1,2010,GBR,1-Jul-91
Gabriele GRUNEWALD,1498.2514624838536,1,2011,USA,25-Jun-86
Genzeb SHUMI,1497.4499818029124,1,2011,BRN,29-Jan-91
Meskerem ASSEFA,1497.3846858202073,4,2011,ETH,3-Oct-91
Susan KRUMINS,1496.8390546169294,1,2010,NED,8-Jul-86
René KALMER,1496.7516247205826,1,2010,RSA,3-Nov-80
Erin DONOHUE,1496.4078033953065,3,2011,USA,8-May-83
Janeth JEPKOSGEI,1496.3569466465146,4,2011,KEN,13-Dec-83
Brianna FELNAGLE,1496.255588484416,1,2011,USA,9-Dec-86
Shalane FLANAGAN,1495.6935086540693,2,2011,USA,8-Jul-81
Sally KIPYEGO,1495.4422682899385,1,2011,KEN,19-Dec-85
Isabel MACÍAS,1495.2011615384508,1,2011,ESP,11-Aug-84
Morag MACLARTY,1495.1519239281292,1,2010,GBR,10-Feb-86
Molly HUDDLE,1494.5797554939295,1,2011,USA,31-Aug-84
Lindsey GALLO,1494.1027647714454,1,2010,USA,29-Nov-81
Abeba AREGAWI,1494.0946056662362,3,2011,ETH,5-Jul-90
Siham HILALI,1494.0591061115178,9,2011,MAR,2-May-86
Charlotte BROWNING,1493.951367087666,1,2010,GBR,8-Oct-87
Stephanie TWELL,1493.884621585852,6,2010,GBR,17-Aug-89
Charlotte SCHÖNBECK,1493.8290594554596,1,2010,SWE,22-Dec-84
Fanjanteino FELIX,1493.7917716904153,2,2011,FRA,26-Jan-80
Yelena SOBOLEVA,1493.7578649286447,1,2011,RUS,3-Oct-82
Lidia CHOJECKA,1493.5842155051348,1,2011,POL,25-Jan-77
Eunice Jepkoech SUM,1493.5028376220473,1,2011,KEN,10-Apr-88
Heidi DAHL,1493.4999017711148,1,2010,USA,15-Feb-86
Sarah BROWN,1492.614116748738,2,2010,USA,15-Oct-86
Katie MACKEY,1492.4639205138885,1,2011,USA,12-Nov-87
Malindi ELMORE,1492.2850594090874,2,2011,CAN,13-Mar-80
Stevie STOCKTON,1491.8947643849506,1,2011,GBR,23-Aug-89
Genzebe DIBABA,1491.2586709885804,3,2011,ETH,8-Feb-91
Anna WILLARD,1491.2267726612126,4,2011,USA,31-Mar-84
Stacey SMITH,1490.831306994393,3,2011,GBR,24-Feb-90
Almenesh BELETE,1490.7027960177184,1,2011,ETH,26-Jul-89
Tizita BOGALE,1490.01321724011,2,2011,ETH,13-Jul-93
Caster SEMENYA,1489.9228476852331,1,2011,RSA,7-Jan-91
Marina MUNĆAN,1489.828017025003,1,2011,SRB,6-Nov-82
Thandiwe NYATHI,1489.7606868807918,1,2011,ZIM,26-May-92
Betlhem DESALEGN,1489.5835141427674,1,2011,UAE,13-Nov-91
Abbey MCGHEE,1488.9450572823418,1,2011,GBR,2-Mar-90
Viola Jelagat KIBIWOT,1488.9432995824516,9,2011,KEN,22-Dec-83
Kaila MCKNIGHT,1488.3035592465976,3,2011,AUS,5-May-86
Mimi BELETE,1488.1753193820596,11,2011,BRN,9-Jun-88
Zoe BUCKMAN,1487.3795289208344,2,2011,AUS,21-Dec-88
Hilary STELLINGWERFF,1486.092228901461,3,2010,CAN,7-Aug-81
Sara HALL,1485.8346246807891,2,2011,USA,15-Apr-83
Gladis Nataly LANDAVERDE,1484.9795683891307,1,2011,ESA,1-Mar-90
Malika AKKAOUI,1484.9734485713393,2,2011,MAR,25-Dec-87
Christin WURTH-THOMAS,1484.8267652356428,9,2011,USA,11-Jul-80
Nikki HAMBLIN,1484.651557510212,2,2011,NZL,20-May-88
Treniere MOSER,1483.021398171547,7,2011,USA,27-Oct-81
Renata PLIŚ,1482.8195453858139,5,2011,POL,5-Feb-85
Ingvill MÅKESTAD BOVIM,1482.4118398321416,12,2011,NOR,7-Aug-81
Shannon ROWBURY,1481.5295909207662,10,2011,USA,19-Sep-84
