Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Michael TINSLEY,1607.0697640936055,29,2014,USA,21-Apr-84
Javier CULSON,1580.4076347022906,37,2014,PUR,25-Jul-84
Cornel FREDERICKS,1545.2448572699714,19,2014,RSA,3-Mar-90
Jehue GORDON,1532.681488983524,32,2014,TTO,15-Dec-91
Angelo TAYLOR,1524.1931101333987,17,2012,USA,29-Dec-78
Omar CISNEROS,1522.9544625747446,15,2013,CUB,19-Nov-89
Emir BEKRIĆ,1518.858496372596,7,2013,SRB,14-Mar-91
Mamadou Kasse HANN,1515.158337115617,12,2014,SEN,10-Oct-86
David GREENE,1514.7227602466137,23,2013,GBR,11-Apr-86
Varg KÖNIGSMARK,1514.0014285714285,1,2013,GER,28-Apr-92
Bershawn JACKSON,1506.0269951265925,23,2014,USA,8-May-83
Annsert WHYTE,1505.2630234668022,2,2013,JAM,4-Oct-87
Brent LARUE,1504.376805901175,2,2012,SLO,26-Apr-87
Félix SÁNCHEZ,1503.3356391286006,31,2014,DOM,30-Aug-77
Johnny DUTCH,1502.233378260502,11,2014,USA,20-Jan-89
Brendan COLE,1501.5183797396749,2,2012,AUS,29-May-81
Stanislav MELNYIKOV,1500.6701938737015,4,2012,UKR,26-Feb-87
Silvio SCHIRRMEISTER,1500.6361882040007,1,2012,GER,7-Dec-88
Øyvind Strømmen KJERPESET,1500.6003522007004,1,2013,NOR,12-Dec-91
Kariem HUSSEIN,1500.3285055997596,3,2014,SUI,4-Jan-89
Tetsuya TATENO,1499.972175287986,1,2012,JPN,5-Aug-91
Leford GREEN,1499.618073344643,13,2014,JAM,14-Nov-86
Sébastien MAILLARD,1499.0368032588306,1,2010,FRA,2-May-81
LaRon BENNETT,1498.946742045494,1,2011,USA,25-Nov-82
Jeshua ANDERSON,1498.94421106078,4,2013,USA,22-Jun-89
Jack GREEN,1498.936878210865,7,2012,GBR,6-Oct-91
Nathan WOODWARD,1498.9147650150958,3,2012,GBR,17-Oct-89
Michal BROŽ,1498.798120237172,1,2013,CZE,16-Jun-92
Kenneth MEDWOOD,1498.7601413495004,3,2012,BIZ,14-Dec-87
Nils DUERINCK,1498.649590150238,1,2010,BEL,20-Mar-84
Andreas TOTSÅS,1498.5633023918872,1,2010,NOR,1-Jul-81
Bandar Yahya AL SHARAKILI,1498.5626007892654,1,2010,KSA,6-Mar-87
Aleksandr DEREVYAGIN,1498.3507084995222,5,2012,RUS,24-Mar-79
Periklis IAKOVAKIS,1498.3067506636103,1,2012,GRE,24-Mar-79
Amaurys VALLE,1498.1911352076813,2,2012,CUB,18-Jan-90
Amaechi MORTON,1498.1499005349342,1,2012,NGR,30-Oct-89
Vyacheslav SAKAYEV,1498.1336951183553,1,2012,RUS,12-Jan-88
Yasuhiro FUEKI,1497.6184886928368,1,2013,JPN,20-Dec-85
Denis KUDRYAVTSEV,1497.5720615038254,1,2013,RUS,13-Apr-92
Adrien CLEMENCEAU,1497.5470638392198,1,2012,FRA,25-May-88
Jesper ARTS,1497.5457766625018,1,2013,NED,2-Apr-92
Richard DAVENPORT,1497.4681763506333,1,2011,GBR,12-Sep-85
José Reynaldo BENCOSME DE LEON,1497.2326066456894,3,2012,ITA,16-May-92
Kerron CLEMENT,1497.192125533502,16,2013,USA,31-Oct-85
Takayuki KISHIMOTO,1497.1145214101248,3,2013,JPN,6-May-90
Seung-yun LEE,1496.9588694139934,1,2011,KOR,28-Feb-89
Timofey CHALYY,1496.8773722719093,2,2013,RUS,7-Apr-94
Bonface MUCHERU,1496.6838475990469,1,2012,KEN,2-May-92
Jean Antonio VIEILLESSE,1496.5899797720335,1,2011,MRI,24-Jan-86
Jamele MASON,1496.5615313015387,2,2012,PUR,19-Oct-89
Justin GAYMON,1496.5358801665798,18,2013,USA,13-Dec-86
Andreas RITZ,1496.4680330979143,1,2013,SUI,3-Aug-89
Josef ROBERTSON,1496.1603401271377,3,2012,JAM,14-May-87
Ashton EATON,1496.1187804002861,1,2014,USA,21-Jan-88
Chieh CHEN,1495.8480609305168,1,2012,TPE,8-May-92
Josef PROROK,1495.8212544812175,1,2012,CZE,16-Nov-87
Artem DYATLOV,1495.5773661701305,1,2012,UZB,22-May-89
Leonardo CAPOTOSTI,1495.4905132069998,1,2013,ITA,24-Jul-88
Héni KECHI,1495.3812507503908,2,2012,FRA,31-Aug-80
Stephane YATO,1495.2858924908078,1,2013,FRA,11-Sep-92
Richard YATES,1495.1463207411452,3,2012,GBR,26-Jan-86
Michael BULTHEEL,1495.1329821055415,5,2012,BEL,30-Jun-86
Yuta IMAZEKI,1495.1017226273266,2,2012,JPN,6-Nov-87
Jorge PAULA,1494.525937416679,2,2012,POR,8-Oct-84
Stef VANHAEREN,1494.376519275956,1,2013,BEL,15-Jan-92
Vincent Kiplangat KOSGEI,1494.350119731196,3,2012,KEN,11-Nov-85
Miloud RAHMANI,1494.2064947630033,1,2013,ALG,30-Oct-83
Mowen BOINO,1494.2015334193438,1,2013,PNG,16-Dec-79
Viktor LEPTIKOV,1493.9688880582662,1,2012,KAZ,2-Jul-87
Winder Bolivar CUEVAS,1493.8515216477763,1,2012,DOM,1-Aug-88
Niall FLANNERY,1493.7191225777005,1,2014,GBR,26-Apr-91
Jonathan PUEMI,1493.3453740243765,1,2013,SUI,7-Apr-91
Jeffery GIBSON,1493.3320909411932,3,2014,BAH,15-Aug-90
LJ VAN ZYL,1493.1390880904526,20,2014,RSA,20-Jul-85
Yoann DECIMUS,1493.0579334647564,1,2013,FRA,30-Nov-87
Kurt Leone COUTO,1492.582406935199,5,2012,MOZ,14-May-85
Eric ALEJANDRO,1492.0211382899256,4,2013,PUR,15-Apr-86
Sebastian RODGER,1491.2520145806736,3,2013,GBR,29-Jun-91
Eric CRAY,1490.9570539305525,1,2013,PHI,6-Nov-88
Zhilong LI,1490.8440601575892,3,2012,CHN,9-Mar-88
Pieter BENEKE,1490.5697233856158,1,2013,RSA,18-Jul-90
Isa PHILLIPS,1490.3833883454877,12,2013,JAM,22-Apr-84
Petter OLSON,1490.349325780142,1,2014,SWE,14-Feb-91
Rasmus MÄGI,1490.1818119875234,5,2014,EST,4-May-92
Takatoshi ABE,1489.8647851718022,2,2013,JPN,12-Nov-91
Rhys WILLIAMS,1489.272573350938,13,2014,GBR,27-Feb-84
Mickael FRANCOIS,1488.6682122916454,3,2013,FRA,12-Mar-88
Andrés Byron SILVA,1487.9970938068327,4,2013,URU,27-Mar-86
Wen CHENG,1487.0664957213876,4,2014,CHN,6-Apr-89
Tristan THOMAS,1486.3867598084676,5,2013,AUS,23-May-86
Maoulida DAROUECHE,1485.4565482530404,2,2013,COM,7-Feb-90
Roxroy CATO,1484.9649033690116,3,2014,JAM,1-May-88
Georg FLEISCHHAUER,1484.781555396817,8,2013,GER,21-Oct-88
Mahau SUGUIMATI,1484.177313002632,6,2014,BRA,13-Nov-84
