Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Eunice JEPKORIR,1497.7070917440942,2,2015,KEN,17-Feb-82
Cristina CASANDRA,1497.5775460118512,4,2012,ROU,1-Feb-77
Helen HOFSTEDE,1497.4016035185477,2,2013,NED,31-Dec-80
Geneviève LALONDE,1497.3739668190196,6,2016,CAN,5-Sep-91
Maruša MIŠMAŠ,1497.3671366346034,1,2015,SLO,24-Oct-94
Polina JELIZAROVA,1497.2508786628982,6,2013,LAT,1-May-89
Matylda KOWAL,1497.2114073637326,2,2016,POL,11-Jan-89
Korene HINDS,1497.1564463051122,6,2012,JAM,18-Jan-76
Ann GATHONI,1496.87136528029,1,2015,KEN,5-Mar-98
Leah O'CONNOR,1496.6365473220135,2,2016,USA,30-Aug-92
Mei WANG,1496.596749772633,1,2014,CHN,22-Dec-93
Angela María FIGUEROA,1496.495218327209,2,2012,COL,28-Jun-84
Sara HALL,1496.454554266028,4,2013,USA,15-Apr-83
Camilla RICHARDSSON,1496.3470825555846,1,2015,FIN,14-Sep-93
Lucie SEKANOVÁ,1496.2981146475813,1,2015,CZE,5-Aug-89
Natalya KOLOSKOVA,1496.2391882015452,2,2015,RUS,19-Jul-88
Maria Cristina MANCEBO,1496.1622032699293,1,2014,DOM,29-Aug-91
Rebeka STOWE,1496.016676346273,1,2015,USA,9-Mar-90
Purity KIRUI,1495.8714964467745,21,2016,KEN,13-Aug-91
Klara BODINSSON,1495.6767697187188,1,2015,SWE,11-Jun-90
Jessica KAMILOS,1495.6721114931936,1,2016,USA,3-Aug-93
Mekdes BEKELE,1495.3078240895188,7,2014,ETH,20-Jan-87
Weynshet ANSA,1494.998334465949,1,2016,ETH,9-Apr-96
Peruth CHEMUTAI,1494.8667433739724,2,2016,UGA,10-Jul-99
Muriel CONEO PAREDES,1494.3601139788752,1,2015,COL,15-Mar-87
Beverly RAMOS,1494.1877347102986,9,2014,PUR,24-Aug-87
Ashley HIGGINSON,1494.0322460954594,8,2016,USA,17-Mar-89
Joan CHEPKEMOI,1493.662623749751,2,2015,KEN,24-Nov-93
Sanaa KOUBAA-SCHRETZMAIR,1492.912989860148,2,2016,GER,6-Jan-85
Salima EL OUALI ALAMI,1492.8103604263094,15,2016,MAR,29-Dec-83
Özlem KAYA,1492.5667525635117,4,2016,TUR,20-Apr-90
Rosie CLARKE,1492.322573376498,1,2016,GBR,17-Nov-91
Ancuţa BOBOCEL,1492.264228137403,13,2016,ROU,3-Oct-87
Sudha SINGH,1492.2033063459203,5,2016,IND,25-Jun-86
Bridget FRANEK,1491.9360514804896,15,2015,USA,8-Nov-87
Xinyan ZHANG,1491.8937030623458,3,2016,CHN,9-Feb-94
Jamie CHEEVER,1491.7523586690536,3,2016,USA,28-Feb-87
Natalya ARISTARKHOVA,1491.3226758266205,2,2015,RUS,31-Oct-89
Lyudmila LEBEDEVA,1491.2506069359742,2,2015,RUS,23-May-90
Roseline CHEPNGETICH,1491.0755092907211,3,2016,KEN,17-Jun-97
Maria BERNARD-GALEA,1491.0524753246054,1,2016,CAN,6-Apr-93
Rosa FLANAGAN,1490.7520195518043,1,2015,NZL,28-Feb-96
Claire PERRAUX,1490.5618355182105,3,2016,FRA,6-Oct-87
Anna Emilie MØLLER,1490.4155972944172,1,2016,DEN,28-Jul-97
Silvia DANEKOVA,1490.2398523125953,4,2015,BUL,7-Feb-83
Eilish MCCOLGAN,1490.190156284811,12,2014,GBR,25-Nov-90
Ingeborg LØVNES,1490.1622653282848,1,2016,NOR,5-Sep-92
Katarzyna KOWALSKA,1490.1553062490125,13,2015,POL,7-Apr-85
Katie LANDWEHR,1490.1115104699174,1,2016,USA,23-Jan-93
Meryem AKDAĞ,1490.0642352725138,1,2016,TUR,5-Aug-92
Victoria MITCHELL,1489.138652840753,2,2016,AUS,25-Apr-82
Michelle FINN,1489.1020569116413,2,2016,IRL,16-Dec-89
Sviatlana KUDZELICH,1489.0945900302067,6,2016,BLR,7-May-87
Fancy CHEROTICH,1488.8306738380052,8,2016,KEN,10-Aug-90
Eliane SAHOLINIRINA,1488.6188622466545,1,2016,MAD,20-Mar-82
Maya REHBERG,1488.3052900657362,1,2016,GER,28-Apr-94
Birtukan ADAMU,1487.9494062704075,17,2016,ETH,29-Apr-92
Juliana Paula GOMEZ DOS SANTOS,1487.9100976830523,1,2016,BRA,12-Jul-83
Luiza GEGA,1487.8070453221553,1,2016,ALB,5-Nov-88
Fadwa SIDI MADANE,1487.668012520111,4,2016,MAR,20-Nov-94
Lidya CHEPKURUI,1487.5061113694424,29,2016,KEN,23-Aug-84
Nicole BUSH,1487.4259285200176,6,2016,USA,4-Apr-86
Tigest Getent MEKONEN,1486.9354082050706,7,2016,ETH,7-Jul-97
Belén CASETTA,1486.2169268104449,1,2016,ARG,26-Sep-94
Anastasiya PUZAKOVA,1486.0791133163748,1,2016,BLR,12-Dec-93
Tuğba GÜVENÇ,1485.9729773246654,2,2016,TUR,9-Jul-94
Ophélie CLAUDE-BOXBERGER,1485.824842320298,3,2016,FRA,18-Oct-88
Fabienne SCHLUMPF,1484.424497360858,5,2016,SUI,17-Nov-90
Buzuayehu MOHAMED,1484.3563762670146,3,2016,ETH,4-Jan-96
Kerry O’FLAHERTY,1483.6937506016661,2,2016,IRL,15-Jul-81
Maeva DANOIS,1483.5821455863106,2,2016,FRA,10-Mar-93
Rolanda BELL,1483.5379716218372,4,2015,PAN,27-Oct-87
Anju TAKAMIZAWA,1482.7463887100016,1,2016,JPN,6-Mar-96
Diana MARTÍN,1482.2869837780993,8,2016,ESP,1-Apr-81
Sara Louise TREACY,1481.6743995871957,5,2016,IRL,22-Jun-89
Lennie WAITE,1481.5053535406737,2,2016,GBR,4-Feb-86
Birtukan Fente ALEMU,1481.4645127875528,12,2016,ETH,18-Jun-89
Sandra ERIKSSON,1476.7209616556333,10,2016,FIN,4-Jun-89
Erin TESCHUK,1476.2511050161443,3,2016,CAN,25-Oct-94
Charlotta FOUGBERG,1473.0190465567648,9,2016,SWE,19-Jun-85
Amina BETTICHE,1469.797929157059,6,2016,ALG,14-Dec-87
