Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Brianna MCNEAL,1623.1803686306098,29,2018,USA,18-Aug-91
Kendra HARRISON,1611.0378342099687,23,2018,USA,18-Sep-92
Danielle WILLIAMS,1577.2129183600673,18,2018,JAM,14-Sep-92
Sharika NELVIS,1565.6139449013915,25,2018,USA,10-May-90
Sally PEARSON,1558.862239250655,45,2017,AUS,19-Sep-86
Pamela DUTKIEWICZ,1538.7349530122842,10,2018,GER,28-Sep-91
Queen HARRISON,1533.5698725208597,31,2018,USA,10-Sep-88
Alina TALAY,1514.2534512274633,32,2018,BLR,14-May-89
Christina MANNING,1513.411515840357,16,2018,USA,29-May-90
Nia ALI,1510.2152323189005,33,2017,USA,23-Oct-88
Tobi AMUSAN,1509.6028247301474,10,2018,NGR,23-Apr-97
Jasmin STOWERS,1509.4951962398086,22,2018,USA,23-Sep-91
Kristi CASTLIN,1508.7679083736493,29,2017,USA,7-Jul-88
Pedrya SEYMOUR,1506.9914279437514,3,2016,BAH,29-May-95
Shermaine WILLIAMS,1504.9803151199503,12,2016,JAM,4-Feb-90
Jasmine CAMACHO-QUINN,1504.4611808107093,1,2016,PUR,21-Aug-96
Kellie WELLS,1504.273719190891,29,2013,USA,16-Jul-82
Cindy ROLEDER,1502.870568859359,24,2018,GER,21-Aug-89
Lolo JONES,1502.6898358375047,24,2015,USA,5-Aug-82
Megan TAPPER,1502.1644893405728,7,2017,JAM,18-Mar-94
Rushelle BURTON,1501.6135850105393,2,2017,JAM,4-Dec-97
Mathilde RAIBAUT,1501.5796784889603,1,2015,FRA,18-Apr-92
Danielle CARRUTHERS,1501.4462942284677,28,2012,USA,22-Dec-79
Virginia CRAWFORD,1501.3748849093236,21,2013,USA,7-Sep-83
Dawn HARPER-NELSON,1501.360644454391,56,2018,USA,13-May-84
Franziska HOFMANN,1500.7811051069766,1,2014,GER,27-Mar-94
Tatyana DEMENTYEVA,1500.7780154152815,8,2013,RUS,8-May-81
Priscilla SCHLIEP,1500.596526784695,18,2012,CAN,26-Aug-82
Nina MOROZOVA,1500.5349855380641,2,2015,RUS,3-Apr-89
Sara AERTS,1500.5274854687204,1,2013,BEL,25-Jan-84
Abigail LEWIS,1500.3829366079017,1,2015,JAM,7-May-93
Gnima FAYE,1500.367368458127,2,2013,SEN,17-Nov-84
Linda ZÜBLIN,1500.3583085180044,2,2015,SUI,21-Mar-86
Brigitte Ann FOSTER-HYLTON,1500.3075787012235,8,2012,JAM,7-Nov-74
Yuliya KONDAKOVA,1500.3010494908976,6,2013,RUS,4-Dec-81
Christina VUKICEVIC,1500.2934044142758,12,2012,NOR,18-Jun-87
Phylicia GEORGE,1500.1135069295667,27,2017,CAN,16-Nov-87
Lisa URECH,1500.1026165622445,7,2012,SUI,27-Jul-89
Michelle PERRY,1500.0283582958386,1,2012,USA,1-May-79
Indira SPENCE,1500.0036637670005,2,2011,JAM,8-Sep-86
Derval O'ROURKE,1499.9851086784633,7,2012,IRL,28-May-81
Nichole DENBY,1499.9302344369453,5,2011,USA,10-Oct-82
Nataliya IVONINSKAYA,1499.9186858577891,2,2011,KAZ,22-Feb-85
Aleksandra ANTONOVA,1499.9163299232546,2,2011,RUS,24-Mar-80
Candice PRICE,1499.909530184812,1,2011,USA,26-Oct-85
Jana SOTÁKOVÁ,1499.8900919963044,1,2013,CZE,25-Apr-93
Vonette DIXON,1499.8743281378331,9,2011,JAM,26-Nov-75
Marie HAGLE,1499.871854674,2,2011,NOR,17-Feb-87
Perdita FELICIEN,1499.8689957495567,16,2012,CAN,29-Aug-80
Louise WOOD,1499.8418892460772,1,2011,GBR,13-May-83
Elisabeth DAVIN,1499.8284479486042,1,2010,BEL,3-Jun-81
Rikenette STEENKAMP,1499.8231732218278,1,2018,RSA,16-Oct-92
Yawei SUN,1499.8192042892006,3,2012,CHN,17-Oct-87
Anay TEJEDA,1499.8081739852169,1,2010,CUB,3-Apr-83
Celriece LAW,1499.7829447367462,1,2011,USA,2-Sep-86
