Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Hellen OBIRI,1648.3875258839964,9,2017,KEN,13-Dec-89
Almaz AYANA,1592.4696001039297,17,2017,ETH,21-Nov-91
Vivian Jepkemoi CHERUIYOT,1568.1227372500757,19,2016,KEN,11-Sep-83
Genzebe DIBABA,1554.2576870791595,14,2017,ETH,8-Feb-91
Senbere TEFERI,1548.1047520691707,14,2017,ETH,3-May-95
Mercy CHERONO,1535.468602572357,29,2016,KEN,7-May-91
Sifan HASSAN,1532.8945050426,4,2017,NED,1-Jan-93
Viola Jelagat KIBIWOT,1523.5002962770868,25,2016,KEN,22-Dec-83
Margaret Chelimo KIPKEMBOI,1520.0145128578952,6,2017,KEN,9-Feb-93
Meseret DEFAR,1519.1755351928682,14,2013,ETH,19-Nov-83
Caroline Chepkoech KIPKIRUI,1515.5335848558502,3,2017,KEN,26-May-94
Yasemin CAN,1512.612924704066,5,2017,TUR,11-Dec-96
Laura MUIR,1512.2383936127044,2,2017,GBR,9-May-93
Tirunesh DIBABA,1511.9066770569448,9,2013,ETH,1-Oct-85
Lilian Kasait RENGERUK,1509.9348100958796,2,2017,KEN,3-May-97
Sheila Chepkirui KIPROTICH,1509.6991063689509,2,2017,KEN,27-Dec-90
Letesenbet GIDEY,1508.763545322983,6,2017,ETH,20-Mar-98
Shannon ROWBURY,1507.5420685865074,7,2017,USA,19-Sep-84
Agnes Jebet TIROP,1507.3362107829498,6,2017,KEN,23-Oct-95
Janet KISA,1506.8281286002064,9,2016,KEN,5-Dec-92
Susan KRUMINS,1504.1889307115998,12,2017,NED,8-Jul-86
Faith KIPYEGON,1503.3313728483713,2,2015,KEN,10-Jan-94
Sentayehu EJIGU,1502.054053938862,11,2011,ETH,28-Jun-85
Sally KIPYEGO,1501.9255222604334,13,2016,KEN,19-Dec-85
Linet Chepkwemoi MASAI,1501.2998241491377,10,2013,KEN,5-Dec-89
Beatrice CHEPKOECH,1501.133538186072,1,2017,KEN,6-Jul-91
Alice Aprot NAWOWUNA,1501.0148301876268,3,2016,KEN,2-Jan-94
Shelby HOULIHAN,1501.010490595418,4,2017,USA,8-Feb-93
Margaret Wangari MURIUKI,1500.897975471246,8,2013,KEN,21-Mar-86
Emily CHEBET,1500.790766413616,1,2013,KEN,18-Feb-86
Lauren FLESHMAN,1500.7566912057373,6,2011,USA,26-Sep-81
Buze DIRIBA,1500.752325876303,8,2013,ETH,9-Feb-94
Olga KUNGINA,1500.6510309569067,2,2012,RUS,17-Dec-86
Gladys CHERONO,1500.3886864470194,1,2013,KEN,12-May-83
Tejitu DABA,1500.3272635879816,6,2013,BRN,20-Aug-91
Elvan ABEYLEGESSE,1500.1630175934033,2,2010,TUR,11-Sep-82
Priscah Jepleting CHERONO,1500.055809478215,4,2011,KEN,27-Jun-80
Werknesh KIDANE,1500.0462858784017,1,2012,ETH,7-Jan-81
Veronica WANJIRU,1500.0144420227653,3,2012,KEN,29-Oct-89
Meselech MELKAMU,1499.9890662417017,6,2011,ETH,19-Apr-85
Julie CULLEY,1499.969205259774,2,2012,USA,10-Sep-81
Shalane FLANAGAN,1499.9539570798845,5,2011,USA,8-Jul-81
Irene Chebet CHEPTAI,1499.9357681164784,9,2017,KEN,4-Feb-92
Sylvia Jebiwot KIBET,1499.920735473902,12,2013,KEN,28-Mar-84
Ines CHENONGE,1499.9018394114164,2,2010,KEN,1-Feb-82
Lisa UHL,1499.8647688291467,1,2010,USA,31-Aug-87
Kara GOUCHER,1499.8589889399946,1,2011,USA,9-Jul-78
Aheza KIROS,1499.8555965479195,1,2010,ETH,16-Oct-85
Lineth CHEPKURUI,1499.829707784143,1,2011,KEN,23-Feb-87
Magdalena LEWY-BOULET,1499.792720856473,1,2011,USA,1-Aug-73
Megumi KINUKAWA,1499.7920918080818,1,2011,JPN,7-Aug-89
Freya MURRAY,1499.7908231888562,1,2010,GBR,20-Sep-83
Gladys CHEMWENO,1499.78710244811,1,2010,KEN,4-Jul-88
Renee BAILLIE,1499.7804560757036,1,2010,USA,25-Dec-81
Irene JELAGAT,1499.7763300486395,2,2015,KEN,10-Dec-88
Grace MOMANYI,1499.767930676126,2,2011,KEN,13-Feb-81
Elizabeth MALOY,1499.765906879472,1,2011,USA,10-Aug-85
Sara MOREIRA,1499.7463902242403,1,2011,POR,17-Oct-85
Lidia CHOJECKA,1499.7346744653414,1,2011,POL,25-Jan-77
Silvia WEISSTEINER,1499.73016700999,2,2012,ITA,13-Jul-79
Emily PIDGEON,1499.7285349313888,1,2010,GBR,1-Jun-89
Kayo SUGIHARA,1499.7254753948337,1,2011,JPN,24-Feb-83
René KALMER,1499.7237762408608,1,2010,RSA,3-Nov-80
Jenny SIMPSON,1499.7171055227018,2,2013,USA,23-Aug-86
Ferhiwot GOSHU,1499.713539630162,1,2010,ETH,28-Jun-90
Pauline Chemning KORIKWIANG,1499.7003487444426,7,2011,KEN,1-Mar-88
Katrina WOOTTON,1499.6979455151873,1,2012,GBR,2-Sep-85
Kayoko FUKUSHI,1499.6947041138214,1,2012,JPN,25-Mar-82
Yelena ZADOROZHNAYA,1499.6852470917884,3,2011,RUS,3-Dec-77
Helen CLITHEROE,1499.677490092024,4,2011,GBR,2-Jan-74
Desiree DAVILA,1499.6479837713796,3,2011,USA,26-Jul-83
Megan WRIGHT,1499.6452093051905,3,2011,CAN,27-Jan-82
Mercy Wanjiku NJOROGE,1499.6396239544888,1,2011,KEN,10-Jun-86
Sule UTURA,1499.6083704838761,7,2013,ETH,8-Feb-90
Florence KIPLAGAT,1499.607223090025,3,2010,KEN,27-Feb-87
Jessica AUGUSTO,1499.5896215274531,3,2011,POR,8-Nov-81
Wude AYALEW,1499.5895312693665,3,2011,ETH,4-Jul-87
Amy YODER BEGLEY,1499.5862754481714,3,2011,USA,11-Jan-78
Shitaye ESHETE,1499.5861344331024,4,2013,BRN,21-May-90
Emebet ANTENEH,1499.565229562899,7,2012,ETH,13-Jan-92
Hitomi NIIYA,1499.5579529235683,3,2012,JPN,26-Feb-88
Barbara PARKER,1499.5028688089978,1,2012,GBR,8-Nov-82
Yelena NAGOVITSYNA,1499.4534020353499,4,2013,RUS,7-Dec-82
Alissa MCKAIG,1499.407875243656,1,2012,USA,21-Feb-86
Esther CHEMTAI,1499.4035070284522,3,2011,KEN,4-Jun-88
Purity Cherotich RIONORIPO,1499.3890823850247,2,2011,KEN,10-Jun-93
Almenesh BELETE,1499.3702489798907,2,2013,BEL,26-Jul-89
Ruti AGA,1499.2884847874348,1,2013,ETH,16-Jan-94
Mika YOSHIKAWA,1499.2715548851506,1,2012,JPN,16-Sep-84
Judit PLA,1499.2653366188401,1,2012,ESP,2-May-78
Zipora WANJIRU,1499.2484219717207,1,2012,KEN,12-Aug-94
Viktoriya POLYUDINA,1499.233251647647,1,2011,KGZ,29-Jun-89
Pauline NIYONGERE,1499.2242839600744,1,2011,BDI,12-Apr-88
Charlotte PURDUE,1499.220144000454,1,2012,GBR,10-Jun-91
Tarah MCKAY,1499.1862635782468,1,2012,CAN,1-May-87
Nadia EJJAFINI,1499.179327116464,1,2012,ITA,8-Nov-77
Afera GODFAY,1499.1585092601108,1,2013,ETH,25-Sep-91
Fionnuala MCCORMACK,1499.1546236565014,2,2012,IRL,24-Sep-84
Rhona AUCKLAND,1499.131639773088,1,2015,GBR,11-May-93
Chelsea SODARO,1499.1193806987558,1,2013,USA,9-May-89
Sheila REID,1499.08713989474,1,2012,CAN,2-Aug-89
Perine NENGAMPI,1499.06550099705,1,2015,KEN,1989
Dudu KARAKAYA,1499.037260726185,1,2012,TUR,11-Nov-85
Etagegne WOLDU,1498.9417736090254,1,2014,ETH,10-May-96
Miyuki UEHARA,1498.938636888081,2,2016,JPN,22-Nov-95
Elena ROMAGNOLO,1498.8962791257482,3,2012,ITA,5-Oct-82
Jennifer RHINES,1498.885242060041,5,2011,USA,1-Jul-74
Waganesh MEKASHA,1498.865315058897,3,2012,ETH,16-Jan-92
Huimin XIAO,1498.7725136953122,1,2013,CHN,1-Mar-92
Zakia Mrisho MOHAMED,1498.7643828731857,4,2012,TAN,19-Feb-84
Eilish MCCOLGAN,1498.7554311623849,8,2017,GBR,25-Nov-90
Julia LUCAS,1498.7049123050056,1,2013,USA,4-Mar-84
Roman GIDEY,1498.696056190318,1,2013,ETH,20-Feb-96
Hiwot AYALEW,1498.6899569830198,4,2014,ETH,6-Mar-90
Sofia ASSEFA,1498.64058145108,1,2017,ETH,14-Nov-87
Sandra LÓPEZ,1498.5926591026973,1,2012,MEX,16-Apr-84
Roxana BÎRCĂ,1498.5823209714895,1,2012,ROU,22-Jun-88
Sophie DUARTE,1498.5284049844577,2,2013,FRA,31-Jul-81
Julia BLEASDALE,1498.5060118463316,6,2014,GBR,9-Sep-81
Layes ABDULLAYEVA,1498.4428706383292,2,2012,AZE,29-May-91
Madeleine HEINER,1498.428882818329,1,2015,AUS,15-May-87
Clemence CALVIN,1498.3956988249533,1,2014,FRA,17-May-90
Giuli DEKANADZE,1498.323936230926,1,2013,GEO,11-Jan-95
Kate AVERY,1498.302834280099,2,2015,GBR,10-Oct-91
Alemitu HAWI,1498.2962210066612,1,2015,ETH,14-Nov-96
Jessica COULSON,1498.2780670793225,1,2015,GBR,18-Apr-90
Yelena KOROBKINA,1498.051156684414,1,2015,RUS,25-Nov-90
Gelete BURKA,1498.015310755638,14,2017,ETH,23-Jan-86
Mary Teresa CULLEN,1497.987243957672,1,2015,IRL,17-Aug-82
Enatnesg ALAMREW,1497.9428476358262,1,2014,ETH,1995
Dominika NAPIERAJ,1497.8919657666902,1,2016,POL,12-Dec-91
Sheila CHELANGAT,1497.8675700247682,1,2017,KEN,11-Apr-98
Dolores CHECA,1497.8406336572302,6,2014,ESP,27-Dec-82
Amy CRAGG,1497.8006459319777,6,2013,USA,21-Jan-84
Betlhem DESALEGN,1497.7733517103657,2,2015,UAE,13-Nov-91
Carolina TABARES,1497.7571517187969,1,2013,COL,18-Jun-86
Ababel YESHANEH,1497.7251910672107,4,2016,ETH,22-Jul-91
Rina NABESHIMA,1497.666408208515,1,2017,JPN,16-Dec-93
Dera DIDA,1497.4200437217155,3,2017,ETH,26-Oct-96
Betsy SAINA,1497.4176756924007,3,2016,KEN,30-Jun-88
Netsanet GUDETA,1497.386303892641,1,2015,ETH,12-Feb-91
Jessica MARTIN,1497.3705929980201,1,2016,GBR,1-Oct-92
Genevieve LACAZE,1497.3544508606665,4,2016,AUS,4-Aug-89
Changqin DING,1497.2820032359518,1,2015,CHN,27-Nov-91
Belaynesh OLJIRA,1497.2384861310488,5,2017,ETH,26-Jun-90
Alisha WILLIAMS,1497.2341009688694,1,2015,USA,5-Feb-82
Elizabeth POTTER,1497.2127015198857,1,2015,GBR,27-Dec-91
Molly HUDDLE,1497.2027376492274,18,2017,USA,31-Aug-84
Birtukan Fente ALEMU,1497.1851785110375,2,2016,ETH,18-Jun-89
Magdalyne MASAI,1497.090470410756,4,2015,KEN,21-Nov-93
Jackie ARESON,1497.0441463922534,4,2013,USA,31-Mar-88
Alina REH,1496.7247718492913,1,2017,GER,23-May-97
Beyenu DEGEFA,1496.6980837866179,1,2017,ETH,12-Jul-99
Gulshat GAYNETDINOVA,1496.6487518083331,1,2015,RUS,28-Aug-92
Joanne PAVEY,1496.5433727176292,6,2016,GBR,20-Sep-73
Azmera GEBRU,1496.5346796551098,5,2015,ETH,21-Oct-95
Zhixuan LI,1496.4653994533287,1,2015,CHN,23-Mar-94
Genet YALEW,1496.3522454952943,10,2016,ETH,31-Dec-92
Deirdre BYRNE,1496.2412191172457,1,2016,IRL,21-Sep-82
Dominika NOWAKOWSKA,1496.1943285434522,3,2015,POL,25-Jan-85
Dominique SCOTT,1496.1289167585778,1,2017,RSA,24-Jun-92
Alia SAEED MOHAMMED,1496.0380779952447,2,2015,UAE,18-May-91
Nicole SIFUENTES,1495.4855844464691,1,2015,CAN,30-Jun-86
Emma CLAYTON,1495.4481194471452,1,2016,GBR,16-Jul-88
Juliet CHEKWEL,1495.2521180861975,2,2016,UGA,25-May-90
Azusa SUMI,1495.0327037015159,1,2015,JPN,12-Aug-96
Tsige ABREHA,1494.847744623797,1,2017,ETH,21-Sep-00
Alemitu HAROYE,1494.8254385912455,8,2016,ETH,9-May-95
Etenesh DIRO,1494.64212157126,5,2017,ETH,10-May-91
Emily SISSON,1494.6195424917664,2,2017,USA,12-Oct-91
Meryem AKDAĞ,1494.3400861113905,1,2016,TUR,5-Aug-92
Olivia CHITATE,1493.9235907163525,1,2015,ZIM,7-Dec-87
Sviatlana KUDZELICH,1493.7806745366825,1,2016,BLR,7-May-87
Sentayehu LEWETEGN,1493.6077741956124,2,2017,ETH,9-May-96
Meraf BAHTA,1493.3983806462613,2,2016,SWE,24-Jun-89
Laura WHITTLE,1493.0139005601163,2,2016,GBR,27-Jun-85
Karoline Bjerkeli GRØVDAL,1492.957007739141,13,2017,NOR,14-Jun-90
Misaki ONISHI,1492.6363192391104,4,2016,JPN,24-Feb-85
Gesa Felicitas KRAUSE,1492.469067045778,1,2017,GER,3-Aug-92
Nicole TULLY,1492.1950159982734,3,2016,USA,30-Oct-86
Lucy OLIVER,1492.1412983342602,1,2016,NZL,18-Nov-88
Ana LOZANO,1491.9696214281626,2,2017,ESP,22-Feb-91
Liv WESTPHAL,1491.3323949557239,2,2017,FRA,22-Dec-93
Sharon FIRISUA,1491.0336391966366,1,2016,SOL,15-Dec-93
Mimi BELETE,1490.4829099091103,5,2016,BRN,9-Jun-88
Haftamnesh TESFAYE,1490.040678605812,5,2017,ETH,28-Apr-94
Jip VASTENBURG,1490.0055364999066,1,2017,NED,21-Mar-94
Nikki HAMBLIN,1489.8215821392316,2,2016,NZL,20-May-88
Jennifer WENTH,1489.3231320298278,4,2016,AUT,24-Jul-91
Muriel CONEO PAREDES,1489.2340203012686,1,2017,COL,15-Mar-87
Beatrice KAMUCHANGA,1488.8763660689992,1,2016,COD,20-Nov-97
Kalkidan GEZAHEGNE,1488.7728395628906,3,2017,BRN,8-May-91
Mercyline CHELANGAT,1488.4141950134012,2,2017,UGA,17-Dec-97
Heidi SEE,1487.9761235000447,1,2017,AUS,9-Aug-89
Madeleine HILLS,1487.5634811219616,5,2017,AUS,15-May-87
Bontu Edao REBITU,1487.2960207608476,2,2017,BRN,12-Dec-97
Eloise WELLINGS,1487.147340605622,12,2017,AUS,9-Nov-82
Abbey COOPER,1485.8284743719166,2,2016,USA,25-May-92
Louise CARTON,1485.638261057797,2,2017,BEL,16-Apr-94
Gotytom GEBRESLASE,1485.1694983041289,5,2017,ETH,15-Jan-95
Marielle HALL,1484.8968766489306,5,2017,USA,28-Jan-92
Yuliya SHMATENKO,1483.1115943148648,1,2017,UKR,10-Oct-91
Ayuko SUZUKI,1482.484618720514,4,2017,JPN,8-Oct-91
Stella CHESANG,1481.3163270693344,3,2017,UGA,1-Dec-96
Kim CONLEY,1481.2502819478075,9,2017,USA,14-Mar-86
Andrea SECCAFIEN,1480.5033413469585,3,2017,CAN,27-Aug-90
Jessica O'CONNELL,1479.6888955398183,4,2017,CAN,10-Feb-89
Camille BUSCOMB,1478.5807129946693,2,2017,NZL,11-Jul-90
