Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Shaunae MILLER-UIBO,1631.6340222765944,17,2019,BAH,15-Apr-94
Dina ASHER-SMITH,1629.3886853989877,25,2019,GBR,4-Dec-95
Brittany BROWN,1560.3293613170035,4,2019,USA,18-Apr-95
Elaine THOMPSON,1556.9816688505443,20,2019,JAM,28-Jun-92
Dafne SCHIPPERS,1547.2264949821629,36,2019,NED,15-Jun-92
Hanne MAUDENS,1540.425,1,2019,BEL,12-Mar-97
Anglerne ANNELUS,1539.33915705982,3,2019,USA,10-Jan-97
Nafissatou THIAM,1537.675,1,2019,BEL,19-Aug-94
Katarina JOHNSON-THOMPSON,1528.9465322024182,2,2019,GBR,9-Jan-93
Tori BOWIE,1525.4238231067513,9,2017,USA,27-Aug-90
Mujinga KAMBUNDJI,1525.0576337337252,20,2019,SUI,17-Jun-92
Gabrielle THOMAS,1520.7134803705621,8,2019,USA,7-Dec-96
Blessing OKAGBARE,1520.5288161767053,4,2019,NGR,9-Oct-88
Murielle AHOURÉ,1515.9580154967305,22,2018,CIV,23-Aug-87
Shericka JACKSON,1515.7366821339533,8,2018,JAM,16-Jul-94
Marie-Josée TA LOU,1515.6880623638936,23,2019,CIV,18-Nov-88
Allyson FELIX,1512.336660945248,31,2017,USA,18-Nov-85
Dezerea BRYANT,1510.574743077144,6,2019,USA,27-Apr-93
Shelly-Ann FRASER-PRYCE,1510.3399255785157,15,2019,JAM,27-Dec-86
Solène NDAMA,1510.1402479812032,1,2019,FRA,23-Sep-98
Jenna PRANDINI,1508.979769522647,18,2019,USA,20-Nov-92
Deajah STEVENS,1507.9773770204297,7,2018,USA,19-May-95
Kateřina CACHOVÁ,1507.8067956032876,1,2019,CZE,26-Feb-90
Aminatou SEYNI,1507.4428486346815,2,2019,NIG,24-Oct-96
Rebekka HAASE,1507.268156791813,3,2017,GER,2-Jan-93
Kendell WILLIAMS,1506.9644161518036,1,2019,USA,14-Jun-95
Beth DOBBIN,1505.7538215676682,4,2019,GBR,7-Jun-94
Crystal EMMANUEL,1505.1453495481853,17,2019,CAN,27-Nov-91
Veronica CAMPBELL-BROWN,1504.9528475367574,17,2017,JAM,15-May-82
Simone FACEY,1504.7192301947443,14,2017,JAM,7-May-85
Bassant HEMIDA,1504.695185916745,2,2019,EGY,28-Sep-96
Sabrina GROS,1504.4388,1,2016,FRA,3-Sep-91
Jodie WILLIAMS,1504.2573871434395,17,2019,GBR,28-Sep-93
Tiffany TOWNSEND,1503.2317912972767,11,2016,USA,14-Jun-89
Carolle ZAHI,1503.1789591348058,2,2019,FRA,12-Jun-94
Edidiong Ofinome ODIONG,1502.676208902505,5,2018,BRN,13-Mar-97
Blessing OKAGBARE-IGHOTEGUONOR,1502.3423395706786,16,2018,NGR,9-Oct-88
Salwa Eid NASER,1502.1231893211952,1,2019,BRN,23-May-98
Myriam SOUMARE,1501.7596943384287,17,2014,FRA,29-Oct-86
Tianna BARTOLETTA,1501.6079456760333,1,2014,USA,30-Aug-85
Mariya RYEMYEN,1501.5808526967612,14,2013,UKR,2-Aug-87
Gina LÜCKENKEMPER,1501.5109391659296,3,2017,GER,21-Nov-96
Sherone SIMPSON,1501.1377423418767,21,2015,JAM,12-Aug-84
Carmelita JETER,1501.0865610477022,15,2013,USA,24-Nov-79
Nercely SOTO,1500.9222751612015,4,2016,VEN,23-Aug-90
Lucie KUDELA,1500.9197824638052,1,2016,FRA,28-Jun-97
Kauiza MOREIRA VENANCIO,1500.9105381916547,1,2016,BRA,11-Jun-87
Kerron STEWART,1500.9055007434208,11,2015,JAM,16-Apr-84
Teahna DANIELS,1500.815591681194,1,2019,USA,25-Mar-97
Gina BASS,1500.740851095548,5,2019,GAM,3-May-95
Lea SPRUNGER,1500.7186268690693,3,2013,SUI,5-Mar-90
Anyika ONUORA,1500.4280080567933,9,2018,GBR,28-Oct-84
Bianca KNIGHT,1500.4207492538708,20,2014,USA,2-Jan-89
Candyce MCGRONE,1500.400249596171,10,2016,USA,24-Mar-89
Maria BELIMPASAKI,1500.3197435860134,8,2017,GRE,19-Jun-91
Elisabeth SLETTUM,1500.2895611338004,1,2013,NOR,31-Aug-86
Desiree HENRY,1500.2649942605935,3,2017,GBR,26-Aug-95
Kai SELVON,1500.2584181185907,6,2013,TTO,13-Apr-92
Lenora GUION FIRMIN,1500.2063974517187,2,2013,FRA,7-Aug-91
Marshevet HOOKER,1500.1431293280007,1,2011,USA,25-Sep-84
Ivet LALOVA-COLLIO,1500.1312474894185,32,2019,BUL,18-May-84
Abiodun OYEPITAN,1500.1299059603962,5,2012,GBR,30-Dec-79
Franciela KRASUCKI,1500.0977747885595,1,2013,BRA,26-Apr-88
Maja MIHALINEC,1500.0835762336542,5,2019,SLO,17-Dec-89
Natasha HASTINGS,1500.0696359523713,3,2014,USA,23-Jul-86
Natalia POHREBNIAK,1500.0656514579082,4,2016,UKR,19-Feb-88
Rose-Marie WHYTE-ROBINSON,1500.056605794783,1,2010,JAM,8-Sep-86
Agné ŠERKŠNIENĖ,1500.0376926708636,1,2013,LTU,18-Feb-88
Anneisha MCLAUGHLIN-WHILBY,1500.0340331435914,15,2016,JAM,6-Jan-86
Olesya POVH,1500.018836932255,1,2011,UKR,18-Oct-87
LaShauntea MOORE,1500.0016939835384,6,2013,USA,31-Jul-83
Janelle REDHEAD,1499.9893619023692,4,2012,GRN,27-Dec-89
Mikele BARBER,1499.9887937003002,1,2012,USA,4-Oct-80
Alexandria ANDERSON,1499.9825859544817,1,2011,USA,28-Jan-87
Johanna DANOIS,1499.9818005873387,3,2013,FRA,4-Apr-87
Christine AMERTIL,1499.9732218276158,1,2010,BAH,18-Aug-79
Ashlee KIDD,1499.9438661086203,1,2010,USA,26-Jul-85
Natalie KNIGHT,1499.9406765187978,1,2010,USA,24-Oct-86
Christy UDOH,1499.9379219613647,1,2012,NGR,30-Sep-91
Semoy HACKETT,1499.9305546341384,6,2017,TTO,27-Nov-88
Annie KUNZ,1499.9291536138153,1,2019,USA,16-Feb-93
Endurance ABINUWA,1499.9256668687951,1,2011,NGR,31-Jul-87
Ebonie FLOYD,1499.9211552345914,1,2010,USA,21-Oct-83
Kelly-Ann BAPTISTE,1499.9143835652212,3,2010,TTO,14-Oct-86
Ezinne OKPARAEBO,1499.9090519667975,1,2012,NOR,3-Mar-88
Evelyn Carolina de Oliveira DOS SANTOS,1499.9089343142255,2,2012,BRA,11-Apr-85
Joëlle GOLAY,1499.9005480188007,1,2013,SUI,15-Oct-87
Cydonie MOTHERSILL,1499.8999468008315,5,2011,CAY,19-Mar-78
Lina JACQUES-SEBASTIEN,1499.8902108933314,1,2010,FRA,10-May-85
Monica HARGROVE,1499.8900668335918,1,2010,USA,30-Dec-82
Samantha HENRY-ROBINSON,1499.8866465632314,3,2013,JAM,25-Sep-88
Yana KACHUR,1499.8803455652305,1,2017,UKR,13-Jan-97
Vanda FERREIRA GOMES,1499.8752524287142,1,2011,BRA,7-Nov-88
Porscha LUCAS,1499.8712216036038,2,2010,USA,18-Jun-88
Sanya RICHARDS-ROSS,1499.87039533961,7,2015,USA,26-Feb-85
Emily FREEMAN,1499.8657163666123,2,2010,GBR,24-Nov-80
Libania GRENOT,1499.8592629854306,1,2012,ITA,12-Jul-83
Marika POPOWICZ-DRAPAŁA,1499.8549472394893,1,2013,POL,28-Apr-88
Norma GONZÁLEZ,1499.8443223342142,1,2012,COL,11-Aug-82
Sheri-Ann BROOKS,1499.832243265016,3,2012,JAM,11-Feb-83
Nivea SMITH,1499.831629102785,3,2013,BAH,18-Feb-90
Stephanie DURST,1499.820243495597,1,2011,USA,6-Jan-82
Phumlile Sibonakele NDZINISA,1499.815476988253,1,2011,SWZ,21-Aug-92
Natalya RUSAKOVA,1499.815230787177,1,2012,RUS,12-Dec-79
Fanette HUMAIR,1499.8046642351446,1,2013,SUI,8-Oct-91
Maryam TOOSI,1499.803710501575,1,2011,IRI,5-Dec-88
Mary WINEBERG,1499.8002439869451,1,2012,USA,3-Jan-80
Yuliya GUSHCHINA,1499.7964324372647,2,2011,RUS,4-Mar-83
