Athlete,Rating,Number Of Races
Mo FARAH,1619.5528178968725,9
Paul Kipngetich TANUI,1542.3725713797394,8
Joshua CHEPTEGEI,1536.5653185184365,4
Tamirat TOLA,1518.4025474644745,2
Bedan KAROKI,1517.6018403120772,7
Galen RUPP,1513.7366421395586,7
Geoffrey KAMWOROR,1511.8103641046123,5
Yigrem DEMELASH,1509.9507481934875,3
William Malel SITONIK,1509.5996179497483,1
Jemal Yimer MEKONNEN,1507.0790377719145,1
Ibrahim JEILAN,1506.8385945790365,3
Kenenisa BEKELE,1505.422997827565,3
Stephen SAMBU,1503.4876651852844,2
Zersenay TADESE,1503.041310302579,5
Abrar OSMAN,1501.6293828401235,1
Abera KUMA,1500.9836801822344,4
Tariku BEKELE,1500.7319846613227,2
Vincent Kiprop CHEPKOK,1500.6943567583878,2
Ali KAYA,1500.637009390648,1
Kenneth Kiprop KIPKEMOI,1500.3875250859287,3
Lucas Kimeli ROTICH,1500.2667708671297,2
Geoffrey KIRUI,1500.1995680560312,3
Martin Irungu MATHATHI,1500.1041334687143,1
Gebregziabher GEBREMARIAM,1500.0377378588073,1
Nicholas Mboroto KOSIMBEI,1500.0280262295826,1
Peter Cheruiyot KIRUI,1499.9786026115016,1
Mathew Kipkoech KISORIO,1499.9672290305084,1
Mark Kosgei KIPTOO,1499.9308626933716,1
Eliud KIPCHOGE,1499.9203441242475,1
Leonard Patrick KOMON,1499.9001204672434,2
Sileshi SIHINE,1499.826562334002,2
John Kemboi CHERUIYOT,1499.8078940684845,1
Abadi HADIS,1499.7886096115071,2
Paul LONYANGATA,1499.7486079545952,1
Isiah Kiplangat KOECH,1499.7478490639432,1
Ayele ABSHERO,1499.7021401211532,1
Chesari Kirui JACOB,1499.678341436158,1
Rui SILVA,1499.6417581833198,1
Imane MERGA,1499.6365741207576,6
Robert KAJUGA,1499.6071292810357,1
Moses Ndiema MASAI,1499.5956637441834,2
Dathan RITZENHEIN,1499.4785795320759,2
Guye Idemo ADOLA,1499.4723046877575,1
Moukhled AL OUTAIBI,1499.4663337471861,1
Scott BAUHS,1499.4570209682392,1
Kaan Kigen ÖZBILEN,1499.4315381668334,3
Moses Ndiema KIPSIRO,1499.3703968122843,2
Tsuyoshi UGACHI,1499.2985859708415,1
Thomas AYEKO,1499.282797627161,2
Dejen GEBREMESKEL,1499.2142194332282,1
Juan Carlos ROMERO BERNAL,1499.1712881542267,1
Juan Luis BARRIOS,1499.1637055481538,1
Muktar EDRIS,1499.1439074028567,1
Ayad LAMDASSEM,1499.1298216170928,1
Matt TEGENKAMP,1499.1169790414779,2
Daniel Lemashon SALEL,1499.073577276958,2
Dennis MASAI,1498.9176222714027,3
Chris THOMPSON,1498.9121384741222,1
Mosinet GEREMEW,1498.8165835695622,1
Bouabdellah TAHRI,1498.7855440397152,1
Titus Kipjumba MBISHEI,1498.779420235412,2
Polat Kemboi ARIKAN,1498.7460359018007,2
Abdi NAGEEYE,1498.7306767886553,1
Yuki SATO,1498.6551798458981,2
Mykola LABOVSKIY,1498.6506224608106,1
Samuel CHELANGA,1498.6096775720096,1
Cameron LEVINS,1498.587368780912,4
Diego ESTRADA,1498.5247560508662,2
Collis BIRMINGHAM,1498.348218126297,1
Birhan NEBEBEW,1498.1321305515125,3
Leonard BARSOTON,1498.1142043591851,1
Yevgeniy RYBAKOV,1497.9356585625596,1
Wilson Kiprono TOO,1497.8688429590989,1
James WANGARI,1497.809662013416,1
Josphat Kipkoech BETT,1497.6271067847326,4
Emmanuel Kipkemei BETT,1497.6210358993685,6
David MCNEILL,1497.567674315135,1
Andamlak BELIHU,1497.1191204988556,1
Daniele MEUCCI,1497.0678870630104,4
Tetsuya YOROIZAKA,1496.9737709762835,1
Eric JENKINS,1496.937730055506,1
Nguse AMLOSOM,1496.4196626674393,5
Aron KIFLE,1496.252300233356,1
Jose Luis OSTOS,1496.204047065139,1
Vincent Kipsegechi YATOR,1496.0125396735898,2
Aweke AYALEW,1495.9404637547464,1
Abraham CHEROBEN,1495.8211976439843,2
Arne GABIUS,1495.512572382068,2
Kenta MURAYAMA,1495.359556679044,1
Bashir ABDI,1495.2136932594728,2
Andy VERNON,1495.0964867403763,1
Olivier IRABARUTA,1494.4546501777725,1
Suguru OSAKO,1494.364907684268,3
Teklemariam MEDHIN,1493.9177995090527,6
Shadrack KIPCHIRCHIR,1493.736456598348,3
Chris DERRICK,1493.5463805344625,2
Goitom KIFLE,1493.475381081895,4
Ben ST. LAWRENCE,1493.462810323752,2
Kota MURAYAMA,1492.967548504771,1
Leonard KORIR,1492.0868251867832,3
Ross MILLINGTON,1492.0808641414965,1
Hiskel TEWELDE,1491.633897073381,1
Mohammed AHMED,1491.0213593373055,5
El Hassan EL ABBASSI,1490.9071861434848,5
Hassan MEAD,1490.2686910163404,3
Zane ROBERTSON,1490.1253458625542,3
Onesphore NZIKWINKUNDA,1489.788791194865,1
Yuta SHITARA,1488.486612523769,2
Timothy TOROITICH,1488.1218879073926,7
Moses Martin KURONG,1487.3422728390242,2
Byron PIEDRA,1486.9008941516317,1
Patrick TIERNAN,1483.5853480514668,1
Stephen MOKOKA,1479.141308044154,7
