Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Boniface Abel SIKOWO,1489.8159955436986,1,2017,UGA,27-Jul-99
Yohanes CHIAPPINELLI,1489.6320043899675,2,2017,ITA,18-Aug-97
Kaur KIVISTIK,1489.4911099970836,2,2016,EST,29-Apr-91
Chris WINTER,1489.02456000388,6,2016,CAN,22-Jul-86
Abdelhamid ZERRIFI,1488.8662124637121,4,2016,ALG,20-Jun-86
John KOECH,1488.8613842583068,10,2017,KEN,23-Aug-95
Hironori TSUETAKI,1488.6361961936102,1,2017,JPN,8-May-93
Bernard NGANGA,1488.6264697713632,16,2016,KEN,17-Jan-85
Lawrence Kemboi KIPSANG,1488.3382100953277,12,2017,KEN,15-Jun-93
Mohamed ISMAIL IBRAHIM,1488.0515738123554,4,2017,DJI,1-Jan-97
Stewart MCSWEYN,1487.956354475589,1,2017,AUS,1-Jun-95
Taylor MILNE,1487.8025089951575,5,2016,CAN,14-Sep-81
Raouf BOUBAKER,1487.1890981436245,1,2017,TUN,21-Oct-88
Abdoulla BAMOUSSA,1487.1456296822425,3,2017,ITA,8-Jun-86
Mohamed TINDOUFT,1486.9257760478931,2,2017,MAR,12-Mar-93
Abdalla Targan YOUSIF,1486.79224725449,2,2016,SUD,28-Sep-96
Abdelaziz MERZOUGUI,1485.7851429156285,3,2016,ESP,30-Aug-91
Ole HESSELBJERG,1485.2454369803036,3,2017,DEN,23-Apr-90
Nelson KIPKOGEI,1484.9901123151226,3,2017,KEN,9-Mar-93
Yuri FLORIANI,1484.7576616763376,6,2017,ITA,25-Dec-81
Ieuan THOMAS,1483.9369222337882,1,2017,GBR,17-Jul-89
José Gregorio PEÑA,1483.8994856885338,5,2017,VEN,12-Jan-87
Jeroen D'HOEDT,1483.3116546944475,3,2016,BEL,10-Jan-90
Krystian ZALEWSKI,1482.253462099276,13,2017,POL,11-Apr-89
Tarik Langat AKDAG,1481.7867336242048,15,2017,KEN,16-Jun-88
Sebastián MARTOS,1477.1037158667164,9,2017,ESP,20-Jun-89
Fernando CARRO,1474.3404131877935,4,2017,ESP,1-Apr-92
Rob MULLETT,1472.2585246409847,5,2017,GBR,31-Jul-87
Mitko TSENOV,1462.333480256224,8,2017,BUL,13-Jun-93
