Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Eunice Jepkoech SUM,1637.5992655852467,26,2015,KEN,10-Apr-88
Ajee WILSON,1553.7560475481187,15,2015,USA,8-May-94
Marina ARZAMASOVA,1544.178164546218,17,2015,BLR,17-Dec-87
Francine NIYONSABA,1533.4596911712715,8,2013,BDI,5-May-93
Melissa BISHOP-NRIAGU,1529.8930244912485,7,2015,CAN,5-Aug-88
Rababe ARAFI,1528.721734111689,4,2015,MAR,12-Jan-91
Lea MOSCHINI,1525.4607142857144,1,2015,FRA,20-Jun-98
Renelle LAMOTE,1522.8761758739422,6,2015,FRA,26-Dec-93
Lynsey SHARP,1520.2254076809388,15,2015,GBR,11-Jul-90
Sifan HASSAN,1519.5577729094157,4,2015,NED,1-Jan-93
Pamela JELIMO,1516.6942494085001,11,2012,KEN,5-Dec-89
Yekaterina POISTOGOVA,1516.6688694997024,11,2014,RUS,1-Mar-91
Fabienne KOHLMANN,1516.44127929251,3,2015,GER,6-Nov-89
Nataliya LUPU,1514.6438910028642,13,2015,UKR,14-Nov-87
Selina BÜCHEL,1513.141380667462,9,2015,SUI,26-Jul-91
Natoya GOULE,1512.9038204540448,3,2015,JAM,30-Mar-91
Laura MUIR,1512.477084781227,4,2015,GBR,9-May-93
Janeth JEPKOSGEI,1512.3474427821025,32,2015,KEN,13-Dec-83
Sanne VERSTEGEN-WOLTERS,1511.887315866382,2,2014,NED,10-Nov-85
Shelayna OSKAN-CLARKE,1509.3481948840729,7,2015,GBR,20-Jan-90
Olha LYAKHOVA,1509.032663207572,3,2015,UKR,18-Mar-92
Fadouwa LEDHEM,1508.2963369440954,1,2015,FRA,28-Sep-87
Sahily DIAGO MESA,1508.1587991385315,1,2014,CUB,26-Aug-95
Joanna JÓŹWIK,1507.8050459130957,6,2015,POL,30-Jan-91
Brenda MARTINEZ,1506.8515192752193,18,2015,USA,8-Sep-87
Ophelie SEXTIUS,1506.75,1,2013,FRA,21-Feb-94
LaTavia THOMAS,1506.2970425240612,2,2015,USA,17-Dec-88
Halima HACHLAF,1506.188154139643,12,2013,MAR,6-Sep-88
Mariya SAVINOVA,1506.0329161864684,2,2013,RUS,13-Aug-85
Kenia SINCLAIR,1505.5074721587525,10,2011,JAM,14-Jul-80
Rowena COLE,1505.4995142857142,1,2012,GBR,13-Jan-92
Sofia ENNAOUI,1505.3454797521158,2,2015,POL,30-Aug-95
Yelena KOFANOVA,1505.0628732878358,3,2012,RUS,8-Aug-88
Jessica JUDD,1504.1285164523442,5,2014,GBR,7-Jan-95
Rose Mary ALMANZA,1503.941116663424,10,2015,CUB,13-Jul-92
Coraline MAAMOURI,1502.6089198939103,1,2015,FRA,13-Mar-96
Rosibel GARCÍA,1502.1220237942516,4,2012,COL,13-Feb-81
Anna BALAKSHINA,1501.8145851428574,1,2010,RUS,22-Nov-86
Claire TARPLEE,1501.7920087799248,1,2012,IRL,22-Sep-88
Alice SCHMIDT,1501.6056735064342,5,2012,USA,3-Oct-81
Marilyn OKORO,1501.5142889531016,17,2014,GBR,23-Sep-84
Liliya LOBANOVA,1501.4794067223252,2,2011,UKR,14-Oct-85
Fiona BENSON,1501.0829057961012,2,2015,CAN,25-May-92
Stephanie MICHEA,1500.9602142802482,1,2013,FRA,21-Oct-78
Hedda HYNNE,1500.940914905948,1,2014,NOR,13-Mar-90
Nancy Jebet LANGAT,1500.7681851920215,1,2010,KEN,22-Aug-81
Phillipa AUKETT,1500.5635266970844,1,2012,GBR,9-Sep-84
Kate GRACE,1500.512252055883,1,2013,USA,24-Oct-88
Abeba AREGAWI,1500.4043587031724,2,2015,SWE,5-Jul-90
Morgan UCENY,1500.1382748257606,2,2011,USA,10-Mar-85
Christin WURTH-THOMAS,1500.1062951880322,1,2010,USA,11-Jul-80
Tara BIRD,1499.923723285382,1,2012,GBR,22-Jul-87
Angela PETTY,1499.849882322589,5,2015,NZL,16-Aug-91
Lucia HRIVNÁK,1499.8297771776588,9,2015,SVK,20-Nov-83
Lisa DOBRISKEY,1499.7899451961653,1,2010,GBR,23-Dec-83
Genzeb SHUMI,1499.7091769452627,2,2012,BRN,29-Jan-91
Yelena KOTULSKAYA,1499.690988169405,3,2013,RUS,8-Aug-88
Celia TAYLOR,1499.68193265546,1,2010,GBR,22-Jan-77
Yuneysi SANTIUSTI,1499.6470713529616,5,2012,CUB,24-Dec-84
Zoe Therese BEDOUIN,1499.6468670619538,1,2015,FRA,18-Nov-91
Mary CAIN,1499.6401790576779,2,2014,USA,3-May-96
Victoria GRIFFITHS,1499.6197566222775,1,2010,GBR,9-Oct-84
Annet NEGESA,1499.536031135363,2,2011,UGA,24-Apr-92
Hellen OBIRI,1499.51569776393,1,2011,KEN,13-Dec-89
Adelle TRACEY,1499.5077020518443,1,2012,GBR,27-May-93
Daniela REINA,1499.5058343941714,1,2010,ITA,15-May-81
Nikki HAMBLIN,1499.4921764639107,1,2011,NZL,20-May-88
Elisa CUSMA,1499.4443225187053,3,2010,ITA,24-Jul-81
Phoebe WRIGHT,1499.443062417095,3,2011,USA,30-Aug-88
Erica MOORE,1499.410106006128,1,2012,USA,25-Mar-88
Renata PLIŚ,1499.409950367307,2,2011,POL,5-Feb-85
Hazel CLARK,1499.3974128402112,1,2010,USA,3-Oct-77
Yong LI,1499.3890516668087,1,2010,CHN,18-Jun-88
Luiza GEGA,1499.3412263784205,1,2011,ALB,5-Nov-88
Hind DEHIBA CHAHYD,1499.3227041765376,2,2011,FRA,17-Mar-79
Nelly JEPKOSGEI,1499.281751995236,1,2013,KEN,14-Jul-91
Anna WILLARD,1499.261515107437,6,2012,USA,31-Mar-84
