Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Dontae RICHARDS-KWOK,1496.4675522454345,1,2014,CAN,1-Mar-89
Abdullah Abkar MOHAMMED,1496.4001146020892,1,2016,KSA,1-Jan-97
Yendountien TIEBEKABE,1496.361631340471,1,2013,TOG,18-Jan-91
Prezel HARDY,1496.3307066686043,1,2015,USA,1-Jun-92
Neddy MARIE,1496.2236812410706,1,2013,SEY,6-Feb-90
Courtney Carl WILLIAMS,1496.169001251099,1,2013,VIN,31-Jan-91
Brendon RODNEY,1496.0484440408595,4,2016,CAN,9-Apr-92
Chris CLARKE,1496.0285495232824,2,2015,GBR,25-Jan-90
Mario FORSYTHE,1496.0183442556854,11,2013,JAM,30-Oct-85
Davide MANENTI,1495.4655033170166,1,2016,ITA,16-Apr-89
Serhiy SMELYK,1495.3832468168366,9,2016,UKR,19-Apr-87
Shota IIZUKA,1495.3489793901588,6,2016,JPN,25-Jun-91
Reece PRESCOD,1495.272196635991,1,2016,GBR,29-Feb-96
Trell KIMMONS,1495.086883427428,3,2014,USA,13-Jul-85
Robin EREWA,1495.0834509612018,3,2016,GER,24-Jun-91
Tlotliso Gift LEOTLELA,1495.0506433941205,1,2016,RSA,12-May-98
Solomon BOCKARIE,1494.7222992666138,3,2016,NED,18-May-87
Trayvon BROMELL,1494.6314537040635,1,2016,USA,10-Jul-95
Ryan BAILEY,1494.2907484209043,8,2014,USA,13-Apr-89
Gil ROBERTS,1494.2836139904657,1,2015,USA,15-Mar-89
Alex WILSON,1494.1889038969327,6,2014,SUI,19-Sep-90
Emmanuel MATADI,1494.0606845673597,1,2016,LBR,15-Apr-91
Sydney SIAME,1493.7937241183408,1,2015,ZAM,7-Oct-97
Charles SILMON,1493.7349860804047,1,2015,USA,4-Jul-91
Phearath NGET,1493.7296951284447,1,2015,CAM,27-Mar-93
Alex HARTMANN,1493.647550466028,1,2016,AUS,7-Mar-93
Arnout MATTHIJS,1493.5436103618663,1,2015,BEL,10-Apr-87
Curtis MITCHELL,1493.5273352358781,13,2015,USA,11-Mar-89
Johan WISSMAN,1493.4525037604185,1,2015,SWE,2-Nov-82
Mohammed ABUKHOUSA,1493.3192320120802,1,2015,PLE,30-Dec-92
Kyle GREAUX,1493.1798061382065,3,2016,TTO,26-Apr-88
Diego MARANI,1493.136166784398,2,2015,ITA,27-Apr-90
Leo CARRIERE,1493.1218670619537,1,2016,FRA,23-Jun-95
Zhenye XIE,1492.6783265935037,4,2015,CHN,17-Aug-93
Luka RAKIĆ,1492.3914375470122,2,2015,MNE,2-Aug-91
Aleixo Platini MENGA,1492.3518448227385,1,2016,GER,29-Sep-87
Aziz OUHADI,1492.1295960018488,3,2016,MAR,24-Jul-84
Bruno Lins TENORIO DE BARROS,1492.1027600867033,8,2016,BRA,7-Jan-87
Emmanuel DASOR,1491.8094179923955,1,2016,GHA,14-Sep-95
Antoine ADAMS,1491.5316046971434,5,2016,SKN,31-Aug-88
Jonathan BORLÉE,1491.3570923112236,3,2016,BEL,22-Feb-88
Mauriel CARTY,1491.1114235033046,1,2015,AIA,29-May-97
Beouch NGIRCHONGOR,1491.0812740194822,1,2015,NMI,1994
Stanly DEL CARMEN,1490.9030434082615,1,2016,DOM,20-Sep-95
Robin VANDERBEMDEN,1490.4109838770482,1,2016,BEL,10-Feb-94
Kei TAKASE,1490.2876790303972,6,2016,JPN,25-Nov-88
Adrian GRIFFITH,1489.2069090395069,1,2016,BAH,11-Nov-84
Jak Ali HARVEY,1488.801564037351,1,2016,TUR,4-May-89
Chijindu UJAH,1488.6411532095717,2,2016,GBR,5-Mar-94
Jeremy DODSON,1488.6137100551045,9,2016,USA,30-Aug-87
Christophe EMICA,1488.530603445087,1,2016,FRA,17-Jul-79
Shavez HART,1488.3228311654177,1,2016,BAH,6-Sep-92
Ihor BODROV,1487.8430134268756,1,2016,UKR,9-Jul-87
Jerai TORRES,1487.6268702692607,2,2015,GIB,25-May-94
Levi Asher CADOGAN,1487.4440146284223,1,2016,BAR,8-Nov-95
Ali LIAQAT,1487.3235413375146,2,2015,PAK,6-Aug-83
Tatenda TSUMBA,1486.7383013550766,2,2016,ZIM,12-Nov-91
Adama JAMMEH,1486.0462904780202,2,2016,GAM,10-Jun-93
Kenji FUJIMITSU,1485.797689643693,4,2016,JPN,1-May-86
Cruz Rolando PALACIOS,1485.5565962733199,3,2016,HON,3-May-87
Yancarlos MARTÍNEZ,1484.2791130732357,4,2016,DOM,8-Jul-92
Sibusiso MATSENJWA,1484.0914372737943,4,2016,SWZ,2-May-88
Teray SMITH,1483.704328864214,2,2016,BAH,28-Sep-94
Ahmed ALI,1483.4172583506745,1,2016,SUD,15-Nov-93
Isiah YOUNG,1483.3472707594146,14,2016,USA,5-Jan-90
Theo PINIAU,1482.9864604783365,1,2016,PNG,8-Jun-93
Brandon JONES,1482.7240835812356,1,2016,BIZ,19-Jul-87
Fabrice DABLA,1482.6369577191008,1,2016,TOG,20-Nov-92
Gavin SMELLIE,1482.4373133482247,2,2016,CAN,26-Jun-86
Eseosa Fostine DESALU,1481.2105766750583,3,2016,ITA,19-Feb-94
Aldemir JUNIOR,1480.2651610422613,5,2016,BRA,8-Jun-92
Bernardo BALOYES,1480.0523337597756,2,2016,COL,6-Jan-94
Tre HOUSTON,1480.0240906219494,2,2016,BER,23-Mar-90
Tega ODELE,1479.989953306983,2,2016,NGR,6-Dec-95
Carvin NKANATA,1479.2040250388204,5,2016,KEN,6-May-91
Didier KIKI,1479.189835350212,2,2016,BEN,30-Nov-95
Karol ZALEWSKI,1478.8135314663818,8,2016,POL,7-Aug-93
Jaysuma SAIDY NDURE,1478.5177304436538,29,2016,NOR,1-Jul-84
Mosito LEHATA,1472.1020739782348,6,2016,LES,8-Apr-89
James ELLINGTON,1462.173565149944,18,2016,GBR,6-Sep-85
