Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Usain BOLT,1650.167496720229,25,2016,JAM,21-Aug-86
Alonso EDWARD,1576.070892804187,33,2016,PAN,8-Dec-89
André DE GRASSE,1570.2604148533758,4,2016,CAN,10-Nov-94
Justin GATLIN,1566.7177893186329,9,2016,USA,10-Feb-82
Christophe LEMAITRE,1561.713487133376,27,2016,FRA,11-Jun-90
Churandy MARTINA,1556.1877121030907,42,2016,AHO,3-Jul-84
Adam GEMILI,1548.9683595194997,9,2016,GBR,6-Oct-93
Zharnel HUGHES,1540.307870722684,6,2015,AIA,13-Jul-95
LaShawn MERRITT,1536.9077232695968,3,2016,USA,27-Jun-86
Ameer WEBB,1536.3206505414937,7,2016,USA,19-Mar-91
Anaso JOBODWANA,1530.8441716654124,16,2016,RSA,30-Jul-92
Warren WEIR,1529.3663512777189,20,2015,JAM,31-Oct-89
Julian FORTE,1524.8596095181485,10,2016,JAM,7-Jan-93
Femi OGUNODE,1522.9355867183172,12,2016,QAT,15-May-91
Bruno HORTELANO-ROIG,1519.0699325103317,7,2016,ESP,18-Sep-91
Alan DUVIGNEAU,1518.75,1,2016,FRA,3-Feb-95
Ramil GULIYEV,1518.1106740431023,9,2016,TUR,29-May-90
Nickel ASHMEADE,1516.8462989256936,34,2016,JAM,7-Apr-90
Salem Eid YAQOOB,1515.5608414118303,2,2016,BRN,1-Mar-96
Yohan BLAKE,1514.157870803053,10,2016,JAM,26-Dec-89
Nethaneel MITCHELL-BLAKE,1511.0775469436735,2,2016,GBR,2-Apr-94
Walter DIX,1510.4231513965042,15,2016,USA,31-Jan-86
Miguel FRANCIS,1509.6756318853763,4,2015,ANT,28-Mar-95
Divine ODUDURU,1509.4511637545684,2,2016,NGR,7-Oct-96
Wilfried KOFFI HUA,1508.8289935985808,3,2016,CIV,12-Oct-87
Nery BRENES,1508.7593046537554,3,2016,CRC,25-Sep-85
Aaron BROWN,1508.4077001002865,8,2016,CAN,27-May-92
Rondel SORRILLO,1508.1740075293587,11,2016,TTO,21-Jan-86
Jason YOUNG,1506.6197413526643,8,2013,JAM,21-Mar-91
Dedric DUKES,1506.1860256717202,1,2015,USA,4-Feb-92
Julian REUS,1505.7551001684496,2,2016,GER,29-Apr-88
Daniel TALBOT,1505.2603709734137,10,2016,GBR,1-May-91
Abdul Hakim SANI BROWN,1505.0020281986267,2,2015,JPN,6-Mar-99
Clarence MUNYAI,1504.515639482508,1,2016,RSA,20-Feb-98
Ramon GITTENS,1504.2920029920815,1,2016,BAR,20-Jul-87
Wallace SPEARMON,1503.971682431168,18,2014,USA,24-Dec-84
Lykourgos-Stefanos TSAKONAS,1503.8392356926288,13,2016,GRE,8-Mar-90
Rasheed DWYER,1503.6946499847381,14,2015,JAM,29-Jan-89
Jimmy VICAUT,1503.115390504293,4,2013,FRA,27-Feb-92
Dylan VERMONT,1502.6672618895782,1,2016,FRA,24-Aug-99
Jorge VIDES,1502.3694214498505,1,2016,BRA,24-Nov-92
Roberto SKYERS,1502.1247883493909,6,2016,CUB,12-Nov-91
Matteo GALVAN,1501.8596190350108,2,2016,ITA,24-Aug-88
Alex QUIÑÓNEZ,1501.558996309751,5,2013,ECU,11-Aug-89
Tyson GAY,1501.2575577485295,3,2014,USA,9-Aug-82
Christian MALCOLM,1500.7398969846333,10,2012,GBR,3-Jun-79
Akani SIMBINE,1500.722040458139,2,2015,RSA,21-Sep-93
Sean MCLEAN,1500.4771153047154,2,2016,USA,23-Mar-92
Michael MATHIEU,1500.3558579213638,2,2012,BAH,24-Jun-84
Kamil KRYŃSKI,1500.354912341238,2,2012,POL,12-May-87
Jared CONNAUGHTON,1500.264931155339,3,2012,CAN,20-Jul-85
Angelo TAYLOR,1500.2523161588365,2,2010,USA,29-Dec-78
Hitoshi SAITO,1500.1793767208383,2,2011,JPN,9-Oct-86
Winston GEORGE,1500.0529957641027,1,2013,GUY,19-May-87
Daniel Alfonso GRUESO,1500.0202057499382,1,2011,COL,30-Jul-85
Kim COLLINS,1499.9292199294923,3,2011,SKN,5-Apr-76
Michael HERRERA,1499.867168666939,3,2012,CUB,5-Jun-85
Noah AKWU,1499.85184988744,1,2012,NGR,23-Sep-90
Jason LIVERMORE,1499.822612635103,3,2014,JAM,25-Apr-88
Steve MULLINGS,1499.782974535622,2,2010,JAM,29-Nov-82
Ronald POGNON,1499.7824959504132,1,2010,FRA,16-Nov-82
Wayde VAN NIEKERK,1499.771836001356,2,2015,RSA,15-Jul-92
Amr Ibrahim Mostafa SEOUD,1499.7362249610767,3,2012,EGY,10-Jun-86
Andrew HOWE,1499.689166035648,2,2014,ITA,12-May-85
Yuichi KOBAYASHI,1499.688315456861,2,2013,JPN,25-Aug-89
Calvin SMITH,1499.6511002394268,1,2010,USA,10-Dec-87
Brendan CHRISTIAN,1499.6356809290423,2,2012,ANT,11-Dec-83
Aaron ARMSTRONG,1499.6299705285114,1,2010,TTO,14-Oct-77
Ben Youssef MEITÉ,1499.5474960336287,1,2011,CIV,11-Nov-86
Peimeng ZHANG,1499.5402032537254,2,2013,CHN,13-Mar-87
Brijesh LAWRENCE,1499.5274739373112,1,2011,SKN,27-Dec-89
Isaac MAKWALA,1499.5133545982465,1,2013,BOT,24-Sep-85
Pierre Alexis PESSONNEAUX,1499.5019993997623,1,2011,FRA,25-Nov-87
Craig PICKERING,1499.4989979648249,1,2010,GBR,16-Oct-86
Lalonde GORDON,1499.4960159257953,2,2013,TTO,25-Nov-88
Mingxuan LI,1499.4907983382723,1,2010,CHN,4-Mar-86
Kind BUTLER,1499.471712187789,1,2013,USA,8-Apr-89
Jordan BOASE,1499.4629129270065,2,2011,USA,10-Oct-85
Teddy TINMAR,1499.4082083903054,1,2011,FRA,30-May-87
Marlon DEVONISH,1499.391367896831,3,2010,GBR,1-Jun-76
Richard KILTY,1499.3573620668199,2,2015,GBR,2-Sep-89
Lebogang MOENG,1499.3553213530458,1,2011,RSA,10-Oct-89
Thuso MPUANG,1499.2674292329355,1,2011,RSA,1-Mar-84
Nilson Andre DE OLIVEIRA,1499.2669605940473,1,2011,BRA,30-Jan-86
Pavel MASLÁK,1499.217116835062,3,2012,CZE,21-Feb-91
Shinji TAKAHIRA,1499.2057297663373,5,2012,JPN,18-Jul-84
Rytis SAKALAUSKAS,1499.2036340512182,1,2011,LTU,27-Jun-87
Jonathan ÅSTRAND,1499.1969420760543,4,2012,FIN,9-Sep-85
Bryan BARNETT,1499.1730058891421,1,2011,CAN,10-Feb-87
Leroy DIXON,1499.157805605494,1,2011,USA,20-Jun-83
Xavier CARTER,1499.1467980874563,7,2011,USA,8-Dec-85
Brian DZINGAI,1499.1399927899083,1,2011,ZIM,29-Apr-81
Leon BAPTISTE,1499.1377868929164,1,2011,GBR,23-May-85
Gabriel MVUMVURE,1499.056861257864,1,2011,ZIM,23-Feb-88
Marc SCHNEEBERGER,1499.0344283900158,3,2011,SUI,5-Jul-81
David BOLARINWA,1499.0081083961363,1,2013,GBR,20-Oct-93
Sebastian ERNST,1498.992062006646,2,2011,GER,11-Oct-84
Darvis PATTON,1498.9720807843937,5,2013,USA,4-Dec-77
Carlos Rafael JORGE,1498.9597502714041,1,2012,DOM,24-Sep-86
Ramone MCKENZIE,1498.9421533283135,1,2013,JAM,15-Nov-90
Delano WILLIAMS,1498.8130786328566,3,2013,GBR,23-Dec-93
Ainsley WAUGH,1498.7556586990083,6,2011,JAM,17-Sep-81
Harry AIKINES-ARYEETEY,1498.70200787055,1,2012,GBR,29-Aug-88
Sergio RUIZ,1498.6944257046196,1,2013,ESP,21-Oct-89
Roudy MONROSE,1498.684787115652,1,2011,HAI,26-Apr-78
Leeroy HENRIETTE,1498.6629885063994,1,2011,SEY,7-Jan-91
Khalilur RAHMAN,1498.64949318878,1,2011,BAN,1-Feb-90
Calvin DASCENT,1498.6446280785103,1,2011,ISV,5-Apr-89
Holder Ocante DA SILVA,1498.6412544207515,1,2011,GBS,22-Jan-88
Ben BASSAW,1498.6249357493807,1,2012,FRA,9-Jul-89
Vyacheslav MURAVYEV,1498.5077187754073,1,2012,KAZ,14-Jul-82
Christian REYES,1498.4513166783172,1,2012,CHI,5-Aug-86
Richard THOMPSON,1498.4496093953699,3,2012,TTO,7-Jun-85
Arnaldo ABRANTES,1498.4132221667965,2,2012,POR,27-Nov-86
Trevorano MACKEY,1498.3747232691985,1,2012,BAH,5-Jan-92
Paul HESSION,1498.362103395202,6,2012,IRL,27-Jan-83
José Carlos HERRERA,1498.324941793925,4,2016,MEX,5-Feb-86
Titus Kafunda MUKHALA,1498.295158435999,1,2013,ZAM,3-Aug-93
Omar Jouma Bilal AL SALFA,1498.2688462996189,2,2011,UAE,15-Oct-89
Marvin ANDERSON,1498.2518581574363,11,2012,JAM,12-May-82
Patrick VAN LUIJK,1498.249976278547,2,2012,NED,17-Sep-84
Lestrod ROLAND,1498.2307689318131,1,2013,SKN,5-Sep-92
Jan ŽUMER,1498.2202661530682,1,2013,SLO,9-Jun-82
Marek NIIT,1498.0330887260807,2,2012,EST,9-Aug-87
Enrico DEMONTE,1497.9619006364728,1,2013,ITA,25-Sep-88
Reynier MENA,1497.9442985150654,3,2016,CUB,21-Nov-96
Méba-Mickaël ZEZE,1497.9319191541545,1,2013,FRA,19-May-94
Jidou EL MOCTAR,1497.8131253616825,1,2012,MTN,8-Jul-85
Ibrahim TURAY,1497.7749831153587,1,2012,SLE,4-Sep-93
Maurice MITCHELL,1497.769222282846,5,2013,USA,22-Dec-89
Joel REDHEAD,1497.7652840962182,1,2012,GRN,3-Jul-86
Jean-Yves ESPARON,1497.7619348528215,1,2012,SEY,8-Aug-94
Terrel COTTON,1497.6709228742525,2,2015,USA,19-Jul-88
Kevin THOMPSON,1497.6460642516874,1,2013,JAM,5-Aug-86
Sandro Ricardo RODRIGUES VIANA,1497.63428425833,2,2012,BRA,26-Mar-77
Ratu Banuve TABAKAUCORO,1497.61045925422,1,2013,FIJ,4-Sep-92
Calesio NEWMAN,1497.5948555554764,4,2013,USA,20-Aug-86
Reto Amaru SCHENKEL,1497.5898424682523,3,2012,SUI,28-Apr-88
Aleksandr KHYUTTE,1497.5609527232748,1,2013,RUS,29-Sep-88
Julius MORRIS,1497.5358242823208,1,2015,MNT,14-Apr-94
Tremaine HARRIS,1497.5332505638648,3,2013,CAN,10-Feb-92
Jamial ROLLE,1497.5152866206686,1,2013,BAH,16-Apr-80
Mitchel DAVIS,1497.50699197515,1,2013,DMA,17-Aug-91
Jeffrey JOHN,1497.433220436701,1,2015,FRA,6-Jun-92
Emmanuel CALLENDER,1497.4205457268376,4,2012,TTO,10-May-84
Burkheart ELLIS JR,1497.3649555175616,1,2016,BAR,18-Sep-92
Hitjivirue KAANJUKA,1497.341355443866,1,2013,NAM,29-Dec-87
Brandon BYRAM,1497.3260928940322,1,2014,USA,11-Sep-88
Ayman Mohammed AHMED SAID,1497.2814028481143,1,2013,EGY,10-Oct-88
Luguelín SANTOS,1497.2602504052115,1,2013,DOM,12-Nov-92
Shawn CRAWFORD,1497.1337505777587,6,2012,USA,14-Jan-78
Loic PICON,1496.930267603381,1,2016,FRA,7-Jun-91
Mike MOKAMBA,1496.9086483755837,1,2015,KEN,28-Aug-94
Harry ADAMS,1496.7802956427654,2,2015,USA,27-Nov-89
Nil DE OLIVEIRA,1496.5702918192071,2,2013,SWE,3-Sep-86
