Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Sifan HASSAN,1577.2786459332929,37,2019,ETH,1-Jan-93
Faith KIPYEGON,1568.408904912782,35,2020,KEN,10-Jan-94
Laura MUIR,1562.056358030336,33,2020,GBR,9-May-93
Genzebe DIBABA,1540.7705205880388,26,2019,ETH,8-Feb-91
Shelby HOULIHAN,1536.9624580148861,11,2019,USA,8-Feb-93
Gudaf TSEGAY,1535.808592158344,32,2019,ETH,23-Jan-97
Gabriela DEBUES-STAFFORD,1516.068203351646,8,2019,CAN,13-Sep-95
Rababe ARAFI,1515.212044704098,40,2019,MAR,12-Jan-91
Caster SEMENYA,1513.973220937507,6,2018,RSA,7-Jan-91
Winny CHEBET,1513.127517347259,23,2020,KEN,20-Dec-90
Jenny SIMPSON,1511.3614019634706,52,2019,USA,23-Aug-86
Konstanze KLOSTERHALFEN,1510.1187470260802,7,2019,GER,18-Feb-97
Adéla HLUCHÁ,1508.1535714285715,1,2020,CZE,10-Jul-01
Laura WEIGHTMAN,1505.8490959275455,39,2020,GBR,1-Jul-91
Meraf BAHTA,1505.572884858792,15,2017,SWE,24-Jun-89
Shannon ROWBURY,1505.3239852106417,38,2020,USA,19-Sep-84
Abeba AREGAWI,1504.37668737099,33,2015,ETH,5-Jul-90
Dawit SEYAUM,1503.5535803666578,23,2019,ETH,27-Jul-96
Hellen OBIRI,1503.2439924841874,28,2020,KEN,13-Dec-89
Jessica HULL,1503.202484062741,4,2020,AUS,22-Oct-96
Angelika CICHOCKA,1503.110218342184,18,2018,POL,15-Mar-88
Yolanda NGARAMBE,1502.8869173547466,3,2019,SWE,14-Sep-91
Winnie NANYONDO,1502.5881927282614,9,2020,UGA,23-Aug-93
Lucia KESZEGHOVÁ,1502.5002806050868,1,2020,SVK,3-Apr-96
Hanna KLEIN,1502.0075589015864,4,2020,GER,6-Apr-93
Mercy CHERONO,1501.8700034045612,4,2015,KEN,7-May-91
Tatyana TOMASHOVA,1501.0100949306998,6,2015,RUS,1-Jul-75
Tereza HLUCHÁ,1500.6222041349843,1,2020,CZE,10-Jul-01
Maryam Yusuf JAMAL,1500.5625972181124,23,2014,BRN,16-Sep-84
Melissa COURTNEY-BRYANT,1500.4145617086892,2,2020,GBR,30-Aug-93
Nancy Jebet LANGAT,1500.4129001915644,21,2013,KEN,22-Aug-81
Viola Jelagat KIBIWOT,1500.3792152057258,21,2015,KEN,22-Dec-83
Anna MISHCHENKO,1500.3372969569275,8,2012,UKR,25-Aug-83
Kenia SINCLAIR,1500.2912017317853,1,2011,JAM,14-Jul-80
Anna WILLARD,1500.2749036446944,8,2012,USA,31-Mar-84
Kate VAN BUSKIRK,1500.2233728658812,2,2013,CAN,9-Jun-87
Kalkidan GEZAHEGNE,1500.1978770734077,8,2011,ETH,8-May-91
Violah CHEPTOO,1500.167592977879,6,2016,KEN,1-Mar-89
Mariem ALAOUI SELSOULI,1500.163666132844,1,2011,MAR,8-Apr-84
Meseret DEFAR,1500.0767867744667,1,2010,ETH,19-Nov-83
Ibtissam LAKHOUAD,1500.0743985586587,17,2013,MAR,7-Dec-80
Lisa DOBRISKEY,1500.0643092025612,17,2013,GBR,23-Dec-83
Gelete BURKA,1500.0405671899398,12,2013,ETH,23-Jan-86
Helen CLITHEROE,1500.0153277734876,2,2011,GBR,2-Jan-74
Ann Karindi MWANGI,1499.9851104815953,1,2010,KEN,8-Dec-88
Lucia HRIVNÁK,1499.9715394845732,5,2012,SVK,20-Nov-83
René KALMER,1499.9672638614402,1,2010,RSA,3-Nov-80
Erin DONOHUE,1499.9637989346456,3,2011,USA,8-May-83
Brianna FELNAGLE,1499.962264959047,1,2011,USA,9-Dec-86
Shalane FLANAGAN,1499.956600489389,2,2011,USA,8-Jul-81
Sally KIPYEGO,1499.9540685653762,1,2011,KEN,19-Dec-85
Morag MACLARTY,1499.9511425631626,1,2010,GBR,10-Feb-86
Molly HUDDLE,1499.9453764236218,1,2011,USA,31-Aug-84
Lindsey GALLO,1499.940569456126,1,2010,USA,29-Nov-81
Charlotte BROWNING,1499.939043716294,1,2010,GBR,8-Oct-87
Charlotte SCHÖNBECK,1499.937811137158,1,2010,SWE,22-Dec-84
Fanjanteino FELIX,1499.937435362397,2,2011,FRA,26-Jan-80
Nuria FERNÁNDEZ,1499.9367143075565,6,2012,ESP,16-Aug-76
Lidia CHOJECKA,1499.935343674259,1,2011,POL,25-Jan-77
Heidi DAHL,1499.9344939860794,1,2010,USA,15-Feb-86
Malindi ELMORE,1499.9222511740668,2,2011,CAN,13-Mar-80
Stevie STOCKTON,1499.918317899463,1,2011,GBR,23-Aug-89
Stacey SMITH,1499.9076006991722,3,2011,GBR,24-Feb-90
Genzeb SHUMI,1499.8969658562762,3,2012,BRN,29-Jan-91
Thandiwe NYATHI,1499.8968113151357,1,2011,ZIM,26-May-92
Hilary STELLINGWERFF,1499.8900306844193,10,2016,CAN,7-Aug-81
Sinimole PAULOSE,1499.889421734579,1,2012,IND,24-Jun-83
Abbey MCGHEE,1499.888591647994,1,2011,GBR,2-Mar-90
Fei XUE,1499.8708059601336,1,2012,CHN,8-Aug-89
Elizabeth MALOY,1499.8684332405237,1,2012,USA,10-Aug-85
Janet ACHOLA,1499.8625210564126,1,2012,UGA,26-Jun-88
Sara HALL,1499.8572456538072,2,2011,USA,15-Apr-83
Lucy OLIVER,1499.8498274256895,2,2012,NZL,18-Nov-88
Hind DEHIBA CHAHYD,1499.8492948134808,5,2012,FRA,17-Mar-79
Christin WURTH-THOMAS,1499.8470887527083,9,2011,USA,11-Jul-80
Yelena KOROBKINA,1499.8387802139703,3,2013,RUS,25-Nov-90
Meskerem ASSEFA,1499.8377180479088,6,2012,ETH,3-Oct-91
Tereza ČAPKOVÁ,1499.837033804728,1,2012,CZE,24-Jul-87
Viktoria TEGENFELDT,1499.8355408586872,1,2012,SWE,27-Sep-87
Marina MUNĆAN,1499.820967653689,2,2012,SRB,6-Nov-82
Josephine MOULTRIE,1499.8115855265223,1,2013,GBR,19-Nov-90
Federica DEL BUONO,1499.809215774194,1,2014,ITA,12-Dec-94
Senbere TEFERI,1499.7953216898918,5,2015,ETH,3-May-95
Yelena SOBOLEVA,1499.7822305606342,3,2013,RUS,3-Oct-82
Emma JACKSON,1499.7789410494124,1,2013,GBR,7-Jun-88
Gabriele GRUNEWALD,1499.74960375325,12,2015,USA,25-Jun-86
Janeth JEPKOSGEI,1499.7465202465569,6,2013,KEN,13-Dec-83
Lea WALLACE,1499.7315426315322,2,2013,USA,19-Dec-88
Yekaterina POISTOGOVA,1499.7312121183659,1,2013,RUS,1-Mar-91
Kaila MCKNIGHT,1499.7266395704146,7,2012,AUS,5-May-86
Rachel SCHNEIDER,1499.7257625623533,1,2015,USA,18-Jul-91
Chancel ILUNGA SANKURU,1499.708527874261,1,2012,COD,28-Dec-95
Natalia RODRÍGUEZ,1499.7081524818059,9,2013,ESP,2-Jun-79
Rosibel GARCÍA,1499.6855515279083,1,2013,COL,13-Feb-81
Irene JELAGAT,1499.6744003960562,7,2015,KEN,10-Dec-88
Ioana Raluca DOAGĂ,1499.6721411016772,1,2013,ROU,5-Apr-92
Gesa Felicitas KRAUSE,1499.6677643527387,1,2016,GER,3-Aug-92
Fang LIU,1499.659213844193,1,2014,CHN,25-Feb-90
Almenesh BELETE,1499.6507558917638,2,2013,ETH,26-Jul-89
Colleen QUIGLEY,1499.6402941096458,1,2017,USA,20-Nov-92
Sonja ROMAN,1499.6397556045713,3,2013,SLO,11-Mar-79
Susan KRUMINS,1499.6352728388606,5,2013,NED,8-Jul-86
Julia-Anna Lily BELL,1499.6322890206511,1,2020,CZE,22-Apr-01
Tizita BOGALE,1499.6190543255104,3,2013,ETH,13-Jul-93
Corinna HARRER,1499.5896836530974,5,2013,GER,19-Jan-91
Aisha PRAUGHT-LEER,1499.5832765201503,1,2019,JAM,14-Dec-89
Selah BUSIENEI,1499.5796393913583,1,2015,KEN,27-Dec-91
Gladis Nataly LANDAVERDE,1499.5718520786113,2,2012,ESA,1-Mar-90
Elise CRANNY,1499.5602016828234,1,2014,USA,9-May-96
Hannah ENGLAND,1499.5226454681651,22,2015,GBR,6-Mar-87
Emma COBURN,1499.509815131048,1,2015,USA,19-Oct-90
Elinor PURRIER,1499.489924797921,1,2019,USA,20-Feb-95
Isabel MACÍAS,1499.4763223821656,4,2013,ESP,11-Aug-84
Mary CAIN,1499.4242469223022,5,2015,USA,3-May-96
