Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Salwa Eid NASER,1610.2197841882976,23,2019,BRN,23-May-98
Shaunae MILLER-UIBO,1559.493680811333,23,2019,BAH,15-Apr-94
Shericka JACKSON,1531.4535972399951,23,2019,JAM,16-Jul-94
Stephenie Ann MCPHERSON,1525.8932756996946,55,2019,JAM,25-Nov-88
Phyllis FRANCIS,1525.5018260575316,24,2019,USA,4-May-92
Wadeline JONATHAS,1522.5818911718732,5,2020,USA,19-Feb-98
Allyson FELIX,1519.213019804552,24,2017,USA,18-Nov-85
Aminatou SEYNI,1513.2089135691517,2,2019,NIG,24-Oct-96
Natasha HASTINGS,1512.9571218145707,48,2017,USA,23-Jul-86
Iga BAUMGART-WITAN,1512.467211912949,7,2020,POL,11-Apr-89
Paola MORÁN,1509.5352509935142,2,2019,MEX,25-Feb-97
Lieke KLAVER,1508.4931752446537,2,2020,NED,20-Aug-98
Francena MCCORORY,1507.981341437869,41,2016,USA,20-Oct-88
Lynna IRBY,1507.9271490146837,1,2020,USA,6-Dec-98
Sada WILLIAMS,1507.4549824459482,2,2019,BAR,1-Dec-97
Marina KOLLÁR,1507.35,1,2020,CZE,29-Jul-04
Sydney MCLAUGHLIN,1506.6285069792752,1,2019,USA,7-Aug-99
Novlene WILLIAMS-MILLS,1506.3020067121138,61,2017,JAM,26-Apr-82
Caster SEMENYA,1505.65074915592,3,2018,RSA,7-Jan-91
Quanera HAYES,1504.4733297502057,4,2017,USA,7-Mar-92
Amantle MONTSHO,1504.3619946065476,46,2017,BOT,4-Jul-83
Shakima WIMBLEY,1504.3206246323284,12,2019,USA,23-Apr-95
Christine DAY,1503.473178296675,23,2016,JAM,23-Aug-86
Justyna ŚWIĘTY-ERSETIC,1503.1544008399896,18,2020,POL,3-Dec-92
Sanya RICHARDS-ROSS,1503.040576913188,23,2016,USA,26-Feb-85
Christine OHURUOGU,1502.6827637444267,34,2016,GBR,17-May-84
Chrisann GORDON,1502.6516644897463,3,2017,JAM,18-Sep-94
Mary MORAA,1502.2720590980484,2,2019,KEN,15-Jun-00
Galefele MOROKO,1502.2217707148811,1,2019,BOT,16-Apr-97
Agné ŠERKŠNIENĖ,1502.2128348813926,3,2020,LTU,18-Feb-88
Adéla ZDRAŽILOVÁ,1501.8436814511278,1,2020,CZE,23-Dec-00
Julienne MBOCK-HANG,1501.7496,1,2016,CMR,2-Jun-99
Kemi ADEKOYA,1501.6190011145227,3,2016,BRN,16-Jan-93
Kseniya AKSYONOVA,1501.2876492671987,3,2019,RUS,14-Jan-88
Shamier LITTLE,1501.0019520448125,2,2018,USA,20-Mar-95
