Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Pascal MARTINOT-LAGARDE,1617.2905414438133,13,2014,FRA,22-Sep-91
David OLIVER,1562.2612244650684,42,2014,USA,24-Apr-82
Hansle PARCHMENT,1550.7511022261353,11,2014,JAM,17-Jun-90
Sergey SHUBENKOV,1538.6463049459471,23,2014,RUS,4-Oct-90
Aries MERRITT,1537.6680430426884,32,2014,USA,24-Jul-85
Xiang LIU,1532.8129168684036,9,2012,CHN,13-Jul-83
Wenjun XIE,1531.5012748252107,9,2014,CHN,11-Jul-90
Orlando ORTEGA,1524.9932065471003,11,2014,CUB,29-Jul-91
Dayron ROBLES,1515.5608533931713,14,2014,CUB,19-Nov-86
Ryan BRATHWAITE,1514.232752618216,18,2014,BAR,6-Jun-88
Ryan WILSON,1511.8774307924377,35,2014,USA,19-Dec-80
Andrew RILEY,1510.0524358729417,13,2014,JAM,6-Sep-88
Thomas DELMESTRE,1509.8702854741032,1,2013,FRA,31-Mar-91
Jason RICHARDSON,1507.0992997592061,42,2014,USA,4-Apr-86
William SHARMAN,1506.6412467728155,22,2014,GBR,12-Sep-84
Artur NOGA,1505.455299444192,11,2013,POL,2-May-88
Andrew TURNER,1503.4919485042453,21,2012,GBR,19-Sep-80
Adrien DEGHELT,1502.5150020441893,2,2012,BEL,10-May-85
Andrew POZZI,1500.4567619930249,1,2012,GBR,15-May-92
Emanuele ABATE,1500.3930049902722,4,2013,ITA,8-Jul-85
Guillaume WOLFF,1500.285542242088,1,2013,FRA,4-Mar-89
Dexter FAULK,1500.261569477112,2,2012,USA,14-Apr-84
Ronnie ASH,1500.1397852525372,5,2014,USA,2-Jul-88
Wayne DAVIS,1499.7738378397198,4,2013,TTO,22-Aug-91
Allen JOHNSON,1499.4698877591002,1,2010,USA,1-Mar-71
Christopher BAILLIE,1499.322090568137,1,2010,GBR,21-Apr-81
Richard PHILLIPS,1499.12176931969,3,2012,JAM,26-Jan-83
Damien BROOTHAERTS,1498.985882215958,1,2010,BEL,13-Mar-83
Yin JING,1498.9817527780144,1,2010,CHN,23-May-88
Mike VAN KRUCHTEN,1498.5626007892654,1,2010,NED,7-Apr-87
Dayron CAPETILLO,1498.5453449089334,1,2010,CUB,11-Sep-87
Wei JI,1498.5339008575684,1,2010,CHN,5-Feb-84
Helge SCHWARZER,1498.4593652011022,1,2010,GER,26-Nov-85
Maksim LYNSHA,1498.2911406340281,2,2012,BLR,6-Apr-85
John YARBROUGH,1498.1606794014926,2,2010,USA,16-Aug-85
Matthias BÜHLER,1498.0373175415702,1,2012,GER,2-Sep-86
Willi MATHISZIK,1497.8383417294617,2,2011,GER,17-Jun-84
Tasuku TANONAKA,1497.7496455089731,1,2011,JPN,23-Sep-78
Terrence TRAMMELL,1497.7456107689006,1,2011,USA,23-Nov-78
Paulo César VILLAR,1497.6927330905555,4,2012,COL,28-Jul-78
Barrett NUGENT,1497.513894101848,2,2013,USA,29-Jan-90
Selim NURUDEEN,1497.49158360633,3,2013,NGR,1-Feb-83
Dominik BOCHENEK,1497.3561169595637,1,2011,POL,14-May-87
Eddie LOVETT,1497.241538841296,1,2013,ISV,25-Jun-92
Alex AL AMEEN,1497.1386579791642,1,2012,GBR,2-Mar-89
Joao ALMEIDA,1497.0667856826724,1,2012,POR,5-Apr-88
Koen SMET,1497.008347912542,1,2013,NED,9-Aug-92
Kevin CRADDOCK,1496.951865496342,4,2012,USA,25-Jun-87
David PAYNE,1496.6686832008254,6,2013,USA,24-Jul-82
Dániel KISS,1496.5537205725936,2,2012,HUN,12-Feb-82
Aleksey DRYOMIN,1496.5018811997663,1,2012,RUS,10-May-89
Fawzi Dahash AL SHAMMARI,1496.4716746066201,1,2012,KUW,13-Feb-79
Ignacio MORALES,1496.4239337802442,1,2013,CUB,28-Jan-87
Tae-kyong PARK,1496.4131487435852,1,2011,KOR,30-Jul-80
Andreas KUNDERT,1496.3053650585848,2,2011,SUI,1-Oct-84
Jackson QUINÓNEZ,1496.2062839519829,1,2012,ESP,12-Jun-80
Konstantin SHABANOV,1496.1802409330799,3,2013,RUS,17-Nov-89
Konstantinos DOUVALIDIS,1496.1111439330534,4,2013,GRE,10-Mar-87
Dominic BERGER,1495.8474658881814,2,2011,USA,19-May-86
Rohollah ASHGARI GANDMANI,1495.7133381492224,1,2012,IRI,8-Jan-82
Lawrence CLARKE,1495.4582205428942,10,2013,GBR,12-Mar-90
Jeffrey JULMIS,1495.4510698110757,1,2012,HAI,30-Sep-87
Bano TRAORE,1495.328790020635,2,2013,FRA,25-Apr-85
Garfield DARIEN,1495.2011709568742,9,2012,FRA,22-Dec-87
Yordan O'FARRILL,1494.9104487813634,2,2014,CUB,9-Feb-93
Alexander JOHN,1494.7217868999737,3,2012,GER,3-May-86
Ronald FORBES,1494.6516025903445,3,2012,CAY,5-Apr-85
Héctor COTTO,1494.538804142561,2,2012,PUR,25-Apr-84
Greggmar SWIFT,1494.3469304241803,2,2013,BAR,16-Feb-91
Antwon HICKS,1494.2343544367668,4,2013,USA,12-Mar-83
Philip NOSSMY,1494.18455935948,2,2013,SWE,6-Dec-82
Ronald Roosevelt BENNETT,1493.7884630770523,1,2012,HON,11-Oct-86
Ashton EATON,1493.7020892848373,3,2014,USA,21-Jan-88
David ILARIANI,1493.6351937533848,1,2012,GEO,20-Jan-81
Xavier LOMBARDO,1493.1388088581216,1,2013,FRA,6-May-83
James GLADMAN,1493.1161668021823,1,2013,GBR,3-Jun-93
Abdulaziz AL MANDEEL,1493.0150951485969,1,2014,KUW,22-May-89
Jorge Armando MCFARLANE,1492.8398262223982,1,2013,PER,20-Feb-88
Rayzamshah WAN SOFIAN,1492.694528356024,1,2013,MAS,11-Jan-88
Omoghan OSAGHAE,1492.467983592915,7,2013,USA,18-May-88
Gregory SEDOC,1492.2674293126965,3,2013,NED,16-Oct-81
Gianni FRANKIS,1491.2460760907934,4,2013,GBR,16-Apr-88
Martin MAZÁČ,1490.7656811398488,3,2013,CZE,6-May-90
Dongpeng SHI,1490.52004871045,8,2013,CHN,6-Jan-84
Ahmad HAZER,1490.3166942272858,2,2012,LBN,4-Sep-89
Dwight THOMAS,1490.2854899954996,26,2013,JAM,23-Sep-80
Vladimir VUKICEVIC,1490.2279365160953,1,2014,NOR,6-May-91
Thomas MARTINOT-LAGARDE,1490.0656369203616,9,2014,FRA,7-Feb-88
Jumrut RITTIDET,1489.8889027253126,1,2013,THA,1-Feb-89
Xaysa ANOUSONE,1489.8052848242671,1,2013,LAO,20-Mar-94
Petr SVOBODA,1489.3081012507737,5,2014,CZE,10-Oct-84
Balázs BAJI,1487.9149748910004,9,2014,HUN,9-Jun-89
Athmane HADJ LAZIB,1487.8561980341542,2,2013,ALG,10-May-83
Dimitri BASCOU,1487.4500114762375,8,2014,FRA,20-Jul-87
Jeff PORTER,1487.3724985781116,15,2014,USA,27-Nov-85
Erik BALNUWEIT,1486.9421317404747,4,2013,GER,21-Sep-88
Kim Fai IONG,1486.822430015572,2,2013,MAC,12-Jan-89
Mikel THOMAS,1486.5324812161439,8,2014,TTO,23-Nov-87
Joel BROWN,1486.0198285104684,16,2013,USA,31-Jan-80
Ladji DOUCOURE,1485.3183505630411,3,2014,FRA,28-Mar-83
Lehann FOURIE,1484.0563508459502,9,2013,RSA,16-Feb-87
Tyron AKINS,1482.7215546689026,10,2014,USA,6-Jan-86
Fan JIANG,1482.1746101800068,4,2014,CHN,16-Sep-89
