Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Ramil GULIYEV,1598.7378919140945,15,2017,TUR,29-May-90
Usain BOLT,1590.1004980321372,25,2016,JAM,21-Aug-86
André DE GRASSE,1582.0676795985737,6,2017,CAN,10-Nov-94
Ameer WEBB,1559.2551869669746,17,2017,USA,19-Mar-91
Noah LYLES,1552.0193701377505,2,2017,USA,18-Jul-97
Wayde VAN NIEKERK,1541.59620669498,5,2017,RSA,15-Jul-92
Justin GATLIN,1540.0306735911797,9,2016,USA,10-Feb-82
Jereem RICHARDS,1535.2145295166483,3,2017,TTO,13-Jan-94
Alonso EDWARD,1530.1878633162967,35,2017,PAN,8-Dec-89
Adam GEMILI,1529.347454962889,10,2017,GBR,6-Oct-93
LaShawn MERRITT,1528.3700942056028,4,2017,USA,27-Jun-86
Yohan BLAKE,1522.2386549111607,12,2017,JAM,26-Dec-89
Christophe LEMAITRE,1521.6024984234336,33,2017,FRA,11-Jun-90
Abdul Hakim SANI BROWN,1520.321677913489,5,2017,JPN,6-Mar-99
Anaso JOBODWANA,1518.5065029992475,16,2016,RSA,30-Jul-92
Julian FORTE,1514.915765710889,10,2016,JAM,7-Jan-93
Femi OGUNODE,1513.76135203099,12,2016,QAT,15-May-91
Nethaneel MITCHELL-BLAKE,1512.3933684760177,8,2017,GBR,2-Apr-94
Bruno HORTELANO-ROIG,1511.4419595061988,7,2016,ESP,18-Sep-91
Alan DUVIGNEAU,1511.25,1,2016,FRA,3-Feb-95
Nickel ASHMEADE,1510.107779355416,34,2016,JAM,7-Apr-90
Zharnel HUGHES,1509.0805937649834,11,2017,AIA,13-Jul-95
Isaac MAKWALA,1508.9940700414868,5,2017,BOT,24-Sep-85
Fred KERLEY,1507.9877148297628,2,2017,USA,7-May-95
David LIMA,1506.3897150319644,2,2017,POR,6-Sep-90
Walter DIX,1506.2538908379024,15,2016,USA,31-Jan-86
Miguel FRANCIS,1505.805379131226,4,2015,ANT,28-Mar-95
Aaron BROWN,1505.7075750475747,12,2017,CAN,27-May-92
Divine ODUDURU,1505.670698252741,2,2016,NGR,7-Oct-96
Nery BRENES,1505.2555827922533,3,2016,CRC,25-Sep-85
Kyree KING,1505.1753792159423,2,2017,USA,9-Jul-94
Warren WEIR,1505.109323552489,22,2017,JAM,31-Oct-89
Rondel SORRILLO,1504.9044045176151,11,2016,TTO,21-Jan-86
Sydney SIAME,1504.4077627688753,3,2017,ZAM,7-Oct-97
Jason YOUNG,1503.9718448115987,8,2013,JAM,21-Mar-91
Julian REUS,1503.4530601010697,2,2016,GER,29-Apr-88
