Athlete,Rating,Number Of Races,Most Recent Race Date,Nationality,DOB
Sally PEARSON,1679.3377357600252,24,2012,AUS,19-Sep-86
Dawn HARPER-NELSON,1638.9179569890891,14,2012,USA,13-May-84
Kellie WELLS,1582.7555797599525,23,2012,USA,16-Jul-82
Lolo JONES,1551.992711651144,17,2012,USA,5-Aug-82
Danielle CARRUTHERS,1530.9991046910986,28,2012,USA,22-Dec-79
Queen HARRISON,1528.258144191982,8,2012,USA,10-Sep-88
Kristi CASTLIN,1524.1436813458063,10,2012,USA,7-Jul-88
Virginia CRAWFORD,1523.5917154149624,20,2012,USA,7-Sep-83
Tiffany PORTER,1523.4139031559923,24,2012,USA,13-Nov-87
Phylicia GEORGE,1521.1423868903332,16,2012,CAN,16-Nov-87
Tatyana DEMENTYEVA,1519.3937342967865,6,2012,RUS,8-May-81
Jessica ZELINKA,1515.0997993316814,4,2012,CAN,3-Sep-81
Priscilla SCHLIEP,1512.7856392467224,18,2012,CAN,26-Aug-82
Shermaine WILLIAMS,1511.585204665461,2,2012,JAM,4-Feb-90
Reina-Flor OKORI,1508.3133365132576,1,2012,FRA,2-May-80
Brigitte Ann FOSTER-HYLTON,1506.5924790214249,8,2012,JAM,7-Nov-74
Christina VUKICEVIC,1506.2886748601659,12,2012,NOR,18-Jun-87
Alina TALAY,1505.610739350861,4,2012,BLR,14-May-89
Christina MANNING,1504.3936291857399,2,2012,USA,29-May-90
Yuliya KONDAKOVA,1503.0450356833333,2,2012,RUS,4-Dec-81
Lisa URECH,1502.1994290604548,7,2012,SUI,27-Jul-89
Michelle PERRY,1500.607816697493,1,2012,USA,1-May-79
Indira SPENCE,1500.0785272419578,2,2011,JAM,8-Sep-86
Derval O'ROURKE,1499.680827299033,7,2012,IRL,28-May-81
Anastasiya SOPRUNOVA,1498.636818071229,2,2012,KAZ,14-Jan-86
Nichole DENBY,1498.5046818618218,5,2011,USA,10-Oct-82
Yekaterina GALITSKAYA,1498.391732190496,2,2012,RUS,24-Feb-87
Nataliya IVONINSKAYA,1498.2571557310816,2,2011,KAZ,22-Feb-85
Aleksandra ANTONOVA,1498.2066598777162,2,2011,RUS,24-Mar-80
Candice PRICE,1498.0609178843492,1,2011,USA,26-Oct-85
Susanna KALLUR,1497.9399792618053,1,2010,SWE,16-Feb-81
Nooralotta NEZIRI,1497.8441556214093,1,2012,FIN,9-Nov-92
Vonette DIXON,1497.3064158486175,9,2011,JAM,26-Nov-75
Marie HAGLE,1497.253400934495,2,2011,NOR,17-Feb-87
Perdita FELICIEN,1497.192124261759,16,2012,CAN,29-Aug-80
Louise WOOD,1496.6111378188702,1,2011,GBR,13-May-83
Elisabeth DAVIN,1496.3230441659014,1,2010,BEL,3-Jun-81
Nadine HILDEBRAND,1496.2144810260393,1,2010,GER,20-Sep-87
Yawei SUN,1496.1249204646974,3,2012,CHN,17-Oct-87
Anay TEJEDA,1495.8885027695596,1,2010,CUB,3-Apr-83
Celriece LAW,1495.347752416545,1,2011,USA,2-Sep-86
Lina Marcela FLORES,1495.2970918482322,3,2012,COL,1-Nov-84
Alice DECAUX,1495.242403816846,1,2012,FRA,10-Apr-85
Ashley HELSBY,1495.181074561809,1,2011,GBR,1-Jul-90
Carolin DIETRICH,1495.0134239850222,5,2012,GER,26-Feb-85
Lucie ŠKROBÁKOVÁ,1494.927494554293,4,2012,CZE,4-Jan-82
Latoya GREAVES,1494.9040869080136,1,2012,JAM,31-May-86
Cindy BILLAUD,1494.8780319167277,1,2011,FRA,11-Mar-86
Eline BERINGS,1494.6858903870634,4,2012,BEL,28-May-86
Jessica ENNIS-HILL,1494.3839591651076,2,2012,GBR,28-Jan-86
Loreal SMITH,1494.3310371241846,3,2012,USA,12-Oct-85
Aleesha BARBER,1494.2690215327298,2,2011,TTO,16-May-87
Nevin YANIT,1493.9252020272997,3,2011,TUR,16-Feb-86
Yevheniya SNIHUR,1493.6467355531859,5,2011,UKR,7-Mar-84
Noemi ZBÄREN,1493.6045333064096,1,2012,SUI,12-Mar-94
Marina TOMIČ,1493.5801238459694,2,2012,SLO,30-Apr-83
Tale ØRVING,1493.2907259525048,2,2011,NOR,17-Mar-89
Aisseta DIAWARA,1493.1724369737121,1,2012,FRA,29-Jun-89
Kierre BECKLES,1493.1368750140375,1,2011,BAR,21-May-90
Stephanie GAYNOR,1493.004858386309,1,2011,GBR,27-Sep-90
Lauren SMITH,1492.9359121559255,1,2011,USA,27-Aug-81
Lene MYRMEL,1492.8058385021045,1,2011,NOR,18-May-85
Sonata TAMOSAITYTÉ,1492.8003381062504,2,2012,LTU,21-Apr-87
Dedeh ERAWATI,1492.5603571094603,1,2011,INA,25-May-79
Gemma BENNETT,1492.5326992068676,4,2011,GBR,4-Jan-84
Jacquelyn COWARD,1492.5100708896316,1,2012,USA,5-Nov-89
Andrea MILLER,1492.4116624317835,1,2012,NZL,13-Mar-82
Isabelle PEDERSEN,1492.0618395685024,2,2012,NOR,27-Jan-92
Kine AALTVEDT,1491.739131789051,2,2011,NOR,30-Aug-91
Tine Teigene DALEN,1490.8081128124302,3,2011,NOR,2-Nov-90
Béatrice KAMBOULÉ,1490.2427737645046,1,2011,BUR,25-Feb-80
Nia ALI,1490.1609052683957,6,2012,USA,23-Oct-88
Ivanique KEMP,1490.0523043583946,2,2012,BAH,11-Jun-91
Pak Yan POON,1489.8804135568912,1,2011,HKG,2-Jan-90
Marzia CARAVELLI,1489.4547112553912,3,2012,ITA,23-Oct-81
Caroline LUNDAHL,1489.2866229664132,1,2012,SWE,16-Oct-91
Ida Bakke HANSEN,1488.8460675116403,1,2012,NOR,7-Jan-93
Brigith María MERLANO,1488.6244517274522,3,2012,COL,29-Apr-82
Seun ADIGUN,1487.7047778426136,3,2012,NGR,3-Jan-87
Rosvitha Bodjiho OKOU,1487.3787850411495,1,2012,CIV,5-Sep-86
Anastasiya VINOGRADOVA,1487.3508174777496,1,2012,KAZ,13-Sep-86
Odile AHOUANWANOU,1487.0984254677833,1,2012,BEN,5-Jan-91
Anne ZAGRE,1486.8020219568461,4,2012,BEL,13-Mar-90
Nikkita HOLDER,1486.2786535428568,11,2012,CAN,7-May-87
LaVonne IDLETTE,1486.13709094815,2,2012,DOM,31-Oct-85
Louise HAZEL,1485.7116506620898,4,2011,GBR,6-Oct-85
Beate SCHROTT,1485.4885277188841,10,2012,AUT,15-Apr-88
Angelita BROADBELT-BLAKE,1484.8290671849732,3,2011,GBR,12-Sep-85
Marthe KOALA,1482.2932828619544,1,2012,BUR,8-Mar-94
Silvia PANGUANE,1481.874722951442,1,2012,MOZ,16-Feb-93
Cindy ROLEDER,1481.7159513506585,4,2012,GER,21-Aug-89
Martina BIBIANA OLAMA,1481.6158668197568,1,2012,GEQ,2-Dec-82
Ayako KIMURA,1480.509908520799,1,2012,JPN,11-Jun-88
Lecabela QUARESMA,1480.1568689112214,1,2012,STP,26-Dec-89
Sandra GOMIS,1479.8892039207356,4,2011,FRA,21-Nov-83
Hyelim JUNG,1478.7861120436555,2,2012,KOR,1-Jun-87
Dipna Lim PRASAD,1478.5138816625556,2,2012,SGP,7-Jun-91
Yvette LEWIS,1477.722614240683,9,2012,USA,16-Mar-85
Delloreen ENNIS,1476.6366387968483,9,2011,JAM,5-Mar-75
Jeimmy Julissa BERNARDEZ,1470.9842377248906,2,2012,HON,3-Sep-86
