Athlete,Rating,Number Of Races
"Brazier, Donovan",1672.5049727392181,13
"Amos, Nijel",1607.9100829939318,20
"Rotich, Ferguson",1577.8795399360586,34
"Korir, Emmanuel",1562.416334247048,15
"Wightman, Jake",1542.6797193066998,7
"Arop, Marco",1540.0148617793216,5
"McBride, Brandon",1538.9915777195083,23
"Hoppel, Bryce",1531.4759400046723,5
"Kinyamal, Wycliffe",1529.338932308256,12
"Tuka, Amel",1526.1887788566796,18
"Rudisha, David",1519.2102368282829,7
"Sanchez, Ryan",1514.524563734274,4
"Makhloufi, Taofik",1514.3301046064328,4
"Berian, Boris",1510.5633448745275,4
"Giles, Elliot",1510.0336877004254,14
"Manangoi, Elijah",1509.743183455652,3
"Lewandowski, Marcin",1508.5037470806292,20
"Tuwei, Cornelius",1508.3601289799708,4
"English, Mark",1508.1039293770225,7
"Bett, Kipyegon",1507.4247374386432,12
"Ben, Adrian",1507.1248584214782,3
"Kipketer, Alfred",1506.0597142915199,13
"Ordonez, Saul",1505.688464490694,2
"Kidder, Brannon",1505.2159737245938,2
"Van Rensburg, Reinhardt",1505.1786000000004,1
"Kramer, Andreas",1504.949524819364,13
"Murphy, Clayton",1504.8924230908033,16
"Saruni, Michael",1504.3850719494526,2
"Nabil, Oussama",1504.035736409198,1
"Rozmys, Michal",1503.9678216985922,3
"van Diepen, Tony",1503.4850484019867,1
"Bosse, Pierre-Ambroise",1503.0649730969058,18
"Biwott, Robert",1503.0330212515616,4
"Souleiman, Ayanleh",1502.9976947398059,2
"Vazquez, Wesley",1502.0205946405147,12
"Harris, Isaiah",1501.9212034609818,3
"Belferar, Amine",1501.4940308149496,2
"Mikhou, Sadik",1501.2056590127938,1
"Mohamed, Hamada",1500.9940008398762,2
"Zahafi, Mouad",1500.662714350718,1
"Bube, Andreas",1500.5990554442265,3
"Kleberson, Davide",1500.062541919639,2
"Kitilit, Jonathan",1499.9357649297274,9
"Ralph, Joshua",1499.9152151746655,1
"Kipruto, Collins",1499.8140348644001,1
"Andre, Thiago",1499.6852314765351,4
"Rotich, Andrew",1499.52186903937,1
"Aman, Mohammed",1499.3828441099813,8
"Elguesse, Abdelatif",1499.1164795985003,1
"Bodena, Tolesa",1499.071644367712,1
"Rimmer, Michael",1498.4417755161999,5
"Lopez, Jesus",1498.4143346018172,1
"Benedetti, Giordano",1498.3582221187298,3
"Grice, Charles",1498.3550043099265,1
"van Rensburg, Reinhardt",1498.3325289818274,2
"El Manaoui, Amine",1498.3029212966908,1
"Symmonds, Nick",1498.295721222431,1
"Kupers, Thijmen",1498.20924696233,5
"Kitum, Timothy",1498.0795693954788,2
"Tshite, Tshepo",1497.8052557994904,3
"El Guesse, Abdelati",1497.8033587931973,1
"Wheating, Andrew",1497.6350567430695,1
"Loxsom, Casimir",1497.436726293348,1
"Rozani, Jacob",1497.418198209361,1
"Rowden, Daniel",1497.334125336574,1
"Repcik, Jozef",1497.323867094322,1
"Mayanja, Abu",1496.9969480585205,1
"van Rensburg, Rynhardt",1496.9507336843346,1
"Alzaabi, Saud",1496.653764491533,1
"Paris, Leandro",1496.6010841557904,1
"Kawamoto, Sho",1496.5985228342386,1
"Amankwah, Alex",1496.5854871986896,2
"Grethen, Charles",1496.5488036374122,1
"Paes, Lutmar",1496.534790677639,1
"Berglund, Kalle",1496.447526339864,2
"Tarbei, Willy",1496.4402164839746,1
"Zhang, Dashan",1496.426116755778,1
"Biel, Yiech",1496.237042699492,1
"Lekuta, Solomon",1496.2333501953765,1
