Athlete,Rating,Number Of Races
"Farah, Mo",1639.4493074751695,10
"Balew, Birhanu",1614.84559534088,9
"Barega, Selemon",1596.639750292213,7
"Edris, Muktar",1590.855290869858,16
"Chelimo, Paul",1570.146996508629,11
"Gebrhiwet, Hagos",1557.3344485547188,6
"Kejelcha, Yomif",1555.9792651422001,11
"Ahmed, Mohammed",1531.6571634250492,10
"Cheptegei, Joshua",1529.8535131577262,7
"Lagat, Bernard",1527.1058028194625,4
"Butchart, Andrew",1526.8937128872046,10
"Osman, Abrar",1519.8714838854874,2
"Hadis, Abadi",1518.5869136771353,3
"Iguider, Abdelaati",1518.4259449278104,6
"Gebremeskel, Dejen",1518.3006496490561,3
"Kamworwor, Geoffrey",1518.1342055057867,2
"Gelant, Elroy",1517.6530566928486,2
"Jeilan, Ibrahim",1514.498916505268,2
"Torrence, David",1514.308074901017,2
"Knight, Justyn",1512.964302838181,2
"Waithaka, Stanley",1509.3877544969127,1
"Robinson, Brett",1508.3857171008278,5
"Jager, Evan",1507.0213992271588,1
"Kifle, Aron",1505.8461800996208,5
"Molla, Getaneh",1505.6449596052655,1
"Mechaal, Adel",1505.0217627880427,6
"Hill, Ryan",1504.536392504254,7
"Kwemoi, Ronald",1502.7324421636565,3
"Kiptanui, Matthew",1501.91989684458,1
"Demelash, Yigrem",1501.8818494930126,1
"McDonald, Morgan",1501.1796579761071,1
"Rop, Albert",1500.542526065901,12
"Maiyo, Hillary",1500.3042683514518,2
"Embaye, Abadi",1500.2311718982032,2
"Kipkoech, John",1500.1704448409625,1
"Longosiwa, Thomas",1500.0867124656372,5
"Mikhou, Sadik",1499.8554154487515,1
"Awad, Zouhair",1499.532820822212,2
"Berihu, Salomon",1499.3665611758151,1
"Abdi, Bashir",1499.3123238175235,4
"Bayer, Andrew",1499.3057382921133,1
"Kangogo, Cornelius",1499.2446229487534,1
"Kaazouzi, Brahim",1499.1558505120968,1
"Taylor, Jonathan",1499.0982823339866,1
"Yator, Richard",1499.094829432547,2
"Al Amri, Tariq",1498.9305265384762,1
"Ayele, Abayneh",1498.9172082401944,1
"Kibiwott, Abraham",1498.9122756840848,1
"Bor, Emmanuel",1498.7245208278516,1
"Koech, Paul",1498.7131549205053,1
"Kipsang, Emmanuel",1498.7065690842587,1
"Weir, Richard",1498.7031543111332,1
"Melak, Nibret",1498.6327284897484,1
"Haileselassie, Yemane",1498.572053847622,1
"Griffiths, Dewi",1498.4276321544198,1
"Ngelel, Frank",1498.41200169893,2
"Mokoka, Stephen",1498.319247369007,1
"Mekhissi, Mahiedine",1498.1473616194405,1
"Gregson, Ryan",1498.0433852569254,2
"Zalewski, Krystian",1497.9612445135856,1
"Crippa, Yemaneberhan",1497.9507426806513,1
"Kipruto, Conseslus",1497.9266960242576,1
"Gashahun, Abe",1497.9211504473676,1
