Athlete,Rating,Number Of Races
"Abadia Beci, Antonio",1497.9108457423267,1
"Bekele, Telahun",1497.8183752843988,1
"St. Lawrence, Ben",1497.7787504384094,2
"Cheboi, Collins",1497.7576613012786,1
"Masters, Riley",1497.5191035307544,1
"West, James",1497.49556517286,1
"Kipchirchir, Shadrack",1497.3798365231617,1
"Tadese, Zersenay",1497.2155789607057,1
"Barsoton, Leonard",1496.9284581429856,1
"Debela, Dejene",1496.8585286470582,2
"Alamirew, Yenew",1496.8031178272029,7
"Bacha Regasa, Zelalem",1496.7265596080065,1
"Cheserek, Edward",1496.726309494565,1
"Bouchikhi, Soufiane",1496.5384120807125,2
"Kibet, Vincent",1496.490447355438,1
"Sitonik, William",1496.281708576147,1
"Levins, Cameron",1496.184766398409,1
"Millington, Ross",1496.1100523220364,1
"Haji, Yasin",1496.1017199323205,1
"Campbell, Kemoy",1496.0453832741407,4
"Korir, Leonard",1495.5533963229204,1
"Buraas, Sindre",1495.4724998893992,1
"Yoroizaka, Tetsuya",1495.4609731574383,1
"Kowal, Yoann",1495.361750900803,2
"Goolab, Nick",1495.2943201539288,2
"Kosimbe, Nicholas",1495.1262415366612,1
"Gisamoda, Emmanuel",1495.0878250577116,1
"Muneria, Charles",1495.0647101377258,1
"Essalhi, Younés",1495.0633979044815,1
"Berihu, Solomon",1495.028933225353,1
"Nkhasi, Namakoe",1495.00797028045,1
"D'Hoedt, Jeroen",1494.9153248081616,2
"Irabaruta, Olivier",1494.8161237835716,1
"Sambu, Stephan",1494.5947086730605,1
"Bruchet, Lucas",1494.5187562442648,1
"Dirieh, Jamal",1494.3703616672399,1
"Jenkins, Eric",1494.270044536501,5
"Tamire, Getaneh",1494.2580075583378,2
"Chelanga, Samuel",1494.1819279959107,1
"Govindan, Lakshmanan",1494.1814778475061,1
"Nftalem, Awet",1494.175678642477,1
"Amdouni, Morhad",1494.1650665341779,2
"Alotaibi, Mukhlid",1494.0540046485569,1
"Duo, Bujie",1493.9525831413596,1
"Kiptoo, Frederick",1493.8383507113074,1
"Murayama, Kota",1493.718350615678,1
"Ayalew, Aweke",1493.5571815442909,2
"Rimal, Hari",1493.25410121113,1
"Habte, Awet",1493.2181282221695,2
"Fifa, Ilias",1493.126669856957,2
"Abdullahi, Kadar",1492.830212146375,1
"Aouad, Zouhair",1492.6961452318217,1
"Merga, Imane",1492.6482045440875,2
"Mead, Hassan",1492.540454438909,6
"Mohamed, Mohamed Daud",1492.5302777496313,1
"Kipchirchir, Sylvester",1492.300391214013,1
"Mohamed, Mohamed",1492.1153911859742,1
"Birgen, Bethwell",1491.9249917578213,6
"Moen, Sondre",1491.5163016312115,1
"Wolde, Dawit",1491.242713944178,2
"Derrick, Chris",1491.2212323269525,1
"Mullett, Rob",1491.0941759657346,2
"Siosi, Rosefelo",1491.016339095056,1
"Al-Amri, Tariq",1490.659913081268,1
"Abadia, Antonio",1490.5841672225436,1
"McEntee, Sam",1490.5176012858572,3
"Kaya, Ali",1490.4944667834397,1
"Chitsala, Kefasi",1490.3187335238385,1
"Kulang, David",1489.9317829196573,1
"San Naing, San Naing",1489.7474816248057,1
"Kiplimo, Jacob",1489.658047937868,6
"Menjo, Josphat",1489.3239280748935,1
"Osako, Suguru",1489.310254965767,1
"Ingebrigtsen, Filip",1489.0513257047314,1
"Fifa, Illias",1488.442911008301,1
"Leitao, Romario",1488.3200560212158,1
"Legese, Birhanu",1487.9002504003288,3
"Farrell, Thomas",1487.7675077015092,2
"Tiernan, Patrick",1487.5529658468035,7
"Sambe, Mohamed",1487.399062965398,1
"True, Ben",1487.3916524311035,9
"McSweyn, Stewart",1487.3660366747383,1
"Tewelde, Hiskel",1487.1372820072104,1
"Soi, Edwin",1486.21806329802,8
"Orth, Florian",1485.0471517053454,1
"Scott, Marc",1483.671866525357,2
"Ibrahimov, Hayle",1483.583688328476,7
"Wanders, Julien",1483.43044884167,1
"Ayeko, Joel",1483.1187183153688,1
"Ingebrigtsen, Henrik",1482.3484893248478,3
"Kiplangat, Davis",1478.854909417795,5
"Ndiku, Caleb",1477.969280365329,5
"Ringer, Richard",1476.3051537010667,4
"Kissa, Stephan",1475.9918951911466,3
"Tanui, Paul",1473.9811686939825,6
"Bouqantar, Soufiyan",1473.9694952536142,6
"Rutto, Cyrus",1473.9543434120728,8
"Koech, Isiah",1472.7353528280546,5
"Kipyeko, Phillip",1446.6220384928035,1
