Athlete,Rating,Number Of Races
"Amos, Nijel",1613.177521642387,13
"Korir, Emmanuel",1606.361437634452,5
"Kinyamal, Wycliffe",1587.4824265264876,3
"Bosse, Pierre-Ambroise",1584.445686875482,12
"Rudisha, David",1553.361768967453,7
"Makhloufi, Taofik",1539.8058461289802,4
"Lewandowski, Marcin",1539.0668830942043,13
"Rotich, Ferguson",1538.6792881610686,18
"Kszczot, Adam",1537.4819755994276,17
"Berian, Boris",1529.3426246514653,4
"Kitilit, Jonathan",1520.746148746508,3
"Bett, Kipyegon",1520.624270662897,12
"Murphy, Clayton",1519.0936090770604,5
"Manangoi, Elijah",1518.3331413260682,2
"Van Rensburg, Reinhardt",1514.3849999999998,1
"McBride, Brandon",1513.8864943597941,14
"Hethat, Yassine",1512.3245137945066,2
"Andre, Thiago",1510.3913757311166,3
"Kipketer, Alfred",1510.2472382276012,10
"Rozmys, Michal",1509.7739254310895,2
"Brazier, Donovan",1509.4921037402123,5
"Biwott, Robert",1508.4250590321155,4
"Souleiman, Ayanleh",1508.3269298327937,2
"Belferar, Amine",1504.1500855970817,2
"Harris, Isaiah",1503.8147162773446,2
"Mikhou, Sadik",1503.3490528133166,1
"Mohamed, Hamada",1502.7611134441006,2
"Bube, Andreas",1501.6640429006295,3
"Kleberson, Davide",1500.173727554552,2
"Ralph, Joshua",1499.7644865962939,1
"Arroyo, Andres",1499.7410727205502,3
"Kramer, Andreas",1499.4964755798812,3
"Rotich, Andrew",1498.6718584426944,1
"Aman, Mohammed",1498.2856780832808,8
"Kipkoech, Nicholas",1498.274878021921,4
"Wightman, Jake",1498.0319992077339,2
"Elguesse, Abdelatif",1497.5457766625018,1
"Bodena, Tolesa",1497.421234354755,1
"Ayouni, Abdessalem",1497.3080103927698,2
"Rimmer, Michael",1495.6715986561107,5
"Lopez, Jesus",1495.595373893937,1
"Benedetti, Giordano",1495.4395058853604,3
"Grice, Charles",1495.4305675275737,1
"van Rensburg, Reinhardt",1495.368136060632,2
"El Manaoui, Amine",1495.2858924908078,1
"Symmonds, Nick",1495.2658922845305,1
"Reuther, Marc",1495.0286170778295,1
"Kupers, Thijmen",1495.0256860064724,5
"Kitum, Timothy",1494.6654705429974,2
"Langford, Kyle",1494.5679243685997,7
"Tuka, Amel",1494.372522355492,8
"El Guesse, Abdelati",1493.8982188699927,1
"Ibadin, Edose",1493.7899406628505,1
"Wheating, Andrew",1493.430713175193,1
"Loxsom, Casimir",1492.8797952593006,1
"Rozani, Jacob",1492.828328359336,1
"Repcik, Jozef",1492.5662974842269,1
"Mayanja, Abu",1491.6581890514453,1
"van Rensburg, Rynhardt",1491.529815789819,1
"Alzaabi, Saud",1490.7049013653696,1
"Paris, Leandro",1490.5585670994178,1
"Kawamoto, Sho",1490.551452317329,1
"Amankwah, Alex",1490.5152422185818,2
"English, Mark",1490.5134181842527,5
"Grethen, Charles",1490.4133434372557,1
"Paes, Lutmar",1490.3744185489966,1
"Berglund, Kalle",1490.1320176107336,2
"Tarbei, Willy",1490.1117124554858,1
"Zhang, Dashan",1490.0725465438281,1
"Enzema, Benjamin",1489.9994517674322,1
"Smaili, Mostafa",1489.916442677013,4
"Abdalla, Abubaker",1489.7939005925166,2
"Biel, Yiech",1489.5473408319215,1
"Lekuta, Solomon",1489.5370838760457,1
"Romaniw, Anthony",1489.4847902961078,1
"De Arriba, Alvaro",1489.458509749997,2
"Vazquez, Wesley",1489.1523715085873,2
"Andujar, Daniel",1489.143778007886,1
"Masilo, Boitumelo",1488.9959206970486,1
"de Arriba, Alvaro",1488.7269298103827,2
"Riseley, Jeffrey",1488.6110502094941,2
"Beddoes, Alex",1488.1898925660605,1
"Kiprop, Asbel",1487.2888810235988,3
"Learmonth, Guy",1487.287605677387,4
"Jock, Charles",1487.2732371525854,2
"Mbotto, Francky",1487.2570985306845,1
"Kryeziu, Astrit",1487.1631097166587,1
"Osagie, Andrew",1487.1497728998122,3
"Sanchez, Ryan",1487.0564028002316,1
"Maung, Pyae",1486.638022095478,1
"Windle, Drew",1486.3511324954798,4
"Farah, Ahmed",1486.233863095571,1
"Hajdari, Musa",1485.8802487565383,1
"Rodriguez, Rafith",1484.495528240673,1
"Matthews, Luke",1484.4228421523956,3
"Hairane, Jamal",1484.3173499664213,2
"Kinyor, Job",1484.1265134192306,3
"Johnson, Jinson",1483.8231113199595,1
"Ma, Junyi",1482.5502121395516,1
"Alzofairi, Ebrahim",1482.3550453671194,3
"Rudolf, Zan",1482.0101659566296,1
"Etes, Brice",1481.7152844687594,2
"Lopez, Kevin",1481.4043973701455,3
"Gakeme, Antoine",1480.9573025413367,8
"Bol, Peter",1479.4000011196908,2
"Dahmani, Samir",1478.4668210038685,4
"Moya, Pol",1477.7574388930566,2
"Giles, Elliot",1476.5046811572745,7
"Sowinski, Erik",1465.6008845730341,7
