Athlete,Rating,Number Of Races
"Barega, Selemon",1621.2922134754995,11
"Kejelcha, Yomif",1602.1437420692664,15
"Farah, Mo",1583.6695844851017,10
"Balew, Birhanu",1567.3507481382578,14
"Gebrhiwet, Hagos",1565.8186598866928,11
"Bekele, Telahun",1563.0901043854217,3
"Edris, Muktar",1556.120762745859,20
"Chelimo, Paul",1552.8718629318573,15
"Pingua, Edward",1545.5448824263317,2
"Cheptegei, Joshua",1523.1368643392134,9
"Hadis, Abadi",1517.2459143905483,6
"Lagat, Bernard",1516.2634816916775,4
"Ahmed, Mohammed",1513.555512165558,13
"Berihu, Solomon",1513.0346483274695,2
"Osman, Abrar",1511.9228903312924,2
"Gebremeskel, Dejen",1510.9803897894335,3
"Kamworwor, Geoffrey",1510.8805233034716,2
"Butchart, Andrew",1510.6353596804915,12
"Gelant, Elroy",1510.5918340157089,2
"Jeilan, Ibrahim",1508.6993499031607,2
"Torrence, David",1508.5848449406103,2
"Iguider, Abdelaati",1507.8965378817884,7
"Kimeli, Nicholas",1506.2589681308218,2
"Waithaka, Stanley",1505.6326526981477,1
"Robinson, Brett",1505.0314302604966,5
"Jager, Evan",1504.2128395362952,1
"Knight, Justyn",1503.3276124802524,3
"Mechaal, Adel",1503.0130576728257,6
"Kwemoi, Ronald",1501.639465298194,3
"Kiptanui, Matthew",1501.151938106748,1
"Ibrahim, Bouh",1501.1390923507252,1
"Demelash, Yigrem",1501.1291096958075,1
"Molla, Getaneh",1500.806278904564,2
"McDonald, Morgan",1500.7077947856644,1
"Maiyo, Hillary",1500.182561010871,2
"Embaye, Abadi",1500.1387031389218,2
"Kipkoech, John",1500.1022669045776,1
"Longosiwa, Thomas",1500.0520274793826,5
"Mikhou, Sadik",1499.9132492692509,1
"Awad, Zouhair",1499.7196924933273,2
"Berihu, Salomon",1499.6199367054892,1
"Bayer, Andrew",1499.5834429752679,1
"Kangogo, Cornelius",1499.546773769252,1
"Kaazouzi, Brahim",1499.493510307258,1
"Taylor, Jonathan",1499.458969400392,1
"Ayele, Abayneh",1499.350324944117,1
"Kibiwott, Abraham",1499.347365410451,1
"Koech, Paul",1499.2278929523031,1
"Kipsang, Emmanuel",1499.223941450555,1
"Weir, Richard",1499.22189258668,1
"Haileselassie, Yemane",1499.1432323085733,1
"Griffiths, Dewi",1499.0565792926516,1
"Ngelel, Frank",1499.047201019358,2
"Mokoka, Stephen",1498.991548421404,1
"Hunter, Andrew",1498.989798522617,1
"Mekhissi, Mahiedine",1498.8884169716644,1
"Gregson, Ryan",1498.8260311541553,2
"Mburu, Stanley",1498.793140226849,1
"Zalewski, Krystian",1498.7767467081512,1
"Kipruto, Conseslus",1498.7560176145544,1
"Abadia Beci, Antonio",1498.7465074453962,1
"St. Lawrence, Ben",1498.6672502630454,2
"Cheboi, Collins",1498.6545967807672,1
"West, James",1498.497339103716,1
